UniqueID_Plastic_study,Site,lat,lon,MarineRegion
428,North Pacific,33,-130,North Pacific Ocean
429,Laysan Island,25.767853,-171.732206,North Pacific Ocean
430,Pearl and Hermes Atoll,27.760667,-175.94082,North Pacific Ocean
431,Tern Island,23.868823,-166.285503,North Pacific Ocean
432,Hawaiian Islands,19.896766,-155.582782,North Pacific Ocean
433,Kure Atoll,28.392533,-178.293552,North Pacific Ocean
434,Oahu,21.438912,-158.000057,North Pacific Ocean
435,Eastern equatorial Pacific,-126.5858,-5.934,Southern Ocean
436,North Pacific,45.522224,-122.679826,North Pacific Ocean
437,"Gull Is, Newfoundland",33.592329,-102.246616,North Atlantic Ocean
438,Alaska,64.200841,-149.493673,North Pacific Ocean
439,Gulf of Alaska,57,-144,North Pacific Ocean
440,Alaska,64.200841,-149.493673,North Pacific Ocean
441,Canada,56.130366,-106.346771,North Pacific Ocean
442,Canada,56.130366,-106.346771,North Pacific Ocean
443,Canada,56.130366,-106.346771,North Pacific Ocean
444,"Dun, St. Kilda",57.798373,-8.566646,North Atlantic Ocean
445,Eastern Newfoundland,48.163156,-53.970824,North Atlantic Ocean
446,Eastern Newfoundland,48.163156,-53.970824,North Atlantic Ocean
447,Eastern Newfoundland,48.163156,-53.970824,North Atlantic Ocean
448,North Pacific,33,-130,North Pacific Ocean
449,Alaska,52.999639,-166.912109,North Pacific Ocean
450,"Gull Is, Newfoundland",33.592329,-102.246616,North Atlantic Ocean
451,Kent Island,51.278708,0.521725,North Atlantic Ocean
452,Kent Island,51.278708,0.521725,North Atlantic Ocean
453,tropical Pacific,-8.783195,-124.508523,South Pacific Ocean
454,"Daikoku, Japan",34.654303,135.493492,North Pacific Ocean
455,Ireland,53.7797554,-7.3055309,North Atlantic Ocean
456,"Olhao, Portugal",37.026042,-7.842351,North Atlantic Ocean
457,"Olhao, Portugal",37.026042,-7.842351,North Atlantic Ocean
458,"Olhao, Portugal",37.026042,-7.842351,North Atlantic Ocean
459,"Olhao, Portugal",37.026042,-7.842351,North Atlantic Ocean
460,"Olhao, Portugal",37.026042,-7.842351,North Atlantic Ocean
461,"Olhao, Portugal",37.026042,-7.842351,North Atlantic Ocean
462,"Olhao, Portugal",37.026042,-7.842351,North Atlantic Ocean
464,tropical Pacific,-8.783195,-124.508523,South Pacific Ocean
465,Ross Sea,-70.899816,-89.13946,Southern Ocean
466,Marion Island,-46.906248,37.741668,Indian Ocean
468,Eastern Greenland,66.198466,-34.864353,North Atlantic Ocean
469,Eastern Greenland,66.198466,-34.864353,North Atlantic Ocean
470,"Conception Bay, Newfoundland",47.386347,-53.132029,North Atlantic Ocean
471,North Atlantic,-14.599413,-28.673147,South Pacific Ocean
472,"White Bay, Newfoundland",49.961124,-56.445173,North Atlantic Ocean
473,Hornsund,76.881101,15.9084,Arctic Ocean
474,"Nuuk, Greenland",64.18141,-51.694138,Arctic Ocean
475,Chatham Is,-43.912096,-176.543303,South Pacific Ocean
476,"Western Victoria, Australia",-37.6975835,142.4039296,Indian Ocean
477,Gough Island,-40.318641,-9.935332,South Pacific Ocean
479,South Africa,-30.559482,22.937506,Indian Ocean
481,Alaska,64.200841,-149.493673,North Pacific Ocean
482,"Belcher Is, Nunavut",56.622294,-78.794321,Arctic Ocean
483,North Pacific,33,-130,North Pacific Ocean
484,tropical Pacific,-8.783195,-124.508523,South Pacific Ocean
485,South Africa,-30.559482,22.937506,Indian Ocean
486,Eastern equatorial Pacific,-126.5858,-5.934,Southern Ocean
487,tropical Pacific,-8.783195,-124.508523,South Pacific Ocean
488,Chile,-35.675147,-71.542969,South Pacific Ocean
489,Santa Catarina,-27.242339,-50.218856,South Pacific Ocean
490,"Lagos Region, Rio de Janeiro, Brazil",-22.938424,-42.210889,South Pacific Ocean
491,"Coast of Rio Grande do Sul, Brazil",-30.68603,-50.473274,South Pacific Ocean
492,"Arraial do Cabo, Brazil",-22.967337,-42.02681,South Pacific Ocean
493,Chile,-35.675147,-71.542969,South Pacific Ocean
494,South-eastern Brazillian Coast (18S to 23S),-23.058727,-43.652171,South Pacific Ocean
495,South-eastern Brazillian Coast (18S to 23S),-23.058727,-43.652171,South Pacific Ocean
496,South-eastern Brazillian Coast (18S to 23S),-23.058727,-43.652171,South Pacific Ocean
497,South-eastern Brazillian Coast (18S to 23S),-23.058727,-43.652171,South Pacific Ocean
498,South-eastern Brazillian Coast (18S to 23S),-23.058727,-43.652171,South Pacific Ocean
499,South-eastern Brazillian Coast (18S to 23S),-23.058727,-43.652171,South Pacific Ocean
500,St. Vincent,39.989602,-85.916289,North Atlantic Ocean
501,South-eastern Brazillian Coast (18S to 23S),-23.058727,-43.652171,South Pacific Ocean
502,South-eastern Brazillian Coast (18S to 23S),-23.058727,-43.652171,South Pacific Ocean
503,South-eastern Brazillian Coast (18S to 23S),-23.058727,-43.652171,South Pacific Ocean
504,South-eastern Brazillian Coast (18S to 23S),-23.058727,-43.652171,South Pacific Ocean
505,Ireland,53.7797554,-7.3055309,North Atlantic Ocean
506,"Brazil, Sao Paulo",-14.235004,-51.92528,South Pacific Ocean
507,Brazil,-14.235004,-51.92528,South Pacific Ocean
508,Brazil,-14.235004,-51.92528,South Pacific Ocean
509,"Rhum, Hebrides",57.009474,-6.32387,North Atlantic Ocean
510,"Coast of Rio Grande do Sul, Brazil",-30.68603,-50.473274,South Pacific Ocean
511,South-eastern Brazillian Coast (18S to 23S),-23.058727,-43.652171,South Pacific Ocean
512,South-eastern Brazillian Coast (18S to 23S),-23.058727,-43.652171,South Pacific Ocean
513,South-eastern Brazillian Coast (18S to 23S),-23.058727,-43.652171,South Pacific Ocean
514,South-eastern Brazillian Coast (18S to 23S),-23.058727,-43.652171,South Pacific Ocean
515,South-eastern Brazillian Coast (18S to 23S),-23.058727,-43.652171,South Pacific Ocean
516,Rio Grande do Sul,-31.807168,-51.618266,South Pacific Ocean
517,"Firths of Forth and Clyde, Scotland,",-4.114274,55.948345,Indian Ocean
518,Alaska,64.200841,-149.493673,North Pacific Ocean
519,Alaska,52.999639,-166.912109,North Pacific Ocean
520,Eastern equatorial Pacific,-126.5858,-5.934,Southern Ocean
521,"Paracas Peninsula and La Vieja Island, central Peru",-14.132631,-76.320999,South Pacific Ocean
522,Hawaii,19.896766,-155.582782,North Pacific Ocean
523,Atol das Rocas Biological Reserve,-3.833333,-33.816667,South Pacific Ocean
524,Atol das Rocas Biological Reserve,-3.833333,-33.816667,South Pacific Ocean
525,Atol das Rocas Biological Reserve,-3.833333,-33.816667,South Pacific Ocean
526,Atol das Rocas Biological Reserve,-3.833333,-33.816667,South Pacific Ocean
527,Laysan Island,25.767853,-171.732206,North Pacific Ocean
528,tropical Pacific,-8.783195,-124.508523,South Pacific Ocean
529,South-eastern Brazillian Coast (18S to 23S),-23.058727,-43.652171,South Pacific Ocean
530,South-eastern Brazillian Coast (18S to 23S),-23.058727,-43.652171,South Pacific Ocean
531,"Catalan coast, Spain",43.311099,-4.252477,North Atlantic Ocean
532,"Monterey Bay, CA",36.800741,-121.947311,North Pacific Ocean
533,"Monterey Bay, CA",36.800741,-121.947311,North Pacific Ocean
534,Alaska,64.200841,-149.493673,North Pacific Ocean
535,Alaska,52.999639,-166.912109,North Pacific Ocean
536,Ross Sea,-70.899816,-89.13946,Southern Ocean
537,Eastern equatorial Pacific,-126.5858,-5.934,Southern Ocean
538,North Pacific,33,-130,North Pacific Ocean
539,tropical Pacific,-8.783195,-124.508523,South Pacific Ocean
540,Eastern equatorial Pacific,-126.5858,-5.934,Southern Ocean
541,Pitcairn Island,-24.376754,-128.324238,South Pacific Ocean
542,tropical Pacific,-8.783195,-124.508523,South Pacific Ocean
543,"Kauia, Hawaii",22.09644,-159.526124,North Pacific Ocean
544,Ireland,53.7797554,-7.3055309,North Atlantic Ocean
545,Washington & Oregon,47.751074,-120.740139,North Pacific Ocean
546,Eastern North Pacific,47.269522,-122.236209,North Pacific Ocean
547,British Columbia,53.726668,-127.647621,North Pacific Ocean
548,"Labrador, Canada",53.135509,-57.660436,North Atlantic Ocean
549,"Labrador, Canada",53.135509,-57.660436,North Atlantic Ocean
550,"Monterey Bay, CA",36.800741,-121.947311,North Pacific Ocean
551,"Oregon, USA",43.8041334,-120.5542012,North Pacific Ocean
552,North Pacific,45.522224,-122.679826,North Pacific Ocean
553,Sable Island,43.933721,-59.914914,North Atlantic Ocean
554,Alaska,64.200841,-149.493673,North Pacific Ocean
555,Canadian Arctic,75,-90,Arctic Ocean
556,"Monterey Bay, CA",36.800741,-121.947311,North Pacific Ocean
557,"Monterey Bay, CA",36.800741,-121.947311,North Pacific Ocean
558,"Dun, St. Kilda",57.798373,-8.566646,North Atlantic Ocean
559,"Foula, Shetland",60.131267,-2.069541,North Atlantic Ocean
560,Westfjords  Iceland,65.919615,-21.881176,Arctic Ocean
561,"Westfjords, Iceland",65.919615,-21.881176,Arctic Ocean
562,"Westfjords, Iceland",65.919615,-21.881176,North Atlantic Ocean
563,Hornsund,76.881101,15.9084,Arctic Ocean
564,Cape Vera,76.271246,-89.254273,Arctic Ocean
565,Canadian High Arctic,67.316667,-58.483333,Arctic Ocean
566,Western North Atlantic,28.389208,-80.605536,North Atlantic Ocean
567,California,36.778261,-119.417932,North Pacific Ocean
568,"Prince Leopold Is, Canadian Arctic",74.04176,-90.032616,Arctic Ocean
569,"Prince Leopold Is, Canadian Arctic",74.04176,-90.032616,Arctic Ocean
570,Cape Searle,67.233333,-62.466667,Arctic Ocean
571,Cape Searle,67.233333,-62.466667,Arctic Ocean
572,"Prince Leopold Is, Canadian Arctic",74.04176,-90.032616,Arctic Ocean
573,"Prince Leopold Is, Canadian Arctic",74.04176,-90.032616,Arctic Ocean
574,Faroe Islands,61.892635,-6.911806,North Atlantic Ocean
575,North Pacific,33,-130,North Pacific Ocean
576,Washington & Oregon,47.751074,-120.740139,North Pacific Ocean
577,"Isfjord, Svalbard",78.373844,16.121063,Arctic Ocean
578,Netherlands,52.132633,5.291266,North Atlantic Ocean
579,Jan Mayen Is,71.031818,-8.292035,Arctic Ocean
580,Faroe Islands,61.892635,-6.911806,North Atlantic Ocean
581,Eastern England,52.249558,0.68769,North Atlantic Ocean
582,English Channel,50.134664,-0.357056,North Atlantic Ocean
583,North Sea,56.511018,3.515625,North Atlantic Ocean
584,Scotland,56.490671,-4.202646,North Atlantic Ocean
585,"Skagerrak, Norway",58.352272,9.931508,North Atlantic Ocean
586,"Firths of Forth and Clyde, Scotland,",-4.114274,55.948345,Indian Ocean
587,"Catalan coast, Spain",43.311099,-4.252477,North Atlantic Ocean
588,Scotland,56.490671,-4.202646,North Atlantic Ocean
589,"Olhao, Portugal",37.026042,-7.842351,North Atlantic Ocean
590,"Olhao, Portugal",37.026042,-7.842351,North Atlantic Ocean
591,"Olhao, Portugal",37.026042,-7.842351,North Atlantic Ocean
592,"Cape Cod, Massachusetts",41.66879,-70.296241,North Atlantic Ocean
593,New Zealand,-46.312086,174.115693,South Pacific Ocean
594,South Africa,-30.559482,22.937506,Indian Ocean
595,Gough Island,-40.318641,-9.935332,South Pacific Ocean
596,SW Atlantic Ocean,-14.599413,-28.673147,South Pacific Ocean
597,"Vancouver, BC",49.282729,-123.120738,North Pacific Ocean
598,"Buldir Island, Alaska, USA",52.360182,175.917262,North Pacific Ocean
599,"Buldir Island, Alaska, USA",52.360182,175.917262,North Pacific Ocean
600,"Buldir Island, Alaska, USA",52.360182,175.917262,North Pacific Ocean
601,"Buldir Island, Alaska, USA",52.360182,175.917262,North Pacific Ocean
602,"Buldir Island, Alaska, USA",52.360182,175.917262,North Pacific Ocean
603,"Buldir Island, Alaska, USA",52.360182,175.917262,North Pacific Ocean
604,"Buldir Island, Alaska, USA",52.360182,175.917262,North Pacific Ocean
605,"Buldir Island, Alaska, USA",52.360182,175.917262,North Pacific Ocean
606,"Buldir Island, Alaska, USA",52.360182,175.917262,North Pacific Ocean
607,"Buldir Island, Alaska, USA",52.360182,175.917262,North Pacific Ocean
608,"Buldir Island, Alaska, USA",52.360182,175.917262,North Pacific Ocean
609,"Buldir Island, Alaska, USA",52.360182,175.917262,North Pacific Ocean
610,Alaska,64.200841,-149.493673,North Pacific Ocean
611,Midway Atoll.,28.210076,-177.376111,North Pacific Ocean
612,North Pacific,33,-130,North Pacific Ocean
613,Alaska,52.999639,-166.912109,North Pacific Ocean
614,Ireland,53.7797554,-7.3055309,North Atlantic Ocean
615,Eastern equatorial Pacific,-126.5858,-5.934,Southern Ocean
616,Alaska,64.200841,-149.493673,North Pacific Ocean
617,South Africa,-30.559482,22.937506,Indian Ocean
618,New Zealand,-40.900557,174.885971,South Pacific Ocean
619,New Zealand,-46.312086,174.115693,South Pacific Ocean
620,"San Juan Islands, BC",48.551367,-123.078106,North Pacific Ocean
621,Alaska,64.200841,-149.493673,North Pacific Ocean
622,Alaska,52.999639,-166.912109,North Pacific Ocean
623,Eastern equatorial Pacific,-126.5858,-5.934,Southern Ocean
624,tropical Pacific,-8.783195,-124.508523,South Pacific Ocean
625,"Vancouver Island, BC",49.650638,-125.449391,North Pacific Ocean
626,Alaska,64.200841,-149.493673,North Pacific Ocean
627,Alaska,52.999639,-166.912109,North Pacific Ocean
628,"Monterey Bay, CA",36.800741,-121.947311,North Pacific Ocean
629,"Monterey Bay, CA",36.800741,-121.947311,North Pacific Ocean
630,North Pacific,33,-130,North Pacific Ocean
631,Alaska,64.200841,-149.493673,North Pacific Ocean
632,North Pacific,33,-130,North Pacific Ocean
633,"Walvis Bay, Namibia",-22.938959,14.524746,South Pacific Ocean
634,tropical Pacific,-8.783195,-124.508523,South Pacific Ocean
635,Lord Howe Island,-31.555326,159.082121,South Pacific Ocean
636,Lord Howe Island,-31.555326,159.082121,South Pacific Ocean
637,North Pacific,33,-130,North Pacific Ocean
639,Eastern equatorial Pacific,-126.5858,-5.934,Southern Ocean
640,tropical Pacific,-8.783195,-124.508523,South Pacific Ocean
641,Ireland,53.7797554,-7.3055309,North Atlantic Ocean
642,"Olhao, Portugal",37.026042,-7.842351,North Atlantic Ocean
643,"Olhao, Portugal",37.026042,-7.842351,North Atlantic Ocean
644,"Bay of Exploits, Newfoundland",49.409666,-55.108579,North Atlantic Ocean
645,"Notre Dame Bay, Newfoundland",49.653128,-54.757162,North Atlantic Ocean
646,California,36.778261,-119.417932,North Pacific Ocean
647,California,36.778261,-119.417932,North Pacific Ocean
648,California,36.778261,-119.417932,North Pacific Ocean
649,California,36.778261,-119.417932,North Pacific Ocean
650,North Pacific,33,-130,North Pacific Ocean
651,South Africa,-30.559482,22.937506,Indian Ocean
652,Alaska,64.200841,-149.493673,North Pacific Ocean
653,Alaska,52.999639,-166.912109,North Pacific Ocean
654,Hawaii,19.896766,-155.582782,North Pacific Ocean
656,Laysan Island,25.767853,-171.732206,North Pacific Ocean
657,Midway Atoll,28.210076,-177.376111,North Pacific Ocean
658,Tern Island,23.868823,-166.285503,North Pacific Ocean
659,Alaska,64.200841,-149.493673,North Pacific Ocean
660,Alaska,52.999639,-166.912109,North Pacific Ocean
661,California,36.778261,-119.417932,North Pacific Ocean
662,Alaska,64.200841,-149.493673,North Pacific Ocean
663,Eastern equatorial Pacific,-126.5858,-5.934,Southern Ocean
664,Hawaii,19.896766,-155.582782,North Pacific Ocean
665,North Pacific,33,-130,North Pacific Ocean
667,Johnston Atoll,16.744884,-169.509879,North Pacific Ocean
668,Midway Atoll,28.210076,-177.376111,North Pacific Ocean
669,Midway Atoll,28.210076,-177.376111,North Pacific Ocean
670,Tern Island,23.868823,-166.285503,North Pacific Ocean
671,tropical Pacific,-8.783195,-124.508523,South Pacific Ocean
672,"Vancouver, BC",49.282729,-123.120738,North Pacific Ocean
673,Vancouver & Washington,49.282729,-123.120738,North Pacific Ocean
674,Vancouver & Washington,49.282729,-123.120738,North Pacific Ocean
675,"Monterey Bay, CA",36.800741,-121.947311,North Pacific Ocean
676,North Pacific,45.522224,-122.679826,North Pacific Ocean
677,Alaska,64.200841,-149.493673,North Pacific Ocean
678,North Pacific,33,-130,North Pacific Ocean
679,Alaska,52.999639,-166.912109,North Pacific Ocean
680,South-eastern Brazillian Coast (18S to 23S),-23.058727,-43.652171,South Pacific Ocean
681,South-eastern Brazillian Coast (18S to 23S),-23.058727,-43.652171,South Pacific Ocean
682,South-eastern Brazillian Coast (18S to 23S),-23.058727,-43.652171,South Pacific Ocean
683,Ireland,53.7797554,-7.3055309,North Atlantic Ocean
684,Alaska,64.200841,-149.493673,North Pacific Ocean
685,South Africa,-30.559482,22.937506,Indian Ocean
686,New Zealand,-46.312086,174.115693,South Pacific Ocean
687,New Zealand,-46.312086,174.115693,South Pacific Ocean
688,New Zealand,-40.900557,174.885971,South Pacific Ocean
689,New Zealand,-40.900557,174.885971,South Pacific Ocean
691,South Africa,-30.559482,22.937506,Indian Ocean
692,Torishima,34.683421,135.44196,North Pacific Ocean
693,Torishima,34.683421,135.44196,North Pacific Ocean
694,"Stradbroke Is, QLD",-27.532317,153.462608,South Pacific Ocean
695,"Stradbroke Is, QLD",-27.532317,153.462608,South Pacific Ocean
696,Eastern equatorial Pacific,-126.5858,-5.934,Southern Ocean
697,"Monterey Bay, CA",36.800741,-121.947311,North Pacific Ocean
698,Phillip Is,-38.48987,145.203828,Indian Ocean
699,Australia,-25.274398,133.775136,Indian Ocean
700,California,36.778261,-119.417932,North Pacific Ocean
701,Alaska,64.200841,-149.493673,North Pacific Ocean
702,Korea,35.907757,127.766922,North Pacific Ocean
703,western North Pacific,55.35,-164,North Pacific Ocean
704,western North Pacific,56.38,-161.35,North Pacific Ocean
705,Eastern North Pacific,49.5,170.5,North Pacific Ocean
706,Eastern North Pacific,50.5,170.5,North Pacific Ocean
707,Eastern North Pacific,42.5,167.5,North Pacific Ocean
708,Eastern North Pacific,43.55,167.5,North Pacific Ocean
709,Eastern North Pacific,46.5,167.5,North Pacific Ocean
710,Eastern North Pacific,47.5,167.5,North Pacific Ocean
711,Eastern North Pacific,51.5,167.5,North Pacific Ocean
712,Eastern North Pacific,50.5,171,North Pacific Ocean
713,Eastern North Pacific,49.5,171,North Pacific Ocean
714,Eastern North Pacific,47.5,169.01666,North Pacific Ocean
715,Eastern North Pacific,48.5,169,North Pacific Ocean
716,Eastern North Pacific,50.25,172.5,North Pacific Ocean
717,Eastern North Pacific,55,171,North Pacific Ocean
718,Eastern North Pacific,55,172,North Pacific Ocean
719,Eastern North Pacific,55,173,North Pacific Ocean
720,Eastern North Pacific,55,176,North Pacific Ocean
721,Eastern North Pacific,55.1666,177.28333,North Pacific Ocean
722,Eastern North Pacific,55,178,North Pacific Ocean
723,Eastern North Pacific,55.05,179.333,North Pacific Ocean
724,Eastern North Pacific,58.93333,178.13333,North Pacific Ocean
725,Eastern North Pacific,59,178,North Pacific Ocean
726,Eastern North Pacific,59,171,North Pacific Ocean
727,Eastern North Pacific,61.73333,177.66667,North Pacific Ocean
728,Eastern North Pacific,61.8,179.65,North Pacific Ocean
729,Eastern North Pacific,62.0333,179.66667,North Pacific Ocean
730,Eastern North Pacific,62.083333,179.6,North Pacific Ocean
731,western North Pacific,55,-179,North Pacific Ocean
732,western North Pacific,55,-178,North Pacific Ocean
733,western North Pacific,55.05,-176.83333,North Pacific Ocean
734,western North Pacific,56.91666,-176,North Pacific Ocean
735,western North Pacific,57,-177,North Pacific Ocean
736,western North Pacific,57,-178,North Pacific Ocean
737,western North Pacific,61.9,-179.98333,North Pacific Ocean
738,Eastern North Pacific,49.5,165.01666,North Pacific Ocean
739,Eastern North Pacific,49.36666,165.71666,North Pacific Ocean
740,Eastern North Pacific,50.05,166.983333,North Pacific Ocean
741,Eastern North Pacific,49.4333,168.8,North Pacific Ocean
742,Eastern North Pacific,50.2666,169,North Pacific Ocean
743,Eastern North Pacific,50.58333,168.51666,North Pacific Ocean
744,Eastern North Pacific,50.9,168.16666,North Pacific Ocean
745,Eastern North Pacific,50.1333,175.35,North Pacific Ocean
746,Eastern North Pacific,47.63333,178.016666,North Pacific Ocean
747,Eastern North Pacific,47.616666,179.73333,North Pacific Ocean
748,Eastern North Pacific,58.5,179.96666,North Pacific Ocean
749,western North Pacific,56.06666,-176.23333,North Pacific Ocean
750,western North Pacific,56,-175.23333,North Pacific Ocean
751,western North Pacific,57.0333,-178.03333,North Pacific Ocean
752,western North Pacific,57.96666,-176.3,North Pacific Ocean
753,western North Pacific,58.16666,-175.616666,North Pacific Ocean
754,western North Pacific,59.05,-175.53333,North Pacific Ocean
755,western North Pacific,58.75,-178.9,North Pacific Ocean
756,western North Pacific,59.21666,-177.85,North Pacific Ocean
757,western North Pacific,58.8666,-177.4666,North Pacific Ocean
758,Eastern North Pacific,48.78333,177.4666,North Pacific Ocean
759,Eastern North Pacific,44.9666,179.9666,North Pacific Ocean
760,western North Pacific,52.91666,-176.98333,North Pacific Ocean
761,western North Pacific,54,-178.0333,North Pacific Ocean
762,Eastern North Pacific,46.4,158.3,North Pacific Ocean
763,Eastern North Pacific,48.98333,169.31666,North Pacific Ocean
764,western North Pacific,51.0333,-177.5166,North Pacific Ocean
765,North Pacific,33,-130,North Pacific Ocean
766,Alaska,52.999639,-166.912109,North Pacific Ocean
767,New Zealand,-46.312086,174.115693,South Pacific Ocean
769,northern North Pacific Ocean,46.553327,165.305005,North Pacific Ocean
770,Bering Sea,52.946565,-177.136166,North Pacific Ocean
771,Bering Sea,57.556705,-179.056982,North Pacific Ocean
772,Bering Sea,57.556705,-179.056982,North Pacific Ocean
773,"Albatross Island, Tasmania, Australia",-40.37704,144.65554,Indian Ocean
775,South Africa,-30.559482,22.937506,Indian Ocean
776,South Africa,-38.442178,20.988808,Indian Ocean
778,North Pacific,33,-130,North Pacific Ocean
779,Scotia Sea,-58.555249,-36.096044,South Pacific Ocean
780,Ross Sea,-70.899816,-89.13946,Southern Ocean
781,Scotia Sea,-57.534867,-43.486725,South Pacific Ocean
782,Drake Passage,-63.339181,-64.569945,Southern Ocean
783,Weddell Sea,-69.951182,-50.273438,Southern Ocean
784,"Dronning-Maud Land, ANT",-74.57667,-11.224145,Southern Ocean
785,Gough Island,-40.318641,-9.935332,South Pacific Ocean
786,"Coast of Rio Grande do Sul, Brazil",-30.68603,-50.473274,South Pacific Ocean
787,South Africa,-30.559482,22.937506,Indian Ocean
788,South-eastern Brazillian Coast (18S to 23S),-23.058727,-43.652171,South Pacific Ocean
789,South-eastern Brazillian Coast (18S to 23S),-23.058727,-43.652171,South Pacific Ocean
790,Marion Island,-46.906248,37.741668,Indian Ocean
791,Gough Island,-40.318641,-9.935332,South Pacific Ocean
792,South Africa,-30.559482,22.937506,Indian Ocean
793,Eastern equatorial Pacific,-126.5858,-5.934,Southern Ocean
794,"Barkley Sound, BC",48.898889,-125.274444,North Pacific Ocean
795,"Monterey Bay, CA",36.800741,-121.947311,North Pacific Ocean
796,"Ilha Comprida, Brazil",-24.746103,-47.550779,South Pacific Ocean
797,Eastern North Pacific,47.269522,-122.236209,North Pacific Ocean
798,Sable Island,43.933721,-59.914914,North Atlantic Ocean
799,Scotland,56.490671,-4.202646,North Atlantic Ocean
800,Placentia Bay,47.103007,-54.185932,North Atlantic Ocean
801,"Briar Island, Canada",44.254429,-66.368281,North Atlantic Ocean
802,Alaska,64.200841,-149.493673,North Pacific Ocean
803,California,36.778261,-119.417932,North Pacific Ocean
804,New Zealand,-40.900557,174.885971,South Pacific Ocean
805,California,36.778261,-119.417932,North Pacific Ocean
806,"Benguela Current, SA",18.408724,-34.373693,North Atlantic Ocean
807,Western North Atlantic,28.389208,-80.605536,North Atlantic Ocean
808,Eastern North Pacific,40.583333,167.516667,North Pacific Ocean
809,Eastern North Pacific,47.616667,179.733333,North Pacific Ocean
810,Eastern North Pacific,47.633333,178.016667,North Pacific Ocean
811,North Pacific,47.633333,178.016667,North Pacific Ocean
812,Eastern North Pacific,44.466667,167.416667,North Pacific Ocean
813,Eastern North Pacific,45.5,172.416667,North Pacific Ocean
814,Eastern North Pacific,48.783333,177.466667,North Pacific Ocean
815,Eastern North Pacific,44.966667,179.966667,North Pacific Ocean
816,Eastern North Pacific,46,175.55,North Pacific Ocean
817,Eastern North Pacific,47.5,175.5,North Pacific Ocean
818,Eastern North Pacific,49.483333,164.2,North Pacific Ocean
819,western North Pacific,48.516667,-177.566667,North Pacific Ocean
820,western North Pacific,50.416667,-177.533333,North Pacific Ocean
821,Eastern North Pacific,49.55,177.533333,North Pacific Ocean
822,Eastern North Pacific,43.883333,169.366667,North Pacific Ocean
823,Eastern North Pacific,45,180,North Pacific Ocean
824,Eastern North Pacific,43.25,175.4,North Pacific Ocean
825,Eastern North Pacific,44.533333,175.483333,North Pacific Ocean
826,Eastern North Pacific,46,175.5,North Pacific Ocean
827,Eastern North Pacific,43.016667,180,North Pacific Ocean
828,Eastern North Pacific,47.5,175.483333,North Pacific Ocean
829,Eastern North Pacific,48,173.466667,North Pacific Ocean
830,Eastern North Pacific,48.483333,171.316667,North Pacific Ocean
831,Eastern North Pacific,48.983333,169.15,North Pacific Ocean
832,Eastern North Pacific,42.8,153.033333,North Pacific Ocean
833,Eastern North Pacific,43.9,172.666667,North Pacific Ocean
834,Eastern North Pacific,46.766667,178.316667,North Pacific Ocean
835,Eastern North Pacific,45.583333,178.4,North Pacific Ocean
836,Eastern North Pacific,43.933333,171.683333,North Pacific Ocean
837,Eastern North Pacific,44.033333,170.616667,North Pacific Ocean
838,Eastern North Pacific,44.016667,169.316667,North Pacific Ocean
839,Eastern North Pacific,45.933333,168.966667,North Pacific Ocean
840,Eastern North Pacific,43.85,169.633333,North Pacific Ocean
841,Eastern North Pacific,43.45,167.883333,North Pacific Ocean
842,Eastern North Pacific,43.366667,167.583333,North Pacific Ocean
843,western North Pacific,40.1,-179.983333,North Pacific Ocean
844,western North Pacific,39,-175,North Pacific Ocean
845,western North Pacific,40,-175,North Pacific Ocean
846,western North Pacific,41,-174.983333,North Pacific Ocean
847,western North Pacific,42,-175,North Pacific Ocean
848,western North Pacific,43,-175,North Pacific Ocean
849,western North Pacific,43.983333,-174.983333,North Pacific Ocean
850,western North Pacific,43.966667,-179.966667,North Pacific Ocean
851,western North Pacific,40.666667,-178.05,North Pacific Ocean
852,western North Pacific,40.666667,-178.05,North Pacific Ocean
853,Eastern North Pacific,40.033333,179.966667,North Pacific Ocean
854,Eastern North Pacific,43,175.466667,North Pacific Ocean
855,western North Pacific,46.066667,-179.566667,North Pacific Ocean
856,western North Pacific,42.966667,-179.983333,North Pacific Ocean
857,Eastern North Pacific,38.583333,145.5,North Pacific Ocean
858,Eastern North Pacific,39.5,144.5,North Pacific Ocean
859,Eastern North Pacific,39.616667,145.633333,North Pacific Ocean
860,Eastern North Pacific,38.533333,144.383333,North Pacific Ocean
861,Eastern North Pacific,38.516667,143.533333,North Pacific Ocean
862,Eastern North Pacific,39,145.5,North Pacific Ocean
863,western North Pacific,45,-150.033333,North Pacific Ocean
864,Eastern North Pacific,39.483333,145.5,North Pacific Ocean
865,Eastern North Pacific,39.5,143.483333,North Pacific Ocean
866,Eastern North Pacific,39.5,144.5,North Pacific Ocean
867,western North Pacific,42.466667,-170.55,North Pacific Ocean
868,western North Pacific,43.983333,-163.55,North Pacific Ocean
869,western North Pacific,43.983333,-163.95,North Pacific Ocean
870,western North Pacific,43.966667,-163.666667,North Pacific Ocean
871,western North Pacific,45.666667,-153.4,North Pacific Ocean
872,"Coast of Rio Grande do Sul, Brazil",-30.68603,-50.473274,South Pacific Ocean
873,North Pacific,33,-130,North Pacific Ocean
874,New Zealand,-46.312086,174.115693,South Pacific Ocean
875,New Zealand,-46.312086,174.115693,South Pacific Ocean
876,New Zealand,-46.312086,174.115693,South Pacific Ocean
877,New Zealand,-46.312086,174.115693,South Pacific Ocean
878,South Africa,-30.559482,22.937506,Indian Ocean
