SISRecID_BLVr9,Common.name_HBWBLv6,TipLabel_HBWBLv6,ROTL.tip.label,Order,BLFamilyEnglish,Family.Name_HBWBLv6,UniqueID_Plastic.study,Source,Common.name_Plastic.study,Site,lat,lon,Age.Class,Date_Text,Date_FirstYR,Date_LastYR,Study.Duration,n,sqrtN,FO,logit.FO,Plastic,Date_MedianYR
22698375,Black-browed Albatross,Thalassarche_melanophris,Thalassarche_melanophrys,PROCELLARIIFORMES,Albatrosses,Diomedeidae,72,Jiminez et al. 2015,Black-browed Albatross,SW Atlantic Ocean,-14.599413,-28.673147,Subadult/Adult,2005-2013,2005,2013,9,32,5.656854249,0.031,-3.420670064,Yes,2009
22728323,Northern Royal Albatross,Diomedea_sanfordi,Diomedea_sanfordi,PROCELLARIIFORMES,Albatrosses,Diomedeidae,596,Jiminez et al. 2015,Northern Royal Albatross,SW Atlantic Ocean,-14.599413,-28.673147,Subadult/Adult,2005-2013,2005,2013,9,36,6,0.389,-0.450864754,Yes,2009
22698314,Southern Royal Albatross,Diomedea_epomophora,Diomedea_epomophora,PROCELLARIIFORMES,Albatrosses,Diomedeidae,918,Jiminez et al. 2015,Southern Royal Albatross,SW Atlantic Ocean,-14.599413,-28.673147,Subadult/Adult,2005-2013,2005,2013,9,23,4.795831523,0.174,-1.554371655,Yes,2009
22728364,Tristan Albatross,Diomedea_dabbenena,Diomedea_dabbenena,PROCELLARIIFORMES,Albatrosses,Diomedeidae,961,Jiminez et al. 2015,Tristan Albatross,SW Atlantic Ocean,-14.599413,-28.673147,Subadult/Adult,2005-2013,2005,2013,9,6,2.449489743,0.33,-0.707110323,Yes,2009
22698305,Wandering Albatross,Diomedea_exulans,Diomedea_exulans,PROCELLARIIFORMES,Albatrosses,Diomedeidae,979,Jiminez et al. 2015,Wandering Albatross,SW Atlantic Ocean,-14.599413,-28.673147,Subadult/Adult,2005-2013,2005,2013,9,12,3.464101615,0,-7.265129978,No,2009
22729609,White-capped Albatross,Thalassarche_steadi,Thalassarche_steadi,PROCELLARIIFORMES,Albatrosses,Diomedeidae,1033,Jiminez et al. 2015,White-capped Albatross,SW Atlantic Ocean,-14.599413,-28.673147,Subadult/Adult,2005-2013,2005,2013,9,17,4.123105626,0,-7.265129978,No,2009
22698314,Southern Royal Albatross,Diomedea_epomophora,Diomedea_epomophora,PROCELLARIIFORMES,Albatrosses,Diomedeidae,917,Day et al. 1984,Southern Royal Albatross,Chatham Is,-43.912096,-176.543303,Mixed,1969-1977,1969,1977,9,NA,NA,0.025,-3.63666417,Yes,1973
22698305,Wandering Albatross,Diomedea_exulans,Diomedea_exulans,PROCELLARIIFORMES,Albatrosses,Diomedeidae,977,Day et al. 1984,Wandering Albatross,Chatham Is,-43.912096,-176.543303,Mixed,1969-1977,1969,1977,9,NA,NA,0.025,-3.63666417,Yes,1973
22698425,Atlantic Yellow-nosed Albatross,Thalassarche_chlororhynchos,Thalassarche_chlororhynchos,PROCELLARIIFORMES,Albatrosses,Diomedeidae,50,Ryan et al. 2016,Atlantic Yellow-nosed Albatross,South Africa,-38.442178,20.988808,Subadult/Adult,2005-2015,2005,2015,11,18,4.242640687,0,-7.265129978,No,2010
22698375,Black-browed Albatross,Thalassarche_melanophris,Thalassarche_melanophrys,PROCELLARIIFORMES,Albatrosses,Diomedeidae,75,Ryan et al. 2016,Black-browed Albatross,South Africa,-38.442178,20.988808,Subadult/Adult,2005-2015,2005,2015,11,157,12.52996409,0,-7.265129978,No,2010
22728372,Indian Yellow-nosed Albatross,Thalassarche_carteri,Thalassarche_carteri,PROCELLARIIFORMES,Albatrosses,Diomedeidae,389,Ryan et al. 2016,Indian Yellow-nosed Albatross,South Africa,-38.442178,20.988808,Subadult/Adult,2005-2015,2005,2015,11,77,8.774964387,0.019,-3.908667127,Yes,2010
22729604,Shy Albatross,Thalassarche_cauta,Thalassarche_cauta,PROCELLARIIFORMES,Albatrosses,Diomedeidae,776,Ryan et al. 2016,Shy Albatross,South Africa,-38.442178,20.988808,Subadult/Adult,2005-2015,2005,2015,11,601,24.51530134,0.027,-3.559670835,Yes,2010
22728364,Tristan Albatross,Diomedea_dabbenena,Diomedea_dabbenena,PROCELLARIIFORMES,Albatrosses,Diomedeidae,962,Ryan et al. 2016,Tristan Albatross,South Africa,-38.442178,20.988808,Subadult/Adult,2005-2015,2005,2015,11,5,2.236067977,0,-7.265129978,No,2010
22698305,Wandering Albatross,Diomedea_exulans,Diomedea_exulans,PROCELLARIIFORMES,Albatrosses,Diomedeidae,983,Ryan et al. 2016,Wandering Albatross,South Africa,-38.442178,20.988808,Subadult/Adult,2005-2015,2005,2015,11,4,2,0,-7.265129978,No,2010
22698425,Atlantic Yellow-nosed Albatross,Thalassarche_chlororhynchos,Thalassarche_chlororhynchos,PROCELLARIIFORMES,Albatrosses,Diomedeidae,44,Colabuono et al. 2009,Atlantic Yellow-nosed Albatross,Brazil,-14.235004,-51.92528,Subadult/Adult,1994-2005,1994,2005,12,27,5.196152423,0.07,-2.577491418,Yes,2000
22698375,Black-browed Albatross,Thalassarche_melanophris,Thalassarche_melanophrys,PROCELLARIIFORMES,Albatrosses,Diomedeidae,70,Colabuono et al. 2009,Black-browed Albatross,Brazil,-14.235004,-51.92528,Subadult/Adult,1994-2005,1994,2005,12,59,7.681145748,0.12,-1.987408918,Yes,2000
22728364,Tristan Albatross,Diomedea_dabbenena,Diomedea_dabbenena,PROCELLARIIFORMES,Albatrosses,Diomedeidae,959,Colabuono et al. 2010,Tristan Albatross,Brazil,-14.235004,-51.92528,Subadult/Adult,1991-2008,1991,2008,18,1,1,0,-7.265129978,No,2000
22698305,Wandering Albatross,Diomedea_exulans,Diomedea_exulans,PROCELLARIIFORMES,Albatrosses,Diomedeidae,975,Colabuono et al. 2010,Wandering Albatross,Brazil,-14.235004,-51.92528,Subadult/Adult,1991-2008,1991,2008,18,3,1.732050808,0,-7.265129978,No,2000
22698335,Short-tailed Albatross,Phoebastria_albatrus,Phoebastria_albatrus,PROCELLARIIFORMES,Albatrosses,Diomedeidae,692,McDermond & Morgan 1993,Short-tailed Albatross,Torishima,34.683421,135.44196,Mixed,NA,NA,NA,NA,11,3.31662479,0.636363636,0.558792032,Yes,#NUM!
22698335,Short-tailed Albatross,Phoebastria_albatrus,Phoebastria_albatrus,PROCELLARIIFORMES,Albatrosses,Diomedeidae,693,Rappoport 2000,Short-tailed Albatross,Torishima,34.683421,135.44196,Mixed,NA,NA,NA,NA,NA,NA,NA,NA,Yes,#NUM!
22698425,Atlantic Yellow-nosed Albatross,Thalassarche_chlororhynchos,Thalassarche_chlororhynchos,PROCELLARIIFORMES,Albatrosses,Diomedeidae,42,Barbieri 2009,Atlantic Yellow-nosed Albatross,"Brazil, Sao Paulo",-14.235004,-51.92528,Adult,2000-2002,2000,2002,3,9,3,0.4444,-0.223008741,Yes,2001
22698375,Black-browed Albatross,Thalassarche_melanophris,Thalassarche_melanophrys,PROCELLARIIFORMES,Albatrosses,Diomedeidae,68,Barbieri 2009,Black-browed Albatross,"Brazil, Sao Paulo",-14.235004,-51.92528,Adult,2000-2002,2000,2002,3,26,5.099019514,0.7307,0.996538547,Yes,2001
22697733,Great Frigatebird,Fregata_minor,Fregata_minor,SULIFORMES,Frigatebirds,Fregatidae,350,Sileo et al. 1990a,Greater Frigatebird,Midway Atoll,28.210076,-177.376111,Nest-bound,1987,1987,1987,1,45,6.708203932,0.18,-1.513319437,Yes,1987
22697738,Lesser Frigatebird,Fregata_ariel,Fregata_ariel,SULIFORMES,Frigatebirds,Fregatidae,1099,Roman et al. 2016,Lesser Frigatebird,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,Adult,2013,2013,2013,1,1,1,0,-7.265129978,No,2013
22697724,Magnificent Frigatebird,Fregata_magnificens,Fregata_magnificens,SULIFORMES,Frigatebirds,Fregatidae,500,Lavers pers. obs.,Magnificent Frigatebird,St. Vincent,39.989602,-85.916289,Adult,2014,2014,2014,1,1,1,1,7.265129978,Yes,2014
22697724,Magnificent Frigatebird,Fregata_magnificens,Fregata_magnificens,SULIFORMES,Frigatebirds,Fregatidae,501,Tavares et al. 2017,Magnificent Frigatebird,South-eastern Brazillian Coast (18çS to 23çS),-23.058727,-43.652171,Adult,2012,2012,2012,1,4,2,0,-7.265129978,No,2012
22697724,Magnificent Frigatebird,Fregata_magnificens,Fregata_magnificens,SULIFORMES,Frigatebirds,Fregatidae,503,Tavares et al. 2017,Magnificent Frigatebird,South-eastern Brazillian Coast (18çS to 23çS),-23.058727,-43.652171,Adult,2013,2013,2013,1,2,1.414213562,0,-7.265129978,No,2013
22697724,Magnificent Frigatebird,Fregata_magnificens,Fregata_magnificens,SULIFORMES,Frigatebirds,Fregatidae,502,Tavares et al. 2017,Magnificent Frigatebird,South-eastern Brazillian Coast (18çS to 23çS),-23.058727,-43.652171,Subadult,2012,2012,2012,1,3,1.732050808,0,-7.265129978,No,2012
22697724,Magnificent Frigatebird,Fregata_magnificens,Fregata_magnificens,SULIFORMES,Frigatebirds,Fregatidae,504,Tavares et al. 2017,Magnificent Frigatebird,South-eastern Brazillian Coast (18çS to 23çS),-23.058727,-43.652171,Subadult,2013,2013,2013,1,1,1,0,-7.265129978,No,2013
22697733,Great Frigatebird,Fregata_minor,Fregata_minor,SULIFORMES,Frigatebirds,Fregatidae,349,Day et al. 1984/Harrison et al. 1983,Greater Frigatebird,Hawaii,19.896766,-155.582782,Mixed,1978-1981,1978,1981,4,284,16.85229955,0,-7.265129978,No,1980
22697733,Great Frigatebird,Fregata_minor,Fregata_minor,SULIFORMES,Frigatebirds,Fregatidae,348,Ainley et al. 1990b,Greater Frigatebird,Eastern equatorial Pacific,-126.5858,-5.934,Subadult/Adult,1984-1988,1984,1988,5,3,1.732050808,0,-7.265129978,No,1986
22697842,Common Loon,Gavia_immer,Gavia_immer,GAVIIFORMES,Loons/divers,Gaviidae,202,Avery-Gomm et al. 2013,Common Loon,"Vancouver, BC",49.282729,-123.120738,Adult,2010,2010,2010,1,2,1.414213562,0,-7.265129978,No,2010
22697839,Pacific Loon,Gavia_pacifica,Gavia_pacifica,GAVIIFORMES,Loons/divers,Gaviidae,597,Avery-Gomm et al. 2013,Pacific Loon,"Vancouver, BC",49.282729,-123.120738,Adult,2010,2010,2010,1,2,1.414213562,0,-7.265129978,No,2010
22697829,Red-throated Loon,Gavia_stellata,Gavia_stellata,GAVIIFORMES,Loons/divers,Gaviidae,672,Avery-Gomm et al. 2013,Red-throated Loon,"Vancouver, BC",49.282729,-123.120738,Adult,2006-2010,2006,2010,5,2,1.414213562,0,-7.265129978,No,2008
22698477,European Storm-petrel,Hydrobates_pelagicus,Hydrobates_pelagicus,PROCELLARIIFORMES,Northern storm-petrels,Hydrobatidae,277,Furness 1985b,European Storm-petrel,"Dun, St. Kilda",57.798373,-8.566646,Subadult/Adult,1983,1983,1983,1,21,4.582575695,0,-7.265129978,No,1983
22698572,Fork-tailed Storm-petrel,Hydrobates_furcatus,Hydrobates_furcatus,PROCELLARIIFORMES,Northern storm-petrels,Hydrobatidae,298,Blight and Burger 1997,Fork-tailed Storm-petrel,North Pacific,45.522224,-122.679826,Subadult/Adult,1987,1987,1987,1,NA,NA,1,7.265129978,Yes,1987
22698511,Leach's Storm-petrel,Hydrobates_leucorhous,Hydrobates_leucorhous,PROCELLARIIFORMES,Northern storm-petrels,Hydrobatidae,436,Blight and Burger 1997,Leach's Storm-petrel,North Pacific,45.522224,-122.679826,Adult,1987,1987,1987,1,1,1,1,7.265129978,Yes,1987
22698511,Leach's Storm-petrel,Hydrobates_leucorhous,Hydrobates_leucorhous,PROCELLARIIFORMES,Northern storm-petrels,Hydrobatidae,437,Bond and Lavers 2013,Leach's Storm-petrel,"Gull Is, Newfoundland",33.592329,-102.246616,Adult,2012,2012,2012,1,63,7.937253933,0.48,-0.079930685,Yes,2012
22698511,Leach's Storm-petrel,Hydrobates_leucorhous,Hydrobates_leucorhous,PROCELLARIIFORMES,Northern storm-petrels,Hydrobatidae,444,Furness 1985b,Leach's Storm-petrel,"Dun, St. Kilda",57.798373,-8.566646,Adult,1983,1983,1983,1,17,4.123105626,0.59,0.363445253,Yes,1983
22698511,Leach's Storm-petrel,Hydrobates_leucorhous,Hydrobates_leucorhous,PROCELLARIIFORMES,Northern storm-petrels,Hydrobatidae,450,Rothstein 1973,Leach's Storm-petrel,"Gull Is, Newfoundland",33.592329,-102.246616,Adult,1962,1962,1962,1,7,2.645751311,0.142857143,-1.787687767,Yes,1962
22698511,Leach's Storm-petrel,Hydrobates_leucorhous,Hydrobates_leucorhous,PROCELLARIIFORMES,Northern storm-petrels,Hydrobatidae,451,Rothstein 1973,Leach's Storm-petrel,Kent Island,51.278708,0.521725,Adult,1964,1964,1964,1,8,2.828427125,0.285714286,-0.914823247,Yes,1964
22698511,Leach's Storm-petrel,Hydrobates_leucorhous,Hydrobates_leucorhous,PROCELLARIIFORMES,Northern storm-petrels,Hydrobatidae,452,Rothstein 1973,Leach's Storm-petrel,Kent Island,51.278708,0.521725,Adult,1964,1964,1964,1,7,2.645751311,0.428571429,-0.28727432,Yes,1964
22698511,Leach's Storm-petrel,Hydrobates_leucorhous,Hydrobates_leucorhous,PROCELLARIIFORMES,Northern storm-petrels,Hydrobatidae,454,Watanuki 1985,Leach's Storm-petrel,"Daikoku, Japan",34.654303,135.493492,Adult,1982,1982,1982,1,307,17.52141547,0.06514658,-2.653810757,Yes,1982
22698511,Leach's Storm-petrel,Hydrobates_leucorhous,Hydrobates_leucorhous,PROCELLARIIFORMES,Northern storm-petrels,Hydrobatidae,441,Day et al. 1984/Rothstein 1973,Leach's Storm-petrel,Canada,56.130366,-106.346771,Mixed,1962,1962,1962,1,7,2.645751311,0.14,-1.811116048,Yes,1962
22698511,Leach's Storm-petrel,Hydrobates_leucorhous,Hydrobates_leucorhous,PROCELLARIIFORMES,Northern storm-petrels,Hydrobatidae,442,Day et al. 1984/Rothstein 1973,Leach's Storm-petrel,Canada,56.130366,-106.346771,Mixed,1964,1964,1964,1,8,2.828427125,0.25,-1.096749099,Yes,1964
22698511,Leach's Storm-petrel,Hydrobates_leucorhous,Hydrobates_leucorhous,PROCELLARIIFORMES,Northern storm-petrels,Hydrobatidae,443,Day et al. 1984/Rothstein 1973,Leach's Storm-petrel,Canada,56.130366,-106.346771,Mixed,1964,1964,1964,1,7,2.645751311,0.57,0.281451885,Yes,1964
22698511,Leach's Storm-petrel,Hydrobates_leucorhous,Hydrobates_leucorhous,PROCELLARIIFORMES,Northern storm-petrels,Hydrobatidae,445,Hedd et al. 2009,Leach's Storm-petrel,Eastern Newfoundland,48.163156,-53.970824,Subadult/Adult,1988,1988,1988,1,749,27.36786437,0.96,3.161434093,Yes,1988
22698535,Tristram's Storm-petrel,Hydrobates_tristrami,Hydrobates_tristrami,PROCELLARIIFORMES,Northern storm-petrels,Hydrobatidae,965,Sileo et al. 1990a,Tristram's Storm-petrel,Laysan Island,25.767853,-171.732206,Adult,1987,1987,1987,1,18,4.242640687,0.33,-0.707110323,Yes,1987
22698535,Tristram's Storm-petrel,Hydrobates_tristrami,Hydrobates_tristrami,PROCELLARIIFORMES,Northern storm-petrels,Hydrobatidae,966,Sileo et al. 1990a,Tristram's Storm-petrel,Laysan Island,25.767853,-171.732206,Nest-bound,1987,1987,1987,1,17,4.123105626,0.35,-0.618117549,Yes,1987
22698572,Fork-tailed Storm-petrel,Hydrobates_furcatus,Hydrobates_furcatus,PROCELLARIIFORMES,Northern storm-petrels,Hydrobatidae,300,Robards 1993,Fork-tailed Storm-petrel,North Pacific,33,-130,Subadult/Adult,1990-1991,1990,1991,2,12,3.464101615,1,7.265129978,Yes,1991
22698511,Leach's Storm-petrel,Hydrobates_leucorhous,Hydrobates_leucorhous,PROCELLARIIFORMES,Northern storm-petrels,Hydrobatidae,446,Provencher et al. 2014,Leach's Storm-petrel,Eastern Newfoundland,48.163156,-53.970824,Mixed,1987-1988,1987,1988,2,749,27.36786437,0.05,-2.931272645,Yes,1988
22698511,Leach's Storm-petrel,Hydrobates_leucorhous,Hydrobates_leucorhous,PROCELLARIIFORMES,Northern storm-petrels,Hydrobatidae,448,Robards 1993,Leach's Storm-petrel,North Pacific,33,-130,Subadult/Adult,1990-1991,1990,1991,2,3,1.732050808,0.67,0.707110323,Yes,1991
22698535,Tristram's Storm-petrel,Hydrobates_tristrami,Hydrobates_tristrami,PROCELLARIIFORMES,Northern storm-petrels,Hydrobatidae,964,Robards 1993,Tristram's Storm-petrel,North Pacific,33,-130,Subadult/Adult,1990-1991,1990,1991,2,4,2,1,7.265129978,Yes,1991
22698572,Fork-tailed Storm-petrel,Hydrobates_furcatus,Hydrobates_furcatus,PROCELLARIIFORMES,Northern storm-petrels,Hydrobatidae,301,Robards et al. 1995,Fork-tailed Storm-petrel,N. Pacific,52.999639,-166.912109,Subadult/Adult,1988-1990,1988,1990,3,21,4.582575695,0.857,1.786526595,Yes,1989
22698511,Leach's Storm-petrel,Hydrobates_leucorhous,Hydrobates_leucorhous,PROCELLARIIFORMES,Northern storm-petrels,Hydrobatidae,449,Robards et al. 1995,Leach's Storm-petrel,Alaska,52.999639,-166.912109,Adult,1988-1990,1988,1990,3,64,8,0.484,-0.063932292,Yes,1989
22698535,Tristram's Storm-petrel,Hydrobates_tristrami,Hydrobates_tristrami,PROCELLARIIFORMES,Northern storm-petrels,Hydrobatidae,963,Harrison et al. 1983,Tristram's Storm-petrel,Laysan & Nihoa,25.767853,-171.732206,Mixed,1978-1981,1978,1981,4,10,3.16227766,0.1,-2.191026439,Yes,1980
22735803,Band-rumped Storm-petrel,Hydrobates_castro,Hydrobates_castro,PROCELLARIIFORMES,Northern storm-petrels,Hydrobatidae,486,Ainley et al. 1990b,Madeiran Storm-petrel,Eastern equatorial Pacific,-126.5858,-5.934,Subadult/Adult,1984-1988,1984,1988,5,7,2.645751311,0,-7.265129978,No,1986
22698557,Black Storm-petrel,Hydrobates_melania,Hydrobates_melania,PROCELLARIIFORMES,Northern storm-petrels,Hydrobatidae,65,Ainley et al. 1990b,Black Storm-petrel,Eastern equatorial Pacific,-126.5858,-5.934,Subadult/Adult,1984-1988,1984,1988,5,2,1.414213562,0,-7.265129978,No,1986
22698511,Leach's Storm-petrel,Hydrobates_leucorhous,Hydrobates_leucorhous,PROCELLARIIFORMES,Northern storm-petrels,Hydrobatidae,447,Provencher et al. 2014,Leach's Storm-petrel,Eastern Newfoundland,48.163156,-53.970824,Mixed,2002-2006,2002,2006,5,224,14.96662955,0.06,-2.740680581,Yes,2004
22698511,Leach's Storm-petrel,Hydrobates_leucorhous,Hydrobates_leucorhous,PROCELLARIIFORMES,Northern storm-petrels,Hydrobatidae,435,Ainley et al. 1990b,Leach's Storm-petrel,Eastern equatorial Pacific,-126.5858,-5.934,Subadult/Adult,1984-1988,1984,1988,5,151,12.28820573,0.112582781,-2.059216558,Yes,1986
22698543,Markham's Storm-petrel,Hydrobates_markhami,Hydrobates_markhami,PROCELLARIIFORMES,Northern storm-petrels,Hydrobatidae,521,Garcia-Godos et al. 2002,Markham's Storm-petrel,"Paracas Peninsula and La Vieja Island, central Peru",-14.132631,-76.320999,Adult,1996-2000,1996,2000,5,95,9.746794345,0.03,-3.453754806,Yes,1998
22698543,Markham's Storm-petrel,Hydrobates_markhami,Hydrobates_markhami,PROCELLARIIFORMES,Northern storm-petrels,Hydrobatidae,520,Ainley et al. 1990b,Markham's Storm-petrel,Eastern equatorial Pacific,-126.5858,-5.934,Subadult/Adult,1984-1988,1984,1988,5,12,3.464101615,0.083333333,-2.390293706,Yes,1986
22698567,Ringed Storm-petrel,Hydrobates_hornbyi,Hydrobates_hornbyi,PROCELLARIIFORMES,Northern storm-petrels,Hydrobatidae,377,Ainley et al. 1990b,Hornby's Storm-petrel,Eastern equatorial Pacific,-126.5858,-5.934,Subadult/Adult,1984-1988,1984,1988,5,1,1,0,-7.265129978,No,1986
22698496,Wedge-rumped Storm-petrel,Hydrobates_tethys,Hydrobates_tethys,PROCELLARIIFORMES,Northern storm-petrels,Hydrobatidae,985,Ainley et al. 1990b,Wedge-rumped Storm-petrel,Eastern equatorial Pacific,-126.5858,-5.934,Subadult/Adult,1984-1988,1984,1988,5,176,13.26649916,0.011363636,-4.406838741,Yes,1986
22698535,Tristram's Storm-petrel,Hydrobates_tristrami,Hydrobates_tristrami,PROCELLARIIFORMES,Northern storm-petrels,Hydrobatidae,967,Youngren et al. 2018,Tristram's Storm-petrel,NA,23.86967,-166.284477,Nest-bound,2007-2012,2007,2012,6,57,7.549834435,1,7.265129978,Yes,2010
22698477,European Storm-petrel,Hydrobates_pelagicus,Hydrobates_pelagicus,PROCELLARIIFORMES,Northern storm-petrels,Hydrobatidae,278,Ryan 1987,European Storm-petrel,South Africa,-30.559482,22.937506,Mixed,1979-1985,1979,1985,7,1,1,0,-7.265129978,No,1982
22735803,Band-rumped Storm-petrel,Hydrobates_castro,Hydrobates_castro,PROCELLARIIFORMES,Northern storm-petrels,Hydrobatidae,487,Spear et al. 1995,Madeiran Storm-petrel,tropical Pacific,-8.783195,-124.508523,Subadult/Adult,1984-1991,1984,1991,8,7,2.645751311,0,-7.265129978,No,1988
22698511,Leach's Storm-petrel,Hydrobates_leucorhous,Hydrobates_leucorhous,PROCELLARIIFORMES,Northern storm-petrels,Hydrobatidae,453,Spear et al. 1995,Leach's Storm-petrel,tropical Pacific,-8.783195,-124.508523,Subadult/Adult,1984-1991,1984,1991,8,354,18.81488772,0.197740113,-1.397817402,Yes,1988
22698496,Wedge-rumped Storm-petrel,Hydrobates_tethys,Hydrobates_tethys,PROCELLARIIFORMES,Northern storm-petrels,Hydrobatidae,986,Spear et al. 1995,Wedge-rumped Storm-petrel,tropical Pacific,-8.783195,-124.508523,Subadult/Adult,1984-1991,1984,1991,8,296,17.20465053,0.003378378,-5.499373947,Yes,1988
22698572,Fork-tailed Storm-petrel,Hydrobates_furcatus,Hydrobates_furcatus,PROCELLARIIFORMES,Northern storm-petrels,Hydrobatidae,299,Day et al. 1984/Day 1980,Fork-tailed Storm-petrel,Alaska,64.200841,-149.493673,Mixed,1969-1977,1969,1977,9,8,2.828427125,1,7.265129978,Yes,1973
22698511,Leach's Storm-petrel,Hydrobates_leucorhous,Hydrobates_leucorhous,PROCELLARIIFORMES,Northern storm-petrels,Hydrobatidae,438,Day 1980,Leach's Storm-petrel,Alaska,64.200841,-149.493673,Adult,1969-1977,1969,1977,9,4,2,0.25,-1.096749099,Yes,1973
22698511,Leach's Storm-petrel,Hydrobates_leucorhous,Hydrobates_leucorhous,PROCELLARIIFORMES,Northern storm-petrels,Hydrobatidae,440,Day et al. 1984/Day 1980,Leach's Storm-petrel,Alaska,64.200841,-149.493673,Mixed,1969-1977,1969,1977,9,4,2,0.25,-1.096749099,Yes,1973
22698511,Leach's Storm-petrel,Hydrobates_leucorhous,Hydrobates_leucorhous,PROCELLARIIFORMES,Northern storm-petrels,Hydrobatidae,439,Day 1980,Leach's Storm-petrel,Gulf of Alaska,57,-144,Nest-bound,1969-1977,1969,1977,9,10,3.16227766,0.1,-2.191026439,Yes,1973
22698477,European Storm-petrel,Hydrobates_pelagicus,Hydrobates_pelagicus,PROCELLARIIFORMES,Northern storm-petrels,Hydrobatidae,279,Zonfrillo 1985,European Storm-petrel,"Firths of Forth and Clyde, Scotland,",-4.114274,55.948345,Mixed,NA,NA,NA,NA,NA,NA,NA,NA,Yes,#NUM!
22694635,Antarctic Tern,Sterna_vittata,Sterna_vittata,CHARADRIIFORMES,"Gulls, terns, skimmers",Laridae,22,Ainley et al. 1990a,Antarctic Tern,Weddell Sea,-69.951182,-50.273438,Subadult/Adult,1976-1988,1986,1986,1,5,2.236067977,0,-7.265129978,No,1986
22694629,Arctic Tern,Sterna_paradisaea,Sterna_paradisaea,CHARADRIIFORMES,"Gulls, terns, skimmers",Laridae,26,Ainley et al. 1990a,Arctic Tern,Weddell Sea,-69.951182,-50.273438,Subadult/Adult,1976-1988,1986,1986,1,14,3.741657387,0,-7.265129978,No,1986
22694799,Black Noddy,Anous_minutus,Anous_minutus,CHARADRIIFORMES,"Gulls, terns, skimmers",Laridae,64,Sileo et al. 1990a,Black Noddy,Tern Island,23.868823,-166.285503,Nest-bound,1987,1987,1987,1,35,5.916079783,0.03,-3.453754806,Yes,1987
22694497,Black-legged Kittiwake,Rissa_tridactyla,Rissa_tridactyla,CHARADRIIFORMES,"Gulls, terns, skimmers",Laridae,97,Lydersen et al. 1989,Black-legged Kittiwake,Hornsund,76.881101,15.9084,Adult,1984,1984,1984,1,20,4.472135955,0.05,-2.931272645,Yes,1984
22694497,Black-legged Kittiwake,Rissa_tridactyla,Rissa_tridactyla,CHARADRIIFORMES,"Gulls, terns, skimmers",Laridae,98,Poon et al. 2017,Black-legged Kittiwake,"Prince Leopold Is, Canadian Arctic",74.04176,-90.032616,Adult,2013,2013,2013,1,11,3.31662479,0.09,-2.306656177,Yes,2013
22694794,Brown Noddy,Anous_stolidus,Anous_stolidus,CHARADRIIFORMES,"Gulls, terns, skimmers",Laridae,135,Tavares et al. 2017,Brown Noddy,South-eastern Brazillian Coast (18çS to 23çS),-23.058727,-43.652171,Adult,2011,2011,2011,1,1,1,0,-7.265129978,No,2011
22694794,Brown Noddy,Anous_stolidus,Anous_stolidus,CHARADRIIFORMES,"Gulls, terns, skimmers",Laridae,136,Tavares et al. 2017,Brown Noddy,South-eastern Brazillian Coast (18çS to 23çS),-23.058727,-43.652171,Adult,2012,2012,2012,1,2,1.414213562,0,-7.265129978,No,2012
22694794,Brown Noddy,Anous_stolidus,Anous_stolidus,CHARADRIIFORMES,"Gulls, terns, skimmers",Laridae,1096,Roman et al. 2016,Brown Noddy,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,Adult,2013,2013,2013,1,1,1,0,-7.265129978,No,2013
22694794,Brown Noddy,Anous_stolidus,Anous_stolidus,CHARADRIIFORMES,"Gulls, terns, skimmers",Laridae,133,Sileo et al. 1990a,Brown Noddy,Midway Atoll,28.210076,-177.376111,Nest-bound,1987,1987,1987,1,35,5.916079783,0,-7.265129978,No,1987
22694794,Brown Noddy,Anous_stolidus,Anous_stolidus,CHARADRIIFORMES,"Gulls, terns, skimmers",Laridae,134,Sileo et al. 1990a,Brown Noddy,Tern Island,23.868823,-166.285503,Nest-bound,1987,1987,1987,1,15,3.872983346,0,-7.265129978,No,1987
22694794,Brown Noddy,Anous_stolidus,Anous_stolidus,CHARADRIIFORMES,"Gulls, terns, skimmers",Laridae,137,Tavares et al. 2017,Brown Noddy,South-eastern Brazillian Coast (18çS to 23çS),-23.058727,-43.652171,Subadult,2013,2013,2013,1,1,1,0,-7.265129978,No,2013
22694623,Common Tern,Sterna_hirundo,Sterna_hirundo,CHARADRIIFORMES,"Gulls, terns, skimmers",Laridae,215,Tavares et al. 2017,Common Tern,South-eastern Brazillian Coast (18çS to 23çS),-23.058727,-43.652171,Adult,2011,2011,2011,1,3,1.732050808,0,-7.265129978,No,2011
22694623,Common Tern,Sterna_hirundo,Sterna_hirundo,CHARADRIIFORMES,"Gulls, terns, skimmers",Laridae,218,Tavares et al. 2017,Common Tern,South-eastern Brazillian Coast (18çS to 23çS),-23.058727,-43.652171,Adult,2012,2012,2012,1,8,2.828427125,0,-7.265129978,No,2012
22694623,Common Tern,Sterna_hirundo,Sterna_hirundo,CHARADRIIFORMES,"Gulls, terns, skimmers",Laridae,220,Tavares et al. 2017,Common Tern,South-eastern Brazillian Coast (18çS to 23çS),-23.058727,-43.652171,Adult,2013,2013,2013,1,5,2.236067977,0.2,-1.383675089,Yes,2013
