SISRecID_BLVr9,HBWv8.1_Binomial,Link_species,HBWv8.1_Order,HBWv8.1_Family,HBWv8.1_Subfamily,HBWv8.1_Tribe,HBWv8.1_Common_name,HBWv8.1_Genus,HBWv8.1_Synonyms,IUCN_2023,Feeding.Method.Simple,Diet,Diet_description,Anthropogenic.subsidy.search.word,Anthropogenic.subsidy.simple,Fish,Cephalopods,Crustaceans,Other.Inverts,Carrion.NonFishVertebrates,Anthropogenic.Subsidy,pelagic_specialist_CR,Body.Mass.g,scaled.body.mass,Source_Body.Mass.g,DMS.responsive_Savoca,DMS.responsive_Dell.Ariccia,Agreement_Savoca_Dell.Ariccia,Body.Mass.g.FLAWED,AS.Fishery,AS.Refuse,AS.Agriculture
22694782,Chlidonias leucopterus,https:/www.hbw.com/species/white-winged-tern-chlidonias-leucopterus,CHARADRIIFORMES,Laridae,Sterninae,NA,White-winged Tern,Chlidonias,NA,LC,Surface.Seizing,Other.Inverts,"Mainly aquatic insects (especially Diptera, Odonata, Coleoptera), also terrestrial insects; occasionally small fish or tadpoles. Rarely fish may predominate, e.g. sardines (Limnothrissa miodon) in South Africa. In dry season in Africa, feeds on fish trapped in residual pools. Opportunistic; will congregate at outbreaks of caterpillars, e.g. of army moth (Laphygma exempta) in Uganda. Forages in variety of wetland habitats, including wet fields, and also over dry farmland and steppe; in New Zealand feeds along rocky riverbeds. Species is accomplished aerial feeder; uses contact-dipping, also hover-dipping, and hawks flying insects; does not plunge-dive.",No matches,No,Yes,No,No,Yes,No,No,No,54.2,-1.585242636,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,265,No,No,No
10000002,Larus smithsonianus,https://birdsoftheworld.org/bow/species/hergul/cur/introduction 2022 message: This article requires further editing work to merge existing content into the appropriate Subspecies sections. Please bear with us while this update takes place. Information for European Herring Gull is applied to Arctic Herring Gull.,CHARADRIIFORMES,Laridae,Larinae,NA,Arctic Herring Gull,Larus,NA,LC,Surface.Seizing,Fish,"The Herring Gull is a generalist predator and scavenger. Natural foods include fish, mollusks, crustaceansvideo , insects, earthworms, mammals, berries; eggs, young and adults of other seabird species, including conspecifics; and carrion, including dead fish, aquatic birds and mammals. Anthropogenic foods include discarded fish and by-catch from fishing boats and lobster boats, food of domestic animals such as pigs, chickens and mink, discarded food at dumpsters and restaurants, and many types of refuse. Despite the enormous variety of foods taken by the species, individuals often specialize, at least temporarily, in one or a few types of food (Pierotti and Annett 1987).",rubbish,fishery/refuse,Yes,No,Yes,Yes,Yes,Yes,No,1085,0.5413834,"Larus argentatus (Herring Gull) from CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,15,Yes,Yes,No
10000021,Oceanites pincoyae,https://birdsoftheworld.org/bow/species/pumstp1/cur/introduction,PROCELLARIIFORMES,Oceanitidae,NA,NA,Pincoya Storm-petrel,Oceanites,NA,DD,Surface.Seizing,NA,"Foraging ecology and behavioural habits unique among southern Oceanitinae, including “mouse-runs” with the wings kept folded and the tarsi semi-submerged; also repeated diving beneath the surface to retrieve food items. Foot-pattering is common, sometimes followed by dipping forward to collect items, or plunging under the water, birds sometimes propelling themselves underwater using their feet. Normally singly or in pairs, but in rafts of up to several hundred at good feeding spots.",No matches,No,NA,NA,NA,NA,NA,Yes,Yes,26,-2.106552758,"""22 - 30 g"" summary information from <https://birdsoftheworld.org/bow/species/pumstp1/cur/introduction#fieldid>",NA,NA,NA,138,No,No,No
22698459,Fregetta tropica,https:/www.hbw.com/species/black-bellied-storm-petrel-fregetta-tropica,PROCELLARIIFORMES,Oceanitidae,NA,NA,Black-bellied Storm-petrel,Fregetta,NA,LC,Surface.Seizing,Crustaceans,"Squid, crustaceans and small fish recorded during breeding season, with diet at South Georgia estimated at 90% crustacea and 10% fish (by biomass), whereas at South Shetland Is these two components appeared to occur with almost equal frequency in diet there, with most crustacea being euphausiids, and a similar pattern is evident at Crozet Is, where sampled prey comprised 33% crustacea, 21% fish, 6% cephalopods and 39% unidentified organic material (mainly wax and blubber particles). Diet outside breeding season very poorly known, but known to include cephalopods. Feeds mainly on wing by pattering; dips and makes shallow plunges from the air. Frequently observed around longline trawlers in S Indian Ocean. Regularly associates with Oceanites oceanicus at sea and also observed following killer whales (Orcinus orca) and sperm whales (Physeter macrocephalus), but only infrequently observed joining mixed-species feeding frenzies around South Georgia. Perhaps capable of detecting food by smell, although experimental studies designed to test this theory have produced conflicting results.",No matches,No,Yes,Yes,Yes,Yes,Yes,No,Yes,52,-1.614649233,C. Sekercoglu in litt. 2008: data derived from Dunning 1992 and del Hoyo et al. 1992,Y,Yes,NA,255,No,No,No
22729148,Garrodia nereis,https:/www.hbw.com/species/grey-backed-storm-petrel-garrodia-nereis,PROCELLARIIFORMES,Oceanitidae,NA,NA,Grey-backed Storm-petrel,Garrodia,Oceanites nereis,LC,Surface.Seizing,Crustaceans,"Mainly immature barnacles (Lepas australis) of 1_7_5_4 mm, and other crustaceans (e.g._Euphausia_spp.,_Nyctiphanes australis,_Themisto gaudichaudii,_Cyllopus lucasii); also small squid, campanullariid hydrozoans_and occasionally small fish. Young barnacles may comprise up to 85% of diet by weight in New Zealand region, at least seasonally, while samples from Kerguelen suggest an even greater dependence on this prey; one bird found dead on Marion I (Indian Ocean) had its stomach almost completely full of_Lepas australis_larvae (n_= 1136), suggesting that it would have taken one every 30 seconds during 12 hours of daylight available to the individual for foraging. Feeds mostly by pattering over the surface while in flight; also by dipping and shallow-plunging; frequently hovers and is often found where there is floating kelp on water. Usually forages alone or in small groups. Attends trawlers and occasionally follows ships.",fishery discards,fishery,No,Yes,Yes,Yes,No,Yes,Yes,38.2,-1.833516288,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,195,Yes,No,No
22728808,Fregetta maoriana,https:/www.hbw.com/species/new-zealand-storm-petrel-fregetta-maoriana,PROCELLARIIFORMES,Oceanitidae,NA,NA,New Zealand Storm-petrel,Fregetta,Pealeornis maoriana; Oceanites maorianus,CR,Surface.Seizing,Crustaceans,"Probably feeds on small crustaceans and plankton associated with warm water, which move into Hauraki Gulf during austral summer. Feeds by dipping and surface-seizing, and occasionally by shallow-plunging. Readily attracted to _chumî, when gathers in groups of 10_20 birds. On calm days observed sitting on sea with other seabirds such as Fairy Prion (Pachyptila turtur), Bullerês Shearwater (Ardenna bulleri) and Cookês Petrel (Pterodroma cookii). No other information.",No matches,No,No,No,Yes,No,No,No,Yes,35,-1.895603228,"Handbook of the Birds of the World Alive. Lynx Edicions, Barcelona. (retrieved fromÊhttps://www.hbw.com/node/467281Êon 7 November 2018).",NA,NA,NA,185,No,No,No
22698471,Nesofregetta fuliginosa,https:/www.hbw.com/species/polynesian-storm-petrel-nesofregetta-fuliginosa,PROCELLARIIFORMES,Oceanitidae,NA,NA,Polynesian Storm-petrel,Nesofregetta,NA,EN,Surface.Seizing,Crustaceans,"Diet very poorly known; said to take crustaceans, cephalopods and small fish, and recently shown to take insects such as Halobates sea skaters. Feeds mainly on wing by pattering and dipping; also makes shallow dives.",No matches,No,Yes,Yes,Yes,Yes,No,No,Yes,70,-1.403699703,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,302,No,No,No
22698465,Fregetta grallaria,https:/www.hbw.com/species/white-bellied-storm-petrel-fregetta-grallaria,PROCELLARIIFORMES,Oceanitidae,NA,NA,White-bellied Storm-petrel,Fregetta,NA,LC,Surface.Seizing,Fish,"Very little known; mostly fish and squid (cephalopods) with some crustaceans, but apparently also directly targets sea skaters (Heteroptera, including Halobates micans and H. splendens), which may explain their unique flight and foraging behavior, i.e. slow, with extensive _kick splashingî against the sea surface, to incite movement in Halobates. Feeds mainly on the wing, by pattering and dipping. Has been recorded feeding in company of other seabirds, including gadfly petrels (Pterodroma), shearwaters and boobies (Sula), and following ships. Has been observed in feeding associations with dolphins.",follows ships,No,Yes,Yes,Yes,Yes,No,No,Yes,52,-1.614649233,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,255,No,No,No
22698453,Pelagodroma marina,https:/www.hbw.com/species/white-faced-storm-petrel-pelagodroma-marina,PROCELLARIIFORMES,Oceanitidae,NA,NA,White-faced Storm-petrel,Pelagodroma,NA,LC,Surface.Seizing,Crustaceans,"Mostly planktonic crustaceans (Nyctiphanes australis, Nematoscelis megalops, Cyllopus; immatures of Squilla armata, Nectocarcinus antarcticus), other surface plankton and small fish, complemented with some squid and at least three species of sea-skaters (Halobates spp., Heteroptera), fast-moving marine insects. Will accept fish offal thrown overboard. At Chatham Is (New Zealand), prey by biomass comprised 70% crustacea and 30% fish. Feeds mainly on wing, by pattering and dipping, as well as surface-seizing; also flops into water. Exceptionally dives (but perhaps only to flee perceived predators). May feed mostly at night. Rarely follows moving ships, but feeds around stationery vessels (e.g. trawlers), being readily and swiftly attracted to chum, and is known to follow cetaceans, feeding in flocks of up to c. 2000 birds.",offal,fishery,Yes,Yes,Yes,Yes,No,Yes,Yes,47.2,-1.683380337,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,239,Yes,No,No
22698442,Oceanites gracilis,https:/www.hbw.com/species/white-vented-storm-petrel-oceanites-gracilis,PROCELLARIIFORMES,Oceanitidae,NA,NA,White-vented Storm-petrel,Oceanites,NA,DD,Surface.Seizing,Fish,"Probably mostly small fish (including scraps left after kills by sealions and other marine mammals) and planktonic crustaceans. Feeds mainly on wing, by pattering over surface and dipping occasionally. Regularly follows ships and attends trawlers; reported to associate with cetaceans.",fishery discards,fishery,Yes,No,Yes,No,No,Yes,Yes,16.7,-2.420713595,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,67,Yes,No,No
22698436,Oceanites oceanicus,https:/www.hbw.com/species/wilsons-storm-petrel-oceanites-oceanicus,PROCELLARIIFORMES,Oceanitidae,NA,NA,Wilson's Storm-petrel,Oceanites,NA,LC,Surface.Seizing,Crustaceans,"Mostly planktonic crustaceans, especially krill (Euphausia), and fish (Protomyctophum); also small squid, polychaetes, gastropods and carrion. Around subantarctic islands, diet is dominated by euphausiids combined with amphipods, but in Antarctica is even more heavily weighted towards former, except in Ross Sea, E Antarctica, where cephalopods (46% by biomass) are most important prey, followed by euphausiids (36%). At subantarctic South Georgia, all fish taken by this species are myctophids (50_85 mm). Very few data concerning diet in non-breeding season, but is suspected to comprise mainly crustacea, small fish and their eggs, molluscs, nereid worms, oil droplets and cetacean faeces. Feedsmainly on wing, by dipping (73% of observations in one study) and pattering (27%); also from surface, by skimming over the water (see Family Text), while techniques such as shallow-plunging and, more rarely, surface-diving have also been recorded. Can apparently detect food by smell. Follows ships and attends trawlers regularly; follows cetaceans (e.g. baleen whales, but also dolphins) and large flocks (sometimes 1000s) regularly join feeding frenzies with other seabirds. Frequently observed with Hydrobates melania, H. homochroa and H. furcatus off Pacific North America.",fishery discards,fishery,Yes,Yes,Yes,Yes,Yes,Yes,Yes,32,-1.959198,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",Y,Yes,NA,172,Yes,No,No
22697611,Pelecanus erythrorhynchos,https:/www.hbw.com/species/american-white-pelican-pelecanus-erythrorhynchos,PELECANIFORMES,Pelecanidae,NA,NA,American White Pelican,Pelecanus,NA,LC,Surface.Seizing,Fish,"Almost exclusively fish, normally species of little commercial value; typically carp (Cyprinus carpio), chub (Siphateles obesus), Sacramento perch (Archoplites interruptus) and rainbow trout (Salmo gairdneri); also takes salamanders (Ambystoma) and crayfish (Astacus). Habitually feeds in groups, often co-operatively, but solitary at times, especially in deeper water. Also kleptoparasitic, mainly on gulls and also conspecifics.",No matches,No,Yes,No,No,Yes,Yes,No,No,5649.5,1.712324397,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,274,No,No,No
22697599,Pelecanus crispus,https:/www.hbw.com/species/dalmatian-pelican-pelecanus-crispus,PELECANIFORMES,Pelecanidae,NA,NA,Dalmatian Pelican,Pelecanus,NA,NT,Surface.Seizing,Fish,"Pelicans eat almost exclusively fish. Fish, especially carp (Cyprinus carpio), perch (Perca fluviatilis) and rudd (Scardinius erythrophthalmus); also pike (Esox lucius) up to 50 cm, and eels. Estimated daily requirement c. 1200 g. Normally solitary feeder or in small groups of 2_3 birds, typically swimming along and suddenly plunging head into water to catch fish; in co-operative groups on occasions; recorded fishing in conjunction with cormorants (Phalacrocorax) at Prespa, in N Greece.",No matches,No,Yes,No,No,No,No,No,No,9550,2.08488108,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,335,No,No,No
22697590,Pelecanus onocrotalus,https:/www.hbw.com/species/great-white-pelican-pelecanus-onocrotalus,PELECANIFORMES,Pelecanidae,NA,NA,Great White Pelican,Pelecanus,NA,LC,Surface.Seizing,Fish,Pelicans eat almost exclusively fish.,No matches,No,Yes,No,No,No,No,No,No,9520,2.082648251,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,333,No,No,No
