SISRecID_BLVr9,HBWv8.1_Binomial,Link_species,HBWv8.1_Order,HBWv8.1_Family,HBWv8.1_Subfamily,HBWv8.1_Tribe,HBWv8.1_Common_name,HBWv8.1_Genus,HBWv8.1_Synonyms,IUCN_2023,Feeding.Method.Simple,Diet,Diet_description,Anthropogenic.subsidy.search.word,Anthropogenic.subsidy.simple,Fish,Cephalopods,Crustaceans,Other.Inverts,Carrion.NonFishVertebrates,Anthropogenic.Subsidy,pelagic_specialist_CR,Body.Mass.g,scaled.body.mass,Source_Body.Mass.g,DMS.responsive_Savoca,DMS.responsive_Dell.Ariccia,Agreement_Savoca_Dell.Ariccia,Body.Mass.g.FLAWED,AS.Fishery,AS.Refuse,AS.Agriculture
22696694,Sula sula,https:/www.hbw.com/species/red-footed-booby-sula-sula,SULIFORMES,Sulidae,NA,NA,Red-footed Booby,Sula,NA,LC,Plunging,Fish,"Mainly flying-fish (Exocoetidae) and squid (Ommastrephidae); mean prey length 8_8 cm. Food caught by plunge-diving; flying-fish also taken in flight, especially if chased to surface by underwater predators.",No matches,No,Yes,Yes,No,No,No,No,Yes,857,0.37397489,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,324,No,No,No
22694271,Larus scoresbii,https:/www.hbw.com/species/dolphin-gull-larus-scoresbii,CHARADRIIFORMES,Laridae,Larinae,NA,Dolphin Gull,Larus,Larus scoresbii; Gabianus scoresbii; Leucophaeus scoresbii,LC,Scavenging,Carrion.NonFishVertebrates,"Mainly carrion, offal, bird eggs and chicks; marine invertebrates, and other natural food. Scavenges around marine mammals for dead fish, placentae and particularly faeces; natural foods are taken mostly early in season, before bird eggs available. A radiotelemetric study of foraging birds from the Punta Tombo Reserve colony, Argentina, has shown that these all foraged quite close to the colony during both the incubation and chick rearing stages; and mainly at the colonies of three other species, feeding on Magellanic Penguin Spheniscus magellanicus and Imperial Cormorant Phalacrocorax atriceps regurgitates and on Southern Sea Lion Otaria flavescens faeces.",offal,fishery,Yes,No,Yes,Yes,Yes,Yes,No,524.25,0.025195493,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,257,Yes,No,No
22694343,Larus hyperboreus,https:/www.hbw.com/species/glaucous-gull-larus-hyperboreus,CHARADRIIFORMES,Laridae,Larinae,NA,Glaucous Gull,Larus,NA,LC,Scavenging,Fish,"A generalist and opportunistic predator. Frequent dietary items include fish, molluscs, crustaceans, rodents, birds, eggs and young of birds (especially waterfowls, auks, shorebirds), insects, berries, carrion, fishery discards, refuse and offal. In Iceland, consumes blue mussels Mytilus edulis, Littorina palliata, crabs (Hyas), sea-urchins and sandeels Ammodytes sp.. At Barrow, Alaska, feeds on fish, on minute crustaceans in surf, and on offal and refuse; gathers at whale corpses and Polar bear Ursus maritimus kills. Inland breeders rely heavily on birds, but also take fish from rivers. Varies with food taken. At cliff seabird colonies, forages solitarily on foot on cliff ledges or in flight. Wind conditions >15 km/h enhance aerial search and prey capture (Barry and Barry 1990, Gilchrist 1995). In coastal areas, captures prey or discovers carrion by walking, swimming, or flying low along shorelines. Forages in shallow brackish waters along tidal mud flats and low sand islands. On open tundra and flat islands, forages on foot or flying low, taking small rodents and eggs from colonial-nesting waterfowl. At sea, forages solitarily or in groups when concentrated prey located. May forage in association with overturned or fractured icebergs that bring marine invertebrates to surface (Fraticelli and Montemaggiori 1993). Often concentrated at ice edges in Sep at se. Devon I. and Cornwallis I., Nunavut (A. Gaston pers. comm.). Cannot dive below 1 m, so feeds on prey at or just below surface.","offal, refuse",fishery/refuse,Yes,No,Yes,Yes,Yes,Yes,Yes,1412.5,0.728580152,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,47,Yes,Yes,No
22694329,Larus dominicanus,https:/www.hbw.com/species/kelp-gull-larus-dominicanus,CHARADRIIFORMES,Laridae,Larinae,NA,Kelp Gull,Larus,NA,LC,Scavenging,Other.Inverts,"Very varied. Particularly benefits from food derived from anthropogenic sources, including fishery discards and refuse at rubbish dumps. Diet include molluscs, fish, echinoderms, worms, arthropods, reptiles, amphibians, birds and their eggs, small mammals and occasionally swarming termites (Microhodotermes viator); scavenges rubbish, fish offal, sewage and carrion; steals food from terns. Among fishery discards taken by birds in S Brazil, 228 fishes from 14 species and three families were identified, with the Sciaenidae family predominating with 11 species; Cathorops spixii, Larimus breviceps, Paralonchurus brasiliensis and Stellifer rastrifer were most frequent, and L. breviceps, Micropogonias furnieri, P. brasiliensis and S. rastrifer were found in the diet at all seasons. Occasionally takes sickly lambs and young poultry; may attack and kill adult birds as large as geese. An opportunistic predator and kleptoparasite, often taking eggs and nestlings from other seabirds nesting nearby and robbing these and conspecifics of prey. In Antarctica a major food at some colonies is Antarctic limpet (Nacella concinna); at others pelagic fish predominate. Also takes krill at sea and feeds on placentas in seal colonies. Killing newborn cape fur seals (Arctocephalus pusillus) by first pecking out and devouring the eyeballs reported from Namibia. At Vald_s Peninsula, SC Argentina, associates with southern right whales (Eubalaena glacialis), capturing stirred-up invertebrates; also lands on whales and eats skin and blubber. Frequents slaughterhouses and also fish and seafood factories; sometimes gathers at sewage outfalls; follows trawlers at sea. Feeds by plunge-diving, dabbling in water and picking from ground; also opens shellfish by dropping them onto hard surfaces. Birds on Penênsula Vald_s, Argentina, in non-breeding season seen foot-paddling for clams in sandy intertidal zone, selecting mainly Tellina petitiana and Darina solenoides of above average size. Analyses of pellets regurgitated at Coquimbo, N Chile, found that birds breeding or resting near fishing ports used these as their main feeding grounds. Birds breeding on offshore islands fed mainly on intertidal organisms and olives. Breeders fed more on fish of high energy density while non-breeding birds took a wide range of organisms and waste.",rubbish,fishery/refuse,Yes,Yes,Yes,Yes,Yes,Yes,Yes,957,0.4522976,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,336,Yes,Yes,No
22694452,Larus fuliginosus,https:/www.hbw.com/species/lava-gull-larus-fuliginosus,CHARADRIIFORMES,Laridae,Larinae,NA,Lava Gull,Larus,NA,VU,Scavenging,Carrion.NonFishVertebrates,"Seabird eggs, young marine iguanas (Amblyrhynchus cristatus), small fish, crustaceans, offal and scraps. Mainly a scavenger at tide line, around fishing boats and at human settlements. Feeds almost exclusively along shore, flying 3_5 m above ground while scanning for food; rarely settles on sea, but perches on rocks, piers and boats. Associates with sea lions, eating placentae and fish fragments. Hovers over surface of water to snatch floating offal. Pirates crabs from Green-backed (Lava) Herons (Butorides striatus sundevalli).",offal,fishery,Yes,No,Yes,Yes,Yes,Yes,Yes,380,-0.203173442,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,196,Yes,No,No
22694279,Larus pacificus,https:/www.hbw.com/species/pacific-gull-larus-pacificus,CHARADRIIFORMES,Laridae,Larinae,NA,Pacific Gull,Larus,NA,LC,Scavenging,Fish,"Fish, squid, and intertidal molluscs, echinoderms and crabs; fish offal, carrion and refuse; eats many gastropods (Turbo undulatus). Pellet analyses at a colony on Green Island, Tasmania, found that the principal prey there was mainly crabs (Ovalipes australiensis, Paragrapsus gaimardii) and chitons, as well as fish waste. Takes bird eggs and young, and occasionally adult birds, e.g. White-faced Storm-petrel(Pelagodroma marina). Feeds by walking along beaches and intertidal zone, and also by plunge-diving. May open gastropods by dropping them on rocks or on other hard surfaces.",offal,fishery,Yes,Yes,No,Yes,Yes,Yes,Yes,1313.5,0.67701161,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,33,Yes,No,No
22694379,Larus ichthyaetus,https:/www.hbw.com/species/pallass-gull-larus-ichthyaetus,CHARADRIIFORMES,Laridae,Larinae,NA,Pallas's Gull,Larus,NA,LC,Scavenging,Fish,"Chiefly fish (particularly dead fish) and crustaceans, as well as insects, small mammals, birds, eggs and reptiles. In Volga Delta 88% of diet was fish, including bream (Abramis brama) and carp (Cyprinus carpio) up to 500 g; also insects and ground squirrels. On Kitai I, rodents (mainly Spermophilus pygmaeus) comprised 78% of diet. In cooler weather eats seeds. Frequently piratical on a variety of species. Follows fishing boats; takes fish offal in harbours; one of most solitary gulls. Often flies long distances from colonies to feed aerially on swarming insects.",offal,fishery,Yes,No,Yes,Yes,Yes,Yes,No,1394,0.719223996,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,45,Yes,No,No
22694303,Larus hemprichii,https:/www.hbw.com/species/sooty-gull-larus-hemprichii,CHARADRIIFORMES,Laridae,Larinae,NA,Sooty Gull,Larus,NA,LC,Scavenging,Fish,"Mainly consumes dead fish and offal; also tern eggs and chicks, and turtle hatchlings. Opportunistic; scavenges along shoreline, usually alone, but highly gregarious at times. Kleptoparasitic on conspecifics and other species; serious predator of other seabirds, including near-threatened Socotra Cormorant Phalacrocorax nigrogularis; takes advantage of human intrusions to steal eggs; takes prawns or dead fish from nets (Pakistan). Rarely seen plunge-diving for fish. Feeds mainly inshore and in intertidal zone, occasionally up to 140 km offshore; follows ships. Large numbers congregate at cold water upwellings off S Arabia and along the Arabian coastline.",offal,fishery,Yes,No,No,No,Yes,Yes,Yes,455,-0.075343887,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,234,Yes,No,No
22694340,Larus livens,https:/www.hbw.com/species/yellow-footed-gull-larus-livens,CHARADRIIFORMES,Laridae,Larinae,NA,Yellow-footed Gull,Larus,NA,LC,Scavenging,Carrion.NonFishVertebrates,"Consumes fish, invertebrates, carcasses of marine mammals, and offal; takes small seabirds (petrels), pelican eggs, crabs, fish and food scraps. Preys on eggs and young of Heermann's Gull L. heermanni and the Elegant Tern Thalasseus elegans, and is a serious threat to these birds at some colonies.",offal,fishery,Yes,No,Yes,Yes,Yes,Yes,Yes,1322,0.681589252,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,34,Yes,No,No
22697859,Macronectes halli,https:/www.hbw.com/species/northern-giant-petrel-macronectes-halli,PROCELLARIIFORMES,Procellariidae,NA,NA,Northern Giant Petrel,Macronectes,NA,LC,Scavenging,Carrion.NonFishVertebrates,"Males typically scavenge on land at carcasses of seals(Arctocephalus, Mirounga), penguins (Eudyptes) and other petrels (Pterodroma, Pachyptila, Puffinus, Pelecanoides, but also albatross chicks). Females mostly catch live prey at sea, especially krill and cephalopods (e.g. the squid Kondakovia longimana and Moroteuthis knipovitchi), and some petrels, although precise composition varies with locality, e.g. krill more important at South Georgia, cephalopods at Macquarie.",No matches,No,No,Yes,Yes,No,Yes,No,Yes,4249,1.510152124,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",N,NA,FALSE,220,No,No,No
22697852,Macronectes giganteus,https:/www.hbw.com/species/southern-giant-petrel-macronectes-giganteus,PROCELLARIIFORMES,Procellariidae,NA,NA,Southern Giant Petrel,Macronectes,NA,LC,Scavenging,Carrion.NonFishVertebrates,"Carrion, especially carcasses of seals (Arctocephalus) but also whales (Eubalaena australis), penguins (Eudyptes, Spheniscus magellanicus, young Aptenodytes) and petrels (Daption, Fulmarus, Thalassoica, Pachyptila, Pelecanoides); some birds killed by battering or drowning, e.g. Daption, Black-faced Sheathbill (Chionis minor), Imperial Shags (Phalacrocorax atriceps), Kelp Gulls (Larus dominicanus) and even immatures of some smaller albatrosses (Diomedea), which are grasped by head. Also takes cephalopods, krill, offal, discarded fish and galley refuse from ships; some food probably located by smell",offal,fishery,Yes,Yes,Yes,No,Yes,Yes,Yes,3697.5,1.411489461,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",N,NA,FALSE,192,Yes,No,No
22694262,Rynchops flavirostris,https:/www.hbw.com/species/african-skimmer-rynchops-flavirostris,CHARADRIIFORMES,Laridae,Rynchopinae,NA,African Skimmer,Rynchops,NA,LC,Skimming,Fish,"Fish, e.g. cichlids, up to 8 cm long. Crepuscular and nocturnal, as well as diurnal.",No matches,No,Yes,Yes,Yes,Yes,No,No,No,164,-0.799509858,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,71,No,No,No
22694256,Rynchops niger,https:/www.hbw.com/species/black-skimmer-rynchops-niger,CHARADRIIFORMES,Laridae,Rynchopinae,NA,Black Skimmer,Rynchops,Rhynchops niger,LC,Skimming,Fish,"Mainly fish, e.g. in USA, silversides (Menidia), killifish (Fundulus), minnows (Cyprinodon), mullet (Mugil), anchovy (Anchoa), menhaden (Brevoortia), mollies (Poecilia); also some crustaceans, especially shrimps (Palaeomonetes, Penaeus).  Nocturnal feeding implies that foraging is guided by tactile rather than visual cues. However, the visual fields of Black Skimmers are known not to resemble those of other tactile feeders, but instead resemble those of birds that feed by precision-pecking. It has been argued that their visual field topography functions to achieve accurate bill positioning with respect to the water surface when skimming and, because foraging skimmers cannot determine the identity of what they are seizing in flight, to permit the visual identification of prey items held in the bill after they have been caught",No matches,No,Yes,No,Yes,No,No,No,No,301.5,-0.367391212,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,160,No,No,No
22694268,Rynchops albicollis,https:/www.hbw.com/species/indian-skimmer-rynchops-albicollis,CHARADRIIFORMES,Laridae,Rynchopinae,NA,Indian Skimmer,Rynchops,NA,EN,Skimming,Fish,"Fish, insect larvae and shrimps, often taken in very shallow water (just 3_4 cm deep). In one Indian study diet was dominated by the following small, surface-feeding fish: Salmophasia bacaila, Salmophasia sardinella, Systomous sarana, Pethia ticto (all Cyprinidae) and Dermogenys pusilla (Zenarchopteridae). Crepuscular and nocturnal, as well as diurnal, sometimes foraging on moonlit nights; such behaviour may be influenced by weather, e.g. strong summer winds that prevent daytime feeding, or by prey activity. Food caught exclusively by skimming the water in flight with mouth open and lower mandible submerged; prey items touched by mandible are grasped while head doubles back under body; prey swallowed in flight or after landing.",No matches,No,Yes,Yes,Yes,Yes,No,No,No,232.5,-0.551819265,Assign average between as R. niger (301) and R. flavirostris (164),NA,NA,NA,125,No,No,No
10000019,Pachyptila macgillivrayi,https://birdsoftheworld.org/bow/species/salpri1/cur/introduction,PROCELLARIIFORMES,Procellariidae,NA,NA,MacGillivray's Prion,Pachyptila,NA,CR,Skimming,NA,No published information but feeding behabiour at least is likely to be extremely similar to that of P. salvini.,Insufficient information to assess,NA,NA,NA,NA,NA,NA,NA,Yes,159,-0.821482721,"Unknown but assume similar to P. Salvini CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,66,NA,NA,NA
22698114,Pachyptila desolata,https:/www.hbw.com/species/antarctic-prion-pachyptila-desolata,PROCELLARIIFORMES,Procellariidae,NA,NA,Antarctic Prion,Pachyptila,NA,LC,Skimming,Crustaceans,"Mostly crustaceans, especially krill (Euphausia superba), copepods (Calanoides acutus) and also amphipods (especially Themisto gaudichaudii); small quantities of myctophid fish and cephalopods (squid). Analysis of krill taken by this (and other) species at South Georgia suggests that subadult male and reproductively active Euphausia superbaare preferentially taken. Studies at South Georgia have revealed that, in years of low krill abundance, the birds switch to feeding principally on calanoid copepods (especially Rhincalanus gigas and Calanoides acutus). Feeds largely by surface-seizing; also surface-filtering, hydroplaning, dipping and surface-diving. Frequently observed in association with killer whales (Orcincus orca) in SW Atlantic Ocean. In Indian Ocean, like P. salvini, this species tends to forage near convergences and over seamounts, whereas P. turtur concentrates over continental slopes. Observed feeding within inshore waters off South Georgia and Kerguelen Is.",No matches,No,Yes,Yes,Yes,No,No,No,Yes,147,-0.87717142,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",Y,Yes,NA,53,No,No,No
22698106,Pachyptila vittata,https:/www.hbw.com/species/broad-billed-prion-pachyptila-vittata,PROCELLARIIFORMES,Procellariidae,NA,NA,Broad-billed Prion,Pachyptila,NA,LC,Skimming,Crustaceans,"Mostly crustaceans, especially copepods (Calanoides tonsus), squid and some fish; apparently takes more crustaceans in summer and small squid in winter. Only detailed study of diet, from Chatham Is, found that crustacea (especially copepods) comprised 95_6% in summer (and copepods also important at same season at Gough and Tristan da Cunha), whereas cephalopods may be more important in non-breeding season. Feeds largely by hydroplaning (see Family Text) and by surface-plunging, surface-filtering, surface-seizing and dipping. Species is gregarious at sea, but is not known to follow ships.",No matches,No,Yes,Yes,Yes,No,No,No,Yes,196,-0.673013011,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",Y,No,FALSE,100,No,No,No
22729421,Calonectris edwardsii,https:/www.hbw.com/species/cape-verde-shearwater-calonectris-edwardsii,PROCELLARIIFORMES,Procellariidae,NA,NA,Cape Verde Shearwater,Calonectris,NA,NT,Skimming,Fish,"Few if any known differences in diet and foraging behaviour from C. diomedea. Diet described as comprising fish (mackerel, herring and flying-fish), cephalopods, crustaceans and some plant material, while the stomach of a chick contained snail shell, small bivalves and cuttlefish beaks. Forages by surface-skimming and shallow-plunging, and sometimes takes offal discards from fishing boats; often feeds at night.",offal,fishery,Yes,Yes,Yes,No,No,Yes,Yes,480,-0.037384744,https://www.hbw.com/species/cape-verde-shearwater-calonectris-edwardsii,NA,NA,NA,243,Yes,No,No
22698124,Pachyptila turtur,https:/www.hbw.com/species/fairy-prion-pachyptila-turtur,PROCELLARIIFORMES,Procellariidae,NA,NA,Fairy Prion,Pachyptila,NA,LC,Skimming,Crustaceans,"Mostly crustaceans, especially euphausiids 10_20 mm long(Nyctiphanes australis, Euphausia superba), but also copepods (Rhincalanus gigas) and amphipods (Themisto gaudichaudii); occasionally some fish or squid. At South Georgia crustacea can comprise 96% (by volume) of diet, with fish and squid the remainder, and among crustaceans, Antarctic krill (Euphausia superba) made up 38% of items and 80% by weight, while copepods (four species, mostly Rhincalanus gigas) comprised 39% of items but only 4% by weight, and amphipods (three species, principally Themisto gaudichaudii) made up 22% of items and 16% by weight. Small sample of stomach contents from Kerguelen Is suggested similar dietary composition there, with crustacea comprising the overwhelming bulk (cypris larvae and stalked juveniles of the barnacle Lepas australis were numerically most important with the hyperiids Themisto gaudichaudii and Primno macropa largely prevailing by mass), backed up by cephalopods, fish and chaetognaths (Sagitta gazellae). Feeds mainly by surface-seizing and dipping; less often by surface-plunging and pattering; hydroplaning unrecorded. Sometimes feeds close inshore within tide rips. Often associates with other prions and storm-petrels when feeding around fishing boats.",No matches,No,Yes,Yes,Yes,Yes,No,No,Yes,137,-0.927168623,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",Y,No,FALSE,43,No,No,No
22698128,Pachyptila crassirostris,https:/www.hbw.com/species/fulmar-prion-pachyptila-crassirostris,PROCELLARIIFORMES,Procellariidae,NA,NA,Fulmar Prion,Pachyptila,NA,LC,Skimming,Crustaceans,"Mostly crustaceans, especially amphipods (Hyperiella antarctica, Themisto antarctica); also fish, squid and molluscs. At Chatham Is, mostly takes stalked goose barnacles (Lepas), whereas at Heard I amphipods dominated diet at all seasons, except winter, when pteropod molluscs prominent. Prey taken by surface-seizing and also shallow-diving, principally close to shore. Typically gregarious at sea.",No matches,No,Yes,Yes,Yes,Yes,No,No,Yes,142,-0.901729814,"Handbook of the Birds of the World Alive. Lynx Edicions, Barcelona. (retrieved fromÊhttps://www.hbw.com/node/467281Êon 7 November 2018).",NA,NA,NA,48,No,No,No
104062546,Pachyptila salvini,https:/www.hbw.com/species/salvins-prion-pachyptila-salvini,PROCELLARIIFORMES,Procellariidae,NA,NA,Salvin's Prion,Pachyptila,NA,LC,Skimming,Crustaceans,"Mostly crustaceans, especially amphipods (Themisto gaudichaudii) and euphausiids; also squid and fish. Prey is generally less than 7 cm long. Diet at Crozet Is dominated by crustacea off 22 species especially copepods, with squid, fish, hydrozoan gonothecae, arrow worms (Sagitta gazellae) and assassin bugs (Nabis capsiformis) comprising the remainder; however, non-crustacean prey taxa accounted for > 50% by mass in three out of 33 samples (one with arrow worms and two with squid). At Marion I diet comprised 44_2% crustaceans, 41_9% fish and 13_9% squid. Feeds largely by hydroplaning (see Family Text); also by surface-filtering and surface-seizing, as well as surface-diving, shallow-plunging and pursuit-plunging. Highly gregarious at sea, where compared to P. turtur, the present species appears to have greater preference for foraging near convergences and over seamounts.",No matches,No,Yes,Yes,Yes,Yes,No,No,Yes,159,-0.821482721,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",Y,No,FALSE,66,No,No,No
22698119,Pachyptila belcheri,https:/www.hbw.com/species/slender-billed-prion-pachyptila-belcheri,PROCELLARIIFORMES,Procellariidae,NA,NA,Slender-billed Prion,Pachyptila,NA,LC,Skimming,Crustaceans,"Mostly crustaceans (> 95% by mass), with heavy dependence on amphipods (Themisto gaudichaudii), but also some euphausiids; takes some small squid and fish, while sea skaters (Halobates splendens) have also been recorded in speciesê diet, although perhaps taken incidentally. Copepods apparently absent from diet, unlike other Pachyptila, and this speciesê bill lacks lamellae. At the Falklands adults prey mostly on squid (Gonatus antarcticus) during incubation but switch to mainly amphipods and euphausids during chick rearing; considerable inter-annual differences take place, both in foraging trip lengths and prey switches, in relation to oceanic conditions. Feeds mainly by surface-seizing, dipping and pattering, but also surface-diving, being capable of reaching at least 7_5 m below surface. Mainly feeds at night; gregarious when foraging, also associating with P. desolata, but rarely following ships.",follows ships (rarely),No,Yes,Yes,Yes,Yes,No,No,Yes,145,-0.886893034,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",Y,No,FALSE,51,No,No,No
22698310,Diomedea amsterdamensis,https:/www.hbw.com/species/amsterdam-albatross-diomedea-amsterdamensis,PROCELLARIIFORMES,Diomedeidae,NA,NA,Amsterdam Albatross,Diomedea,NA,EN,Surface.Seizing,Fish,"Species is opportunistic feeder, usually foraging within 100 km of colony, often much closer; food transported in gular pouch. Dives normally last 30 seconds or less, probably most to depths of less than 20 m, though rarely to 30 m. Winter diet in NW Atlantic composed mainly of krill (Meganyctiphanes norvegica), followed by amphipods (Themisto_spp.) and young capelin (Mallotus villosus), copepods being of little importance.",No matches,No,Yes,Yes,Yes,No,No,No,Yes,6270,1.786278281,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,286,No,No,No
22728318,Diomedea antipodensis,https:/www.hbw.com/species/antipodean-albatross-diomedea-antipodensis,PROCELLARIIFORMES,Diomedeidae,NA,NA,Antipodean Albatross,Diomedea,NA,EN,Surface.Seizing,Cephalopods,"Feeds mostly on cephalopods, fish and crustaceans, especially squid, with fish of secondary importance, though regularly visits spawning grounds of giant cuttlefish (Sepia apama) off New South Wales during austral winter. Items taken mainly from surface of sea, by surface-seizing; occasionally makes shallow dives, to no more than c. 1 m. At breeding time, foraging trips are longer during egg-incubation stage (7_13 days) than during chick-rearing (average c. 4 days).",No matches,No,Yes,Yes,Yes,No,No,No,Yes,6650,1.828035429,"Dunning 1992, B. Dunning in litt. 2008",NA,NA,NA,294,No,No,No
22698425,Thalassarche chlororhynchos,https:/www.hbw.com/species/atlantic-yellow-nosed-albatross-thalassarche-chlororhynchos,PROCELLARIIFORMES,Diomedeidae,NA,NA,Atlantic Yellow-nosed Albatross,Thalassarche,NA,EN,Surface.Seizing,Cephalopods,"Mostly cephalopods (Moroteuthis, Kondakovia, Ommastrephidae) and fish (Scomberesox saurus, Cheilopogon furcatus, Thyrsites atun, Sardinops, Engraulis, Sagitta); also some offal and crustaceans, e.g. amphipods. Off SE Brazil, fish represented 53% of total number of prey and occurred in 58% of stomachs, but cephalopods predominated in diet of birds caught by longlines, representing 73% of total mass, and the highest number (51%). Captures prey mainly by surface-seizing, diving and shallow plunges to c. 1 m deep, sometimes involving brief pursuit, using wings under water. Associates with shearwaters (Ardenna) and cetaceans. When attends fishing boats, usually snatches food and flies away to consume it.",offal,fishery,Yes,Yes,Yes,No,No,Yes,Yes,2130,1.020083442,"CRC Handbook of Avian Body Masses, Second Edition. CRC Press (2007), (available at https://www.crcpress.com/CRC-Handbook-of-Avian-Body-Masses-Second-Edition/Dunning-Jr/p/book/9781420064445).",NA,NA,NA,112,Yes,No,No
