Clements2024_Binomial,UniqueID_Plastic.study,Source,Common.name_Plastic.study,Sci.name_Plastic.study,Site,lat,lon,MarineRegion,Age.Class,Date_Text,Date_FirstYR,Date_LastYR,Date_MedianYR,Study.Duration,n,n_plastic,FO,Plastic,Sampling_method
Larus marinus,1821,"Caldwell et al., 2020",Great Black-backed Gull,Larus marinus,"Gulf of Maine, Appledor Island",42.9891,-70.6142,North Atlantic Ocean,Adult,2018,2018,2018,2018,1,8,1,0.125,Yes,Necropsy
Larus marinus,1822,"Caldwell et al., 2020",Great Black-backed Gull,Larus marinus,"Gulf of Maine, Appledor Island",42.9891,-70.6142,North Atlantic Ocean,Nest-bound,2018,2018,2018,2018,1,2,0,0,No,Necropsy
Calonectris leucomelas,1823,"Tanaka et al., 2020",Streaked Shearwater,Calonectris leucomelas,"Awashima Island, Japan",35.0328147,138.8883049,North Pacific Ocean,Nest-bound,2017,2017,2017,2017,1,21,0,0,No,Necropsy
Stercorarius antarcticus,1824,"Ibañez et al., 2020",Brown Skua,Stercorarius arctarcticus lonnbergi,"Esperanza/ Hope bay, Arctic Peninsula",-63.4,-57.01666,South Atlantic Ocean,Mixed,2014-2018,2014,2016,2018,5,1001,90,0.09,Yes,Bolus
Larus argentatus,1825,"Thompson et al., 2020",Herring Gull,Larus argentatus,"Lady Isle, Scotland",55.5267515,-4.7327647,North Atlantic Ocean,Mixed,2018,2018,2018,2018,1,57,22,0.38596491,Yes,Bolus
Rissa tridactyla,1827,"Baak et al., 2020b",Black-legged Kittiwake,Rissa tridactyla,"Akpait National Wldlife Area, Canada",66.93,-61.77,North Atlantic Ocean,Mixed,2018,2018,2018,2018,1,20,3,0.15,Yes,Necropsy
Cepphus grylle,1830,"Baak et al., 2020b",Black Guillemot,Cepphus gylle,"Akpait National Wldlife Area, Canada",66.93,-61.77,North Atlantic Ocean,Mixed,2018,2018,2018,2018,1,20,0,0,No,Necropsy
Pachyptila turtur,1831,"Roman et al., 2020",Fairy Prion,Pachyptila turtur,"Western Auckland, New Zealand",-31.0454244,174.5345629,Indian Ocean,Mixed,2016,2016,2016,2016,1,26,7,0.27,Yes,Necropsy
Pachyptila belcheri,1832,"Roman et al., 2020",Slender-billed Prion,Pachyptila belcheri,"Western Auckland, New Zealand",-31.0454244,174.5345629,Indian Ocean,Mixed,2016,2016,2016,2016,1,25,11,0.44,Yes,Necropsy
Ardenna pacifica,1833,"Berr et al., 2020",Wedge-tailed Shearwater,Ardenna pacifica,"New Caldedonia, South Pacific",-21.2,165.9,South Pacific Ocean,Mixed,2015-2018,2015,2018,2017,4,52,4,0.0769,Yes,Necropsy
Pterodroma leucoptera,1834,"Berr et al., 2020",Gould's Petrel,Pterodrama leucoptera,"New Caldedonia, South Pacific",-21.2,165.9,South Pacific Ocean,Mixed,2015-2018,2015,2018,2017,4,17,7,0.4118,Yes,Necropsy
Pseudobulweria rostrata,1835,"Berr et al., 2020",Tahiti Petrel,Pseudobulweria rostrata,"New Caldedonia, South Pacific",-21.2,165.9,South Pacific Ocean,Mixed,2015-2018,2015,2018,2017,4,6,2,0.3333,Yes,Necropsy
Anous minutus,1836,"Berr et al., 2020",Black Noddy,Anous minutus,"New Caldedonia, South Pacific",-21.2,165.9,South Pacific Ocean,Mixed,2015-2018,2015,2018,2017,4,4,0,0,No,Necropsy
Sterna dougallii,1837,"Berr et al., 2020",Roseate Tern,Sterna dougallii,"New Caldedonia, South Pacific",-21.2,165.9,South Pacific Ocean,Mixed,2015-2018,2015,2018,2017,4,4,0,0,No,Necropsy
Sula sula,1838,"Berr et al., 2020",Red-footed Booby,Sula sula,"New Caldedonia, South Pacific",-21.2,165.9,South Pacific Ocean,Mixed,2015-2018,2015,2018,2017,4,1,0,0,No,Necropsy
Chroicocephalus novaehollandiae,1839,"Berr et al., 2020",Silver Gull,Larus novaehollandiae,"New Caldedonia, South Pacific",-21.2,165.9,South Pacific Ocean,Mixed,2015-2018,2015,2018,2017,4,1,0,0,No,Necropsy
Anous stolidus,1840,"Berr et al., 2020",Brown Noddy,Anous stolidus,"New Caldedonia, South Pacific",-21.2,165.9,South Pacific Ocean,Mixed,2015-2018,2015,2018,2017,4,1,0,0,No,Necropsy
Onychoprion anaethetus,1841,"Berr et al., 2020",Bridled Tern,Onychoprion anaethetus,"New Caldedonia, South Pacific",-21.2,165.9,South Pacific Ocean,Mixed,2015-2018,2015,2018,2017,4,1,0,0,No,Necropsy
Onychoprion fuscatus,1842,"Berr et al., 2020",Sooty Tern,Onychoprion fuscastus,"New Caldedonia, South Pacific",-21.2,165.9,South Pacific Ocean,Mixed,2015-2018,2015,2018,2017,4,1,0,0,No,Necropsy
Sternula nereis,1843,"Berr et al., 2020",Fairy Tern,Sternula nereis,"New Caldedonia, South Pacific",-21.2,165.9,South Pacific Ocean,Mixed,2015-2018,2015,2018,2017,4,1,0,0,No,Necropsy
Thalasseus bergii,1844,"Berr et al., 2020",Great Crested Tern,Thalasseus bergii,"New Caldedonia, South Pacific",-21.2,165.9,South Pacific Ocean,Mixed,2015-2018,2015,2018,2017,4,1,0,0,No,Necropsy
Stercorarius maccormicki,1845,Golubev 2020,South Polar Skua,Catharacta maccormicki,"Haswell Islands, Davis Sean, Antarctica",-66.5530556,93.00972222,Southern Ocean,Mixed,2012-2015,2012,2015,2014,1,55,3,0.054545,Yes,Bolus
Aptenodytes forsteri,1846,Golubev 2020,Emperor Penguin,Aptenodytes forsteri,"Haswell Islands, Davis Sean, Antarctica",-66.5530556,93.00972222,Southern Ocean,Nest-bound,2012,2012,2012,2012,1,1,1,1,Yes,Necropsy
Uria aalge,1847,"Padula et al., 2020",Common Murre,Uria aalge,"Aleutian Isands, Alaska",52.08847427,-173.5579071,North Pacific Ocean,Mixed,2009–2015,2009,2015,2012,7,6,1,0.16666667,Yes,Necropsy
Fratercula corniculata,1848,"Padula et al., 2020",Horned Puffin,Fratercula corniculata,"Aleutian Isands, Alaska",52.08847427,-173.5579071,North Pacific Ocean,Mixed,2009–2015,2009,2015,2012,7,3,1,0.3333333,Yes,Necropsy
Urile pelagicus,1849,"Padula et al., 2020",Pelagic Cormorant,Phalacrocorax pelagicus,"Aleutian Isands, Alaska",52.08847427,-173.5579071,North Pacific Ocean,Mixed,2009–2015,2009,2015,2012,7,10,3,0.3,Yes,Necropsy
Cepphus columba,1850,"Padula et al., 2020",Pigeon Guillemot,Cepphus columba,"Aleutian Isands, Alaska",52.08847427,-173.5579071,North Pacific Ocean,Mixed,2009–2015,2009,2015,2012,7,8,0,0,No,Necropsy
Urile urile,1851,"Padula et al., 2020",Red-faced Cormorant,Phalacrocorax urile,"Aleutian Isands, Alaska",52.08847427,-173.5579071,North Pacific Ocean,Mixed,2009–2015,2009,2015,2012,7,10,3,0.3,Yes,Necropsy
Fratercula cirrhata,1852,"Padula et al., 2020",Tufted Puffin,Fratercula cirrhata,"Aleutian Isands, Alaska",52.08847427,-173.5579071,North Pacific Ocean,Mixed,2009–2015,2009,2015,2012,7,19,7,0.36842105000000003,Yes,Necropsy
Aethia cristatella,1853,"Padula et al., 2020",Crested Auklet,Aethia cristatella,"Aleutian Isands, Alaska",52.08847427,-173.5579071,North Pacific Ocean,Mixed,2009–2015,2009,2015,2012,7,7,6,0.85714286,Yes,Necropsy
Larus glaucescens,1854,"Padula et al., 2020",Glaucous-winged Gull,Larus glaucescens,"Aleutian Isands, Alaska",52.08847427,-173.5579071,North Pacific Ocean,Mixed,2009–2015,2009,2015,2012,7,2,1,0.5,Yes,Necropsy
Rissa tridactyla,1855,"Padula et al., 2020",Black-legged Kittiwake,Rissa tridactyla,"Aleutian Isands, Alaska",52.08847427,-173.5579071,North Pacific Ocean,Mixed,2009–2015,2009,2015,2012,7,5,1,0.2,Yes,Necropsy
Fulmarus glacialis,1856,"Padula et al., 2020",Northern Fulmar,Fulmarus glacialis,"Aleutian Isands, Alaska",52.08847427,-173.5579071,North Pacific Ocean,Mixed,2009–2015,2009,2015,2012,7,4,4,1,Yes,Necropsy
Larus dominicanus,1857,"Yorio et al., 2020",Kelp Gull,Larus dominicanus,Banco Nordeste,-40.5333333,-62.16666667,South Atlantic Ocean,Nest-bound,2012,2012,2012,2012,1,61,0,0,No,Lavage
Larus dominicanus,1858,"Yorio et al., 2020",Kelp Gull,Larus dominicanus,Banco Nordeste,-40.5333333,-62.16666667,South Atlantic Ocean,Nest-bound,2013,2013,2013,2013,1,60,2,0.03333,Yes,Lavage
Larus dominicanus,1859,"Yorio et al., 2020",Kelp Gull,Larus dominicanus,Banco Nordeste,-40.5333333,-62.16666667,South Atlantic Ocean,Nest-bound,2014,2014,2014,2014,1,66,0,0,No,Lavage
Larus dominicanus,1860,"Yorio et al., 2020",Kelp Gull,Larus dominicanus,Islote Arroyo Jabali Oeste,-40.5333333,-62.28333333,South Atlantic Ocean,Nest-bound,2012,2012,2012,2012,1,62,2,0.032258,Yes,Lavage
Larus dominicanus,1861,"Yorio et al., 2020",Kelp Gull,Larus dominicanus,Islote Arroyo Jabali Oeste,-40.5333333,-62.28333333,South Atlantic Ocean,Nest-bound,2013,2013,2013,2013,1,61,0,0,No,Lavage
Larus dominicanus,1862,"Yorio et al., 2020",Kelp Gull,Larus dominicanus,Islote Arroyo Jabali Este,-40.5333333,-62.26666667,South Atlantic Ocean,Nest-bound,2013,2013,2013,2013,1,60,2,0.03333,Yes,Lavage
Larus dominicanus,1863,"Yorio et al., 2020",Kelp Gull,Larus dominicanus,Islote del Fondo Medialuna,-40.6166667,-62.23333333,South Atlantic Ocean,Nest-bound,2013,2013,2013,2013,1,42,4,0.0952381,Yes,Lavage
Larus dominicanus,1864,"Yorio et al., 2020",Kelp Gull,Larus dominicanus,Punta Tombo,-44.0333333,-65.18333333,South Atlantic Ocean,Nest-bound,2016,2016,2016,2016,1,53,0,0,No,Lavage
Larus dominicanus,1865,"Yorio et al., 2020",Kelp Gull,Larus dominicanus,Punta Tombo,-44.0333333,-65.18333333,South Atlantic Ocean,Nest-bound,2017,2017,2017,2017,1,83,0,0,No,Lavage
Larus dominicanus,1866,"Yorio et al., 2020",Kelp Gull,Larus dominicanus,Isla Vernaci Este,-45.1833333,-66.5,South Atlantic Ocean,Nest-bound,2016,2016,2016,2016,1,20,1,0.05,Yes,Lavage
Larus dominicanus,1867,"Yorio et al., 2020",Kelp Gull,Larus dominicanus,"East Coastline, Argentina",-40.5333333,-62.16666667,South Atlantic Ocean,Mixed,2012-2017,2012,2017,2015,6,2355,75,0.032,Yes,Bolus
Diomedea exulans,1868,"Perold et al, 2020",Wandering Albatross,Diomedea exulans,"Marion Island, South Africa",-46.9029709,37.7527452,Indian Ocean,Mixed,1996-2018,1996,2018,2008,23,833,466,0.56,Yes,Bolus
Thalassarche chrysostoma,1869,"Perold et al, 2020",Grey-headed Albatross,Thalassarche chrysostoma,"Marion Island, South Africa",-46.9029709,37.7527452,Indian Ocean,Mixed,1996-2019,1996,2018,2008,23,352,84,0.24,Yes,Bolus
Macronectes spp.,1870,"Perold et al, 2020",Giant Petrel,Macronectes spp.,"Marion Island, South Africa",-46.9029709,37.7527452,Indian Ocean,Mixed,1996-2020,1996,2018,2008,23,301,60,0.2,Yes,Bolus
Fulmarus glacialis,1871,"Kühn et al., 2021b",Northern Fulmar,Fulmarus glacialis,Northern Netherlands,53.26721268,5.559626666,North Atlantic Ocean,Mixed,2020,2020,2020,2020,1,14,13,0.93,Yes,Necropsy
Fulmarus glacialis,1872,"Shugart and Nania, 2021",Northern Fulmar,Fulmarus glacialis,"Oregon and Washington coasts, USA",47.751074,-120.740139,North Pacific Ocean,Adult,2014-2015,2014,2015,2015,2,3,2,0.6667,Yes,Necropsy
Fulmarus glacialis,1873,"Shugart and Nania, 2021",Northern Fulmar,Fulmarus glacialis,"Oregon and Washington coasts, USA",47.751074,-120.740139,North Pacific Ocean,Subadult,2014-2015,2014,2015,2015,2,51,40,0.78431373,Yes,Necropsy
Larus delawarensis,1874,"Thaysen et al., 2020",Ring-billed Gull,Larus delawarensis,"Deslauriers Island, St Lawrence River, Montreal, Canada",45.713,-73.441,North Atlantic Ocean,Adult,2016,2016,2016,2016,1,44,29,0.66,Yes,Necropsy
Phaethon aethereus,1875,"Madden and Eggermont., 2020",Red-billed Tropicbird,Phaethon aethereus,"Pilot Hill, St. Eustatius, Caribbean Netherlands",17.4946117,-62.9960678,North Atlantic Ocean,Nest-bound,2019,2019,2019,2019,1,1,1,1,Yes,Regurgitation
Aptenodytes patagonicus,1876,"Le Guen et al., 2020",King Penguin,Aptenodytes patagonicus,"Hound Bay, South Georgia",-54.65,-36.45,South Atlantic Ocean,Adult,2017,2017,2017,2017,1,47,13,0.27659574,Yes,Scat
Fulmarus glacialis,1877,"Bourdages, 2020",Northern Fulmar,Fulmarus glacialis),"Qaqulluit National Wildlife area, Canada",67.2333,62.4667,North Pacific Ocean,Mixed,2018,2018,2018,2018,1,29,25,0.72413793,Yes,Scat/Necropsy
Uria lomvia,1878,"Bourdages, 2020",Thick-billed Murre,Uria lomvia,"Akpait National Wildlife area, Canada",66.9333,61.7667,North Pacific Ocean,Mixed,2018,2018,2018,2018,1,30,5,0.166666667,Yes,Scat/Necropsy
Ardenna carneipes,1879,"Szabo et al., 2021",Flesh-footed Shearwater,Ardenna carneipes,"Lord Howe Island, Australia",-31.5525439,159.0807494,South Pacific Ocean,Subadult,2019,2019,2019,2019,1,33,27,0.818181818,Yes,Necropsy
Ardenna pacifica,1880,"Szabo et al., 2021",Wedge-tailed Shearwater,Ardenna pacifica,"Lord Howe Island, Australia",-31.5525439,159.0807494,South Pacific Ocean,Subadult,2019,2019,2019,2019,1,9,2,0.222222222,Yes,Necropsy
Mergus serrator,1881,"Haave et al., 2021",Red-breasted Merganser,Mergus serrator,"Sotra archipelago, Norway",60.3892131,4.970816438,North Atlantic Ocean,Adult,2017,2019,2019,2018,3,2,2,1,Yes,Necropsy
Uria aalge,1882,"Haave et al., 2021",Common Guillemot,Uria aalge,"Sotra archipelago, Norway",60.3892131,4.970816438,North Atlantic Ocean,Subadult,2017,2019,2019,2018,3,1,1,1,Yes,Necropsy
Larus pacificus,1883,"Stewart et al., 2020",Pacific Gull,Larus pacificus,"Tamar Island Wetlands, Launceston, Tasmania",-41.391306,147.0739254,South Pacific Ocean,Mixed,2018-2020,2018,2020,2019,3,374,324,0.8663,Yes,Bolus
Spheniscus demersus,1884,"Vanstreels et al., 2020",African Penguin,Spheniscus demersus,"Mercury, Ichaboe, Halifax and Posession Islands, Namibia. South Africa's Western and Eastern Cape",-26.2888983,14.9366682,South Atlantic Ocean,Adult,1980-2017,1980,2017,1999,38,4793,6,0.001251826,Yes,Lavage
Spheniscus demersus,1885,"Vanstreels et al., 2020",African Penguin,Spheniscus demersus,"Malgas, Dassen, Robben and Dyer Islands. Western Cape, South Africa",-33.92584,18.42322,South Atlantic Ocean,Adult,2017-2018,2017,2018,2018,2,159,1,0.006289308,Yes,Necropsy
Spheniscus demersus,1886,"Vanstreels et al., 2020",African Penguin,Spheniscus demersus,"Mercury, Ichaboe, Halifax and Posession Islands, Namibia. South Africa's Western and Eastern Cape",-26.2888983,14.9366682,South Atlantic Ocean,Adult,2016,2016,2016,2016,1,2,1,0.5,Yes,Necropsy
Larus michahellis,1887,"Méndez et al., 2020",Yellow-legged Gull,Larus michahellis,"Barcelona, Spain",41.3828939,2.1774322,North Atlantic Ocean,Nest-bound,2018,2018,2018,2018,1,101,51,0.5049,Yes,Necropsy
Larus fuscus,1888,"Vanermen et al., 2020",Lesser Black-backed Gull,Larus fuscus,"Neeltje Jans, Oosterduinen",51.6238,3.6841,North Atlantic Ocean,Mixed,2020,2020,2020,2020,1,29,1,NA,Yes,Bolus
Larus argentatus,1889,"Vanermen et al., 2020",Herring Gull,Larus argentatus,"Neeltje Jans, Oosterduinen",51.6238,3.6841,North Atlantic Ocean,Mixed,2020,2020,2020,2020,1,20,4,NA,Yes,Bolus
Diomedea exulans,1890,"Roman et al., 2021",Wandering Albatross,Diomedea exulans,Australia/New Zealand,-35.98047652,163.1093107,South Pacific Ocean,Mixed,2001-2020,2001,2020,2011,20,7,0,0,No,Necropsy
Diomedea antipodensis,1891,"Roman et al., 2021",Antipodean Albatross,Diomedea antipodensis,Australia/New Zealand,-35.98047652,163.1093107,South Pacific Ocean,Mixed,2001-2020,2001,2020,2011,20,1,0,0,No,Necropsy
Diomedea epomophora,1892,"Roman et al., 2021",Southern Royal Albatross,Diomedea epomophora,Australia/New Zealand,-35.98047652,163.1093107,South Pacific Ocean,Mixed,2001-2020,2001,2020,2011,20,4,1,0.25,Yes,Necropsy
Diomedea sanfordi,1893,"Roman et al., 2021",Northern Royal Albatross,Diomedea sanfordi,Australia/New Zealand,-35.98047652,163.1093107,South Pacific Ocean,Mixed,2001-2020,2001,2020,2011,20,27,0,0,No,Necropsy
Diomedea spp.,1894,"Roman et al., 2021",Royal Albatross spp.,Diomedea spp.,Australia/New Zealand,-35.98047652,163.1093107,South Pacific Ocean,Mixed,2001-2020,2001,2020,2011,20,6,0,0,No,Necropsy
Thalassarche bulleri,1895,"Roman et al., 2021",Buller's Albatross,Thalassarche bulleri,Australia/New Zealand,-35.98047652,163.1093107,South Pacific Ocean,Mixed,2001-2020,2001,2020,2011,20,3,0,0,No,Necropsy
Thalassarche chrysostoma,1896,"Roman et al., 2021",Grey-headed Albatross,Thalassarche chrysostoma,Australia/New Zealand,-35.98047652,163.1093107,South Pacific Ocean,Mixed,2001-2020,2001,2020,2011,20,7,2,0.285714286,Yes,Necropsy
Thalassarche eremita,1897,"Roman et al., 2021",Chatham Albatross,Thalassarche eremita,Australia/New Zealand,-35.98047652,163.1093107,South Pacific Ocean,Mixed,2001-2020,2001,2020,2011,20,17,0,0,No,Necropsy
Thalassarche salvini,1898,"Roman et al., 2021",Salvin's Albatross,Thalassarche salvini,Australia/New Zealand,-35.98047652,163.1093107,South Pacific Ocean,Mixed,2001-2020,2001,2020,2011,20,5,0,0,No,Necropsy
Thalassarche cauta,1899,"Roman et al., 2021",Shy Albatross,Thalassarche cauta,Australia/New Zealand,-35.98047652,163.1093107,South Pacific Ocean,Mixed,2001-2020,2001,2020,2011,20,11,1,0.090909091,Yes,Necropsy
Thalassarche cauta,1900,"Roman et al., 2021",White-capped Albatross,Thalassarche cauta steadi,Australia/New Zealand,-35.98047652,163.1093107,South Pacific Ocean,Mixed,2001-2020,2001,2020,2011,20,6,0,0,No,Necropsy
Phoebetria palpebrata,1901,"Roman et al., 2021",Light-mantled Albatross,Phoebetria palpebrate,Australia/New Zealand,-35.98047652,163.1093107,South Pacific Ocean,Mixed,2001-2020,2001,2020,2011,20,11,2,0.181818182,Yes,Necropsy
Phoebetria fusca,1902,"Roman et al., 2021",Sooty Albatross,Phoebetria fusca,Australia/New Zealand,-35.98047652,163.1093107,South Pacific Ocean,Mixed,2001-2020,2001,2020,2011,20,2,0,0,No,Necropsy
Hydrobates leucorhous,1903,"Frith et al., 2020",Leach's Storm-petrel,Hydrobates leucorhous,"County Island, Nova Scoa, Canada",45.1,-61.533333,North Atlantic Ocean,Adult,2018,2018,2018,2018,1,23,1,0.043,Yes,Regurgitation
Hydrobates leucorhous,1904,"Frith et al., 2020",Leach's Storm-petrel,Hydrobates leucrhos,"Bon Portage Island, Nova Scotia",43.4666667,-65.7333333,North Atlantic Ocean,Adult,2018,2018,2018,2018,1,20,1,0.05,Yes,Regurgitation
Hydrobates leucorhous,1905,"Frith et al., 2020",Leach's Storm-petrel,Hydrobates leucrhos,"Kent Island, Grand Manan, New Brunswick",44.5833333,-66.76666667,North Atlantic Ocean,Adult,2018,2018,2018,2018,1,3,2,0.667,Yes,Regurgitation
Hydrobates leucorhous,1906,"Frith et al., 2020",Leach's Storm-petrel,Hydrobates leucrhos,"County Island, Nova Scoa, Canada",45.1,-61.533333,North Atlantic Ocean,Adult,2019,2019,2019,2019,1,2,2,0.091,Yes,Regurgitation
Hydrobates leucorhous,1907,"Frith et al., 2020",Leach's Storm-petrel,Hydrobates leucrhos,"Bon Portage Island, Nova Scotia",43.4666667,-65.7333333,North Atlantic Ocean,Adult,2019,2019,2019,2019,1,18,0,0,No,Regurgitation
Hydrobates leucorhous,1908,"Frith et al., 2020",Leach's Storm-petrel,Hydrobates leucrhos,"Kent Island, Grand Manan, New Brunswick",44.5833333,-66.76666667,North Atlantic Ocean,Adult,2019,2019,2019,2019,1,21,3,0.095,Yes,Regurgitation
Pygoscelis adeliae,1909,"Fragão, 2020",Adelie Penguin,Pygoscelis adeliae,"Yalour Island, Antarctic Penninsula",-65.1721137,-64.141547,Southern Ocean,Mixed,2008,2008,2008,2008,1,20,4,0.2,Yes,Scat
Pygoscelis antarcticus,1910,"Fragão, 2020",Chinstrap Penguin,Pygoscelis antarcticus,"Deception Island, Antarctic Penninsula",-62.9569512,-60.552172,Southern Ocean,Mixed,2006,2006,2006,2006,1,28,11,0.32,Yes,Scat
Pygoscelis antarcticus,1911,"Fragão, 2020",Chinstrap Penguin,Pygoscelis antarcticus,"Hannah Point and Ronge Island, Antarctic Penninsula",-64.6865094,-62.6232482,Southern Ocean,Mixed,2008,2008,2008,2008,1,29,9,0.28,Yes,Scat
Pygoscelis papua,1912,"Fragão, 2020",Gentoo Penguin,Pygoscelis papua,"King George Island and Paradise Bay, Antarctic Penninsula",-62.0761301,-58.6319154,Southern Ocean,Mixed,2006,2006,2006,2006,1,47,15,0.32,Yes,Scat
Pygoscelis papua,1913,"Fragão, 2020",Gentoo Penguin,Pygoscelis papua,"King George Island, Antarctic Penninsula",-62.0761301,-58.6319154,Southern Ocean,Mixed,2007,2007,2007,2007,1,18,10,0.5,Yes,Scat
Pygoscelis papua,1914,"Fragão, 2020",Gentoo Penguin,Pygoscelis papua,"Hannah Point, Ronge Island, Almirante Brown, Cierva Cove and Kings George Island, Antarctic Penninsula",-64.7086969,-62.6847012,Southern Ocean,Mixed,2008,2008,2008,2008,1,95,26,0.26,Yes,Scat
Pygoscelis papua,1915,"Fragão, 2020",Gentoo Penguin,Pygoscelis papua,"Landing Beach, Bird Island, South Georgia",-54.25,-36.75,South Atlantic Ocean,Mixed,2012,2012,2012,2012,1,23,6,0.26,Yes,Scat
Pygoscelis papua,1916,"Fragão, 2020",Gentoo Penguin,Pygoscelis papua,"Landing Beach, Bird Island, South Georgia",-54.25,-36.75,South Atlantic Ocean,Mixed,2013,2013,2013,2013,1,23,5,0.22,Yes,Scat
Pygoscelis papua,1917,"Fragão, 2020",Gentoo Penguin,Pygoscelis papua,"Landing Beach, Bird Island, South Georgia",-54.25,-36.75,South Atlantic Ocean,Mixed,2014,2014,2014,2014,1,20,5,0.25,Yes,Scat
Pygoscelis papua,1918,"Fragão, 2020",Gentoo Penguin,Pygoscelis papua,"Byers Peninsula, Antarctica",-62.6249609,-61.068315,South Atlantic Ocean,Mixed,2016,2016,2016,2016,1,14,6,0.43,Yes,Scat
Pygoscelis adeliae,1919,"Panasiuk et al., 2020",Adelie Penguin,Pygoscelis adeliae,"Admiralty Bay, King Geoge Island, South Shetland Islands, Antarctic Specially Protected Area",-62.0225,-58.2513888,Southern Ocean,Adult,2012-2013,2012,2013,2013,2,30,4,0.13333,Yes,Lavage
Pygoscelis antarcticus,1920,"Panasiuk et al., 2020",Chinstrap Penguin,Pygoscelis antarcticus,"Admiralty Bay, King Geoge Island, South Shetland Islands, Antarctic Specially Protected Area",-62.0225,-58.2513888,Southern Ocean,Adult,2012-2013,2012,2013,2013,2,20,0,0,No,Lavage
Pygoscelis papua,1921,"Panasiuk et al., 2020",Gentoo Penguin,Pygoscelis papua,"Admiralty Bay, King Geoge Island, South Shetland Islands, Antarctic Specially Protected Area",-62.0225,-58.2513888,Southern Ocean,Adult,2012-2013,2012,2013,2013,2,10,0,0,No,Lavage
Larus michahellis,1922,"Lopes et al., 2021",Yellow-legged Gull,Larus michahellis,"Deserta Island, Ria Formosa Natural Park, Portugal",36.9622222,-7.889722222,North Atlantic Ocean,Mixed,2017-2019,2017,2019,2018,3,281,78,0.277580071,Yes,Bolus
Larus michahellis,1923,"Lopes et al., 2021",Yellow-legged Gull,Larus michahellis,"Berlenga Island, Portugal",39.4136111,-9.508055556,North Atlantic Ocean,Mixed,2017-2020,2017,2019,2018,3,525,17,0.032380952,Yes,Bolus
Larus michahellis,1924,"Lopes et al., 2021",Yellow-legged Gull,Larus michahellis,"Peniche, Central Portugal",39.3536111,-9.381944444,North Atlantic Ocean,Mixed,2017-2021,2017,2019,2018,3,106,17,0.160377359,Yes,Bolus
