clements2024_binomial,tips,order,freeflying,source,date_median,marine_region,sampling_method,body_mass_g,body_mass_2sd,main_diet,carrion,fish,cephalopods,crustaceans,other_inverts,as_fishery,as_agriculture,as_refuse,anthropogenic_subsidy,pelagic_specialist,feeding_method,aerial_pursuit,bottom_feeding,diving,plunging,scavenging,skimming,surface_seizing,terrestrial_feeding,n_plastic,n_total,FO
Nannopterum auritum,Nannopterum_auritum,Suliformes,NA,"Schutten et al., 2024",2021,North Atlantic Ocean,Necropsy,1674,0.09311369652114510,Fish,No,Yes,No,Yes,Yes,No,No,No,No,No,Diving,No,Yes,Yes,No,No,No,No,No,1,19,0.05263157894736840
Nannopterum brasilianum,Nannopterum_brasilianum,Suliformes,NA,"Klopertanz et al., 2022",2021,South Atlantic Ocean,Necropsy,1210,-0.014825040942700000,Fish,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Diving,No,Yes,Yes,No,No,No,No,No,0,1,0
Nannopterum brasilianum,Nannopterum_brasilianum,Suliformes,NA,"Porras-Parra et al., 2024",2019,South Pacific Ocean,Bolus,1210,-0.014825040942700000,Fish,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Diving,No,Yes,Yes,No,No,No,No,No,57,800,0.07125
Nannopterum brasilianum,Nannopterum_brasilianum,Suliformes,NA,"Porras-Parra et al., 2024",2020.5,South Pacific Ocean,Bolus,1210,-0.014825040942700000,Fish,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Diving,No,Yes,Yes,No,No,No,No,No,16,647,0.02472952086553320
Nannopterum brasilianum,Nannopterum_brasilianum,Suliformes,NA,"Vanstreels et al., 2021",2020,South Atlantic Ocean,Necropsy,1210,-0.014825040942700000,Fish,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Diving,No,Yes,Yes,No,No,No,No,No,0,2,0
Nesofregetta fuliginosa,Nesofregetta_fuliginosa,Procellariiformes,1,Ainley et al. 1990b,1986,Southern Ocean,Necropsy,70,-0.280019352815078,Crustaceans,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Surface.Seizing,No,No,No,Yes,No,No,Yes,No,0,8,0
Nesofregetta fuliginosa,Nesofregetta_fuliginosa,Procellariiformes,1,Spear et al. 1995,1987.5,South Pacific Ocean,Necropsy,70,-0.280019352815078,Crustaceans,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Surface.Seizing,No,No,No,Yes,No,No,Yes,No,0,14,0
Oceanites gracilis,Oceanites_gracilis,Procellariiformes,1,Ainley et al. 1990b,1986,Southern Ocean,Necropsy,16.7,-0.2924183500280590,Fish,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,No,No,Yes,No,Yes,No,0,2,0
Oceanites oceanicus,Oceanites_oceanicus,Procellariiformes,1,Ainley et al. 1990a,1978,Southern Ocean,Necropsy,32,-0.28885916321082400,Crustaceans,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,No,Yes,Yes,No,Yes,No,10,27,0.37037037037037000
Oceanites oceanicus,Oceanites_oceanicus,Procellariiformes,1,Ainley et al. 1990a,1985.5,South Pacific Ocean,Necropsy,32,-0.28885916321082400,Crustaceans,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,No,Yes,Yes,No,Yes,No,2,49,0.04081632653061220
Oceanites oceanicus,Oceanites_oceanicus,Procellariiformes,1,Ainley et al. 1990a,1986,Southern Ocean,Necropsy,32,-0.28885916321082400,Crustaceans,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,No,Yes,Yes,No,Yes,No,20,57,0.3508771929824560
Oceanites oceanicus,Oceanites_oceanicus,Procellariiformes,1,Ainley et al. 1990a,1988,South Pacific Ocean,Necropsy,32,-0.28885916321082400,Crustaceans,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,No,Yes,Yes,No,Yes,No,2,49,0.04081632653061220
Oceanites oceanicus,Oceanites_oceanicus,Procellariiformes,1,Ainley et al. 1990b,1986,Southern Ocean,Necropsy,32,-0.28885916321082400,Crustaceans,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,No,Yes,Yes,No,Yes,No,0,8,0
Oceanites oceanicus,Oceanites_oceanicus,Procellariiformes,1,Croxall et al. 1988,1988,Indian Ocean,Bolus,32,-0.28885916321082400,Crustaceans,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,No,Yes,Yes,No,Yes,No,5,51,0.09803921568627450
Oceanites oceanicus,Oceanites_oceanicus,Procellariiformes,1,van Franeker and Bell 1988,1985.5,Indian Ocean,Necropsy,32,-0.28885916321082400,Crustaceans,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,No,Yes,Yes,No,Yes,No,2,4,0.5
Oceanites oceanicus,Oceanites_oceanicus,Procellariiformes,NA,"Gallo et al., 2024",2019,South Atlantic Ocean,Necropsy,32,-0.28885916321082400,Crustaceans,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,No,Yes,Yes,No,Yes,No,0,2,0
Oceanites oceanicus,Oceanites_oceanicus,Procellariiformes,NA,Ryan 1987,1982,Indian Ocean,Necropsy,32,-0.28885916321082400,Crustaceans,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,No,Yes,Yes,No,Yes,No,3,4,0.75
Oceanites oceanicus,Oceanites_oceanicus,Procellariiformes,NA,"do Nascimiento et al., 2023",2015,South Atlantic Ocean,Necropsy,32,-0.28885916321082400,Crustaceans,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,No,Yes,Yes,No,Yes,No,0,7,0
Oceanites oceanicus,Oceanites_oceanicus,Procellariiformes,NA,"do Nascimiento, 2022",2018,South Atlantic Ocean,Necropsy,32,-0.28885916321082400,Crustaceans,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,No,Yes,Yes,No,Yes,No,0,2,0
Onychoprion aleuticus,Onychoprion_aleuticus,Charadriiformes,NA,Day et al. 1984/Day 1980,1973,North Pacific Ocean,Necropsy,120,-0.26838802334699100,Fish,No,Yes,No,No,No,No,No,No,No,Yes,Surface.Seizing,No,No,No,Yes,No,No,Yes,No,0,8,0
Onychoprion anaethetus,Onychoprion_anaethetus,Charadriiformes,NA,"Berr et al., 2020",2016.5,South Pacific Ocean,Necropsy,127,-0.2667596372214590,Fish,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Plunging,Yes,No,No,Yes,No,No,Yes,No,0,1,0
Onychoprion fuscatus,Onychoprion_fuscatus,Charadriiformes,1,Ainley et al. 1990b,1986,Southern Ocean,Necropsy,175,-0.25559356093209600,Cephalopods,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,No,No,No,No,Yes,No,0,35,0
Onychoprion fuscatus,Onychoprion_fuscatus,Charadriiformes,1,Rapp et al. 2017,2009.5,North Pacific Ocean,Necropsy,175,-0.25559356093209600,Cephalopods,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,No,No,No,No,Yes,No,0,4,0
Onychoprion fuscatus,Onychoprion_fuscatus,Charadriiformes,1,Roman et al. 2016,2013,South Pacific Ocean,Necropsy,175,-0.25559356093209600,Cephalopods,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,No,No,No,No,Yes,No,0,27,0
Onychoprion fuscatus,Onychoprion_fuscatus,Charadriiformes,1,Sileo et al. 1990a,1986,North Pacific Ocean,Lavage,175,-0.25559356093209600,Cephalopods,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,No,No,No,No,Yes,No,2,26,0.07692307692307690
Onychoprion fuscatus,Onychoprion_fuscatus,Charadriiformes,1,Spear et al. 1995,1987.5,South Pacific Ocean,Necropsy,175,-0.25559356093209600,Cephalopods,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,No,No,No,No,Yes,No,1,64,0.015625
Onychoprion fuscatus,Onychoprion_fuscatus,Charadriiformes,1,Tavares et al. 2017,2012,South Pacific Ocean,Necropsy,175,-0.25559356093209600,Cephalopods,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,No,No,No,No,Yes,No,0,1,0
Onychoprion fuscatus,Onychoprion_fuscatus,Charadriiformes,1,"Van de Crommenacker et al., 2022",2019,Indian Ocean,Necropsy,175,-0.25559356093209600,Cephalopods,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,No,No,No,No,Yes,No,0,7,0
Onychoprion fuscatus,Onychoprion_fuscatus,Charadriiformes,NA,"Berr et al., 2020",2016.5,South Pacific Ocean,Necropsy,175,-0.25559356093209600,Cephalopods,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,No,No,No,No,Yes,No,0,1,0
Onychoprion fuscatus,Onychoprion_fuscatus,Charadriiformes,NA,"Cartraud et al., 2019",2006,Indian Ocean,Necropsy,175,-0.25559356093209600,Cephalopods,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,No,No,No,No,Yes,No,4,27,0.14814814814814800
Onychoprion fuscatus,Onychoprion_fuscatus,Charadriiformes,NA,Day et al. 1984/Harrison et al. 1983,1980.5,North Pacific Ocean,Bolus,175,-0.25559356093209600,Cephalopods,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,No,No,No,No,Yes,No,0,356,0
Onychoprion fuscatus,Onychoprion_fuscatus,Charadriiformes,NA,Rapp et al. 2017,2009.5,North Pacific Ocean,Necropsy,175,-0.25559356093209600,Cephalopods,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Surface.Seizing,No,No,No,No,No,No,Yes,No,0,10,0
Onychoprion lunatus,Onychoprion_lunatus,Charadriiformes,1,Ainley et al. 1990b,1986,Southern Ocean,Necropsy,146,-0.2623397320235860,Fish,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Plunging,No,No,No,Yes,No,No,Yes,No,0,5,0
Onychoprion lunatus,Onychoprion_lunatus,Charadriiformes,1,Sileo et al. 1990a,1986,North Pacific Ocean,Lavage,146,-0.2623397320235860,Fish,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Plunging,No,No,No,Yes,No,No,Yes,No,0,7,0
Onychoprion lunatus,Onychoprion_lunatus,Charadriiformes,1,Sileo et al. 1990a,1987,North Pacific Ocean,Lavage,146,-0.2623397320235860,Fish,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Plunging,No,No,No,Yes,No,No,Yes,No,0,10,0
Onychoprion lunatus,Onychoprion_lunatus,Charadriiformes,1,Spear et al. 1995,1987.5,South Pacific Ocean,Necropsy,146,-0.2623397320235860,Fish,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Plunging,No,No,No,Yes,No,No,Yes,No,0,5,0
Onychoprion lunatus,Onychoprion_lunatus,Charadriiformes,NA,Day et al. 1984/Harrison et al. 1983,1980.5,North Pacific Ocean,Bolus,146,-0.2623397320235860,Fish,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Plunging,No,No,No,Yes,No,No,Yes,No,0,272,0
Pachyptila belcheri,Pachyptila_belcheri,Procellariiformes,1,Ainley et al. 1990b,1986,Southern Ocean,Necropsy,145,-0.26257235861294800,Crustaceans,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Skimming,No,No,No,Yes,No,No,Yes,No,5,6,0.8333333333333330
Pachyptila belcheri,Pachyptila_belcheri,Procellariiformes,1,Barbieri 2009,2001,South Pacific Ocean,Necropsy,145,-0.26257235861294800,Crustaceans,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Skimming,No,No,No,Yes,No,No,Yes,No,1,3,0.3333333333333330
Pachyptila belcheri,Pachyptila_belcheri,Procellariiformes,1,Harper and Fowler 1987,1967.5,South Pacific Ocean,Necropsy,145,-0.26257235861294800,Crustaceans,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Skimming,No,No,No,Yes,No,No,Yes,No,10,152,0.06578947368421050
Pachyptila belcheri,Pachyptila_belcheri,Procellariiformes,1,Petry et al. 2002,1997.5,South Pacific Ocean,Necropsy,145,-0.26257235861294800,Crustaceans,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Skimming,No,No,No,Yes,No,No,Yes,No,2,5,0.4
Pachyptila belcheri,Pachyptila_belcheri,Procellariiformes,1,Roman et al. 2016,2002,South Pacific Ocean,Necropsy,145,-0.26257235861294800,Crustaceans,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Skimming,No,No,No,Yes,No,No,Yes,No,1,1,1
Pachyptila belcheri,Pachyptila_belcheri,Procellariiformes,1,Roman et al. 2016,2013,South Pacific Ocean,Necropsy,145,-0.26257235861294800,Crustaceans,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Skimming,No,No,No,Yes,No,No,Yes,No,2,2,1
Pachyptila belcheri,Pachyptila_belcheri,Procellariiformes,1,Roman et al. 2019,2002,South Pacific Ocean,Necropsy,145,-0.26257235861294800,Crustaceans,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Skimming,No,No,No,Yes,No,No,Yes,No,2,2,1
Pachyptila belcheri,Pachyptila_belcheri,Procellariiformes,1,Roman et al. 2019,2016,South Pacific Ocean,Necropsy,145,-0.26257235861294800,Crustaceans,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Skimming,No,No,No,Yes,No,No,Yes,No,37,63,0.5873015873015870
Pachyptila belcheri,Pachyptila_belcheri,Procellariiformes,1,Tourinho et al. 2010,2007,South Pacific Ocean,Necropsy,145,-0.26257235861294800,Crustaceans,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Skimming,No,No,No,Yes,No,No,Yes,No,0,1,0
Pachyptila belcheri,Pachyptila_belcheri,Procellariiformes,1,"Yamashita et al., 2021",2016,South Pacific Ocean,Necropsy,145,-0.26257235861294800,Crustaceans,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Skimming,No,No,No,Yes,No,No,Yes,No,3,3,1
Pachyptila belcheri,Pachyptila_belcheri,Procellariiformes,NA,"Gallo et al., 2024",2019,South Atlantic Ocean,Necropsy,145,-0.26257235861294800,Crustaceans,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Skimming,No,No,No,Yes,No,No,Yes,No,0,1,0
Pachyptila belcheri,Pachyptila_belcheri,Procellariiformes,NA,Roman et al. 2019,2016,South Pacific Ocean,Necropsy,145,-0.26257235861294800,Crustaceans,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Skimming,No,No,No,Yes,No,No,Yes,No,8,12,0.6666666666666670
Pachyptila belcheri,Pachyptila_belcheri,Procellariiformes,NA,"Roman et al., 2019a",2015,Southern Ocean,Necropsy,145,-0.26257235861294800,Crustaceans,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Skimming,No,No,No,Yes,No,No,Yes,No,49,79,0.620253164556962
Pachyptila belcheri,Pachyptila_belcheri,Procellariiformes,NA,"Roman et al., 2020",2016,Indian Ocean,Necropsy,145,-0.26257235861294800,Crustaceans,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Skimming,No,No,No,Yes,No,No,Yes,No,11,25,0.44
Pachyptila belcheri,Pachyptila_belcheri,Procellariiformes,NA,Ryan 1987,1982,Indian Ocean,Necropsy,145,-0.26257235861294800,Crustaceans,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Skimming,No,No,No,Yes,No,No,Yes,No,22,32,0.6875
Pachyptila belcheri,Pachyptila_belcheri,Procellariiformes,NA,"do Nascimiento et al., 2023",2015.5,South Atlantic Ocean,Necropsy,145,-0.26257235861294800,Crustaceans,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Skimming,No,No,No,Yes,No,No,Yes,No,0,8,0
Pachyptila desolata,Pachyptila_desolata,Procellariiformes,1,Auman et al. 2004,2000.5,Indian Ocean,Necropsy,147,-0.2621071054342240,Crustaceans,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Skimming,No,No,No,Yes,No,Yes,Yes,No,2,2,1
Pachyptila desolata,Pachyptila_desolata,Procellariiformes,1,Harper and Fowler 1987,1967.5,South Pacific Ocean,Necropsy,147,-0.2621071054342240,Crustaceans,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Skimming,No,No,No,Yes,No,Yes,Yes,No,5,35,0.14285714285714300
Pachyptila desolata,Pachyptila_desolata,Procellariiformes,1,Roman et al. 2016,2000,South Pacific Ocean,Necropsy,147,-0.2621071054342240,Crustaceans,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Skimming,No,No,No,Yes,No,Yes,Yes,No,1,1,1
Pachyptila desolata,Pachyptila_desolata,Procellariiformes,1,Roman et al. 2016,2008,South Pacific Ocean,Necropsy,147,-0.2621071054342240,Crustaceans,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Skimming,No,No,No,Yes,No,Yes,Yes,No,0,1,0
Pachyptila desolata,Pachyptila_desolata,Procellariiformes,1,Roman et al. 2016,2013,South Pacific Ocean,Necropsy,147,-0.2621071054342240,Crustaceans,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Skimming,No,No,No,Yes,No,Yes,Yes,No,4,4,1
Pachyptila desolata,Pachyptila_desolata,Procellariiformes,1,Roman et al. 2019,1999,South Pacific Ocean,Necropsy,147,-0.2621071054342240,Crustaceans,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Skimming,No,No,No,Yes,No,Yes,Yes,No,1,1,1
Pachyptila desolata,Pachyptila_desolata,Procellariiformes,1,Roman et al. 2019,2000,South Pacific Ocean,Necropsy,147,-0.2621071054342240,Crustaceans,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Skimming,No,No,No,Yes,No,Yes,Yes,No,1,1,1
Pachyptila desolata,Pachyptila_desolata,Procellariiformes,1,Roman et al. 2019,2008,South Pacific Ocean,Necropsy,147,-0.2621071054342240,Crustaceans,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Skimming,No,No,No,Yes,No,Yes,Yes,No,0,1,0
Pachyptila desolata,Pachyptila_desolata,Procellariiformes,1,Roman et al. 2019,2013,South Pacific Ocean,Necropsy,147,-0.2621071054342240,Crustaceans,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Skimming,No,No,No,Yes,No,Yes,Yes,No,1,1,1
Pachyptila desolata,Pachyptila_desolata,Procellariiformes,1,Roman et al. 2019,2015,South Pacific Ocean,Necropsy,147,-0.2621071054342240,Crustaceans,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Skimming,No,No,No,Yes,No,Yes,Yes,No,1,1,1
Pachyptila desolata,Pachyptila_desolata,Procellariiformes,1,Roman et al. 2019,2016,South Pacific Ocean,Necropsy,147,-0.2621071054342240,Crustaceans,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Skimming,No,No,No,Yes,No,Yes,Yes,No,6,8,0.75
Pachyptila desolata,Pachyptila_desolata,Procellariiformes,NA,Day et al. 1984,1973,South Pacific Ocean,Necropsy,147,-0.2621071054342240,Crustaceans,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Skimming,No,No,No,Yes,No,Yes,Yes,No,0,0,0
Pachyptila desolata,Pachyptila_desolata,Procellariiformes,NA,Roman et al. 2019,2016,South Pacific Ocean,Necropsy,147,-0.2621071054342240,Crustaceans,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Skimming,No,No,No,Yes,No,Yes,Yes,No,0,2,0
Pachyptila desolata,Pachyptila_desolata,Procellariiformes,NA,"Roman et al., 2019a",2015,Southern Ocean,Necropsy,147,-0.2621071054342240,Crustaceans,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Skimming,No,No,No,Yes,No,Yes,Yes,No,12,17,0.7058823529411770
Pachyptila desolata,Pachyptila_desolata,Procellariiformes,NA,Ryan 1987,1982,Indian Ocean,Necropsy,147,-0.2621071054342240,Crustaceans,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Skimming,No,No,No,Yes,No,Yes,Yes,No,52,88,0.5909090909090910
Pachyptila desolata,Pachyptila_desolata,Procellariiformes,NA,"do Nascimiento, 2022",2018,South Atlantic Ocean,Necropsy,147,-0.2621071054342240,Crustaceans,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Skimming,No,No,No,Yes,No,Yes,Yes,No,1,1,1
Pachyptila salvini,Pachyptila_salvini,Procellariiformes,1,Harper and Fowler 1987,1967.5,South Pacific Ocean,Necropsy,159,-0.25931558636188400,Crustaceans,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Skimming,No,No,No,Yes,No,Yes,Yes,No,133,663,0.20060331825037700
Pachyptila salvini,Pachyptila_salvini,Procellariiformes,1,Roman et al. 2016,2002,South Pacific Ocean,Necropsy,159,-0.25931558636188400,Crustaceans,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Skimming,No,No,No,Yes,No,Yes,Yes,No,1,2,0.5
Pachyptila salvini,Pachyptila_salvini,Procellariiformes,1,Roman et al. 2016,2008,South Pacific Ocean,Necropsy,159,-0.25931558636188400,Crustaceans,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Skimming,No,No,No,Yes,No,Yes,Yes,No,1,1,1
Pachyptila salvini,Pachyptila_salvini,Procellariiformes,1,Roman et al. 2016,2013,South Pacific Ocean,Necropsy,159,-0.25931558636188400,Crustaceans,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Skimming,No,No,No,Yes,No,Yes,Yes,No,1,1,1
Pachyptila salvini,Pachyptila_salvini,Procellariiformes,1,Roman et al. 2019,2002,South Pacific Ocean,Necropsy,159,-0.25931558636188400,Crustaceans,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Skimming,No,No,No,Yes,No,Yes,Yes,No,1,2,0.5
Pachyptila salvini,Pachyptila_salvini,Procellariiformes,1,Roman et al. 2019,2008,South Pacific Ocean,Necropsy,159,-0.25931558636188400,Crustaceans,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Skimming,No,No,No,Yes,No,Yes,Yes,No,1,1,1
Pachyptila salvini,Pachyptila_salvini,Procellariiformes,1,Roman et al. 2019,2016,South Pacific Ocean,Necropsy,159,-0.25931558636188400,Crustaceans,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Skimming,No,No,No,Yes,No,Yes,Yes,No,8,10,0.8
Pachyptila salvini,Pachyptila_salvini,Procellariiformes,NA,Roman et al. 2019,2016,South Pacific Ocean,Necropsy,159,-0.25931558636188400,Crustaceans,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Skimming,No,No,No,Yes,No,Yes,Yes,No,6,10,0.6
Pachyptila salvini,Pachyptila_salvini,Procellariiformes,NA,"Roman et al., 2019a",2015,Southern Ocean,Necropsy,159,-0.25931558636188400,Crustaceans,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Skimming,No,No,No,Yes,No,Yes,Yes,No,17,24,0.7083333333333330
Pachyptila salvini,Pachyptila_salvini,Procellariiformes,NA,Ryan 1987,1982,Indian Ocean,Necropsy,159,-0.25931558636188400,Crustaceans,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Skimming,No,No,No,Yes,No,Yes,Yes,No,16,31,0.5161290322580650
Pachyptila turtur,Pachyptila_turtur,Procellariiformes,1,Harper and Fowler 1987,1967.5,South Pacific Ocean,Necropsy,137,-0.2644333713278420,Crustaceans,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Skimming,No,No,No,Yes,No,No,Yes,No,300,819,0.3663003663003660
Pachyptila turtur,Pachyptila_turtur,Procellariiformes,1,"Lavers et al., 2022",2022,South Pacific Ocean,Necropsy,137,-0.2644333713278420,Crustaceans,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Skimming,No,No,No,Yes,No,No,Yes,No,0,34,0
Pachyptila turtur,Pachyptila_turtur,Procellariiformes,1,Roman et al. 2016,2000,South Pacific Ocean,Necropsy,137,-0.2644333713278420,Crustaceans,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Skimming,No,No,No,Yes,No,No,Yes,No,1,1,1
Pachyptila turtur,Pachyptila_turtur,Procellariiformes,1,Roman et al. 2016,2001,South Pacific Ocean,Necropsy,137,-0.2644333713278420,Crustaceans,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Skimming,No,No,No,Yes,No,No,Yes,No,1,1,1
Pachyptila turtur,Pachyptila_turtur,Procellariiformes,1,Roman et al. 2016,2008,South Pacific Ocean,Necropsy,137,-0.2644333713278420,Crustaceans,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Skimming,No,No,No,Yes,No,No,Yes,No,1,2,0.5
Pachyptila turtur,Pachyptila_turtur,Procellariiformes,1,Roman et al. 2016,2013,South Pacific Ocean,Necropsy,137,-0.2644333713278420,Crustaceans,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Skimming,No,No,No,Yes,No,No,Yes,No,17,66,0.25757575757575800
Pachyptila turtur,Pachyptila_turtur,Procellariiformes,1,Roman et al. 2019,2000,South Pacific Ocean,Necropsy,137,-0.2644333713278420,Crustaceans,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Skimming,No,No,No,Yes,No,No,Yes,No,1,1,1
Pachyptila turtur,Pachyptila_turtur,Procellariiformes,1,Roman et al. 2019,2001,South Pacific Ocean,Necropsy,137,-0.2644333713278420,Crustaceans,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Skimming,No,No,No,Yes,No,No,Yes,No,1,1,1
Pachyptila turtur,Pachyptila_turtur,Procellariiformes,1,Roman et al. 2019,2005,South Pacific Ocean,Necropsy,137,-0.2644333713278420,Crustaceans,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Skimming,No,No,No,Yes,No,No,Yes,No,0,1,0
Pachyptila turtur,Pachyptila_turtur,Procellariiformes,1,Roman et al. 2019,2008,South Pacific Ocean,Necropsy,137,-0.2644333713278420,Crustaceans,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Skimming,No,No,No,Yes,No,No,Yes,No,1,2,0.5
Pachyptila turtur,Pachyptila_turtur,Procellariiformes,1,Roman et al. 2019,2013,Indian Ocean,Necropsy,137,-0.2644333713278420,Crustaceans,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Skimming,No,No,No,Yes,No,No,Yes,No,0,2,0
Pachyptila turtur,Pachyptila_turtur,Procellariiformes,1,Roman et al. 2019,2013,South Pacific Ocean,Necropsy,137,-0.2644333713278420,Crustaceans,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Skimming,No,No,No,Yes,No,No,Yes,No,15,47,0.3191489361702130
Pachyptila turtur,Pachyptila_turtur,Procellariiformes,1,Roman et al. 2019,2015,South Pacific Ocean,Necropsy,137,-0.2644333713278420,Crustaceans,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Skimming,No,No,No,Yes,No,No,Yes,No,1,7,0.14285714285714300
Pachyptila turtur,Pachyptila_turtur,Procellariiformes,1,Roman et al. 2019,2016,Indian Ocean,Necropsy,137,-0.2644333713278420,Crustaceans,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Skimming,No,No,No,Yes,No,No,Yes,No,1,1,1
