Clements2024_Binomial,tips,Order,freeflying,Source,Date_median,MarineRegion,Body.Mass.g,body_mass_2sd,Diet,Carrion,Fish,Cephalopods,Crustaceans,Other.Inverts,AS.Fishery,AS.Agriculture,AS.Refuse,Anthropogenic.Subsidy,Pelagic.Specialist,Feeding.method,n_plastic,n_total,FO
Larus michahellis,Larus_michahellis,Charadriiformes,1,Nicastro et al. 2018,2016,North Atlantic Ocean,1000,-0.06367662470866434,Fish,1,1,0,0,1,1,0,0,1,0,Plunging,4,35,0.11428571428571428
Larus michahellis,Larus_michahellis,Charadriiformes,NA,"Basto et al., 2019",2012,North Atlantic Ocean,1000,-0.06367662470866434,Fish,1,1,0,0,1,1,0,0,1,0,Plunging,13,124,0.10483870967741936
Larus michahellis,Larus_michahellis,Charadriiformes,NA,"Coentro, 2022",2021,North Atlantic Ocean,1000,-0.06367662470866434,Fish,1,1,0,0,1,1,0,0,1,0,Plunging,36,109,0.3302752293577982
Larus michahellis,Larus_michahellis,Charadriiformes,NA,"Droguet, 2023",2020,North Atlantic Ocean,1000,-0.06367662470866434,Fish,1,1,0,0,1,1,0,0,1,0,Plunging,120,143,0.8391608391608392
Larus michahellis,Larus_michahellis,Charadriiformes,NA,"Droguet, 2023",2021,North Atlantic Ocean,1000,-0.06367662470866434,Fish,1,1,0,0,1,1,0,0,1,0,Plunging,139,177,0.7853107344632768
Larus michahellis,Larus_michahellis,Charadriiformes,NA,"Droguet, 2023",2022,North Atlantic Ocean,1000,-0.06367662470866434,Fish,1,1,0,0,1,1,0,0,1,0,Plunging,166,217,0.7649769585253456
Larus michahellis,Larus_michahellis,Charadriiformes,NA,"Lopes et al., 2021",2018,North Atlantic Ocean,1000,-0.06367662470866434,Fish,1,1,0,0,1,1,0,0,1,0,Plunging,489,1414,0.34582743988684583
Larus michahellis,Larus_michahellis,Charadriiformes,NA,"Lopes et al., 2022",2019.5,North Atlantic Ocean,1000,-0.06367662470866434,Fish,1,1,0,0,1,1,0,0,1,0,Plunging,7,23,0.30434782608695654
Larus michahellis,Larus_michahellis,Charadriiformes,NA,"Navarro et al., 2023",2020.5,North Atlantic Ocean,1000,-0.06367662470866434,Fish,1,1,0,0,1,1,0,0,1,0,Plunging,6,20,0.3
Larus michahellis,Larus_michahellis,Charadriiformes,NA,Nicastro et al. 2018,2014,North Atlantic Ocean,1000,-0.06367662470866434,Fish,1,1,0,0,1,1,0,0,1,0,Plunging,0,3,0
Larus michahellis,Larus_michahellis,Charadriiformes,NA,Nicastro et al. 2018,2015,North Atlantic Ocean,1000,-0.06367662470866434,Fish,1,1,0,0,1,1,0,0,1,0,Plunging,14,75,0.18666666666666668
Larus michahellis,Larus_michahellis,Charadriiformes,NA,Nicastro et al. 2018,2016,North Atlantic Ocean,1000,-0.06367662470866434,Fish,1,1,0,0,1,1,0,0,1,0,Plunging,5,16,0.3125
Larus michahellis,Larus_michahellis,Charadriiformes,NA,"Senes et al., 2023",2022,North Atlantic Ocean,1000,-0.06367662470866434,Fish,1,1,0,0,1,1,0,0,1,0,Plunging,13,16,0.8125
Larus pacificus,Larus_pacificus,Charadriiformes,NA,"Bartlett, 2019",2018.5,Southern Ocean,1313.5,0.009251811056239624,Fish,1,1,1,0,1,1,0,0,1,1,Scavenging,93,107,0.8691588785046729
Larus pacificus,Larus_pacificus,Charadriiformes,NA,"Stewart et al., 2020",2019,South Pacific Ocean,1313.5,0.009251811056239624,Fish,1,1,1,0,1,1,0,0,1,1,Scavenging,324,374,0.8663101604278075
Larus schistisagus,Larus_schistisagus,Charadriiformes,1,Robards 1993,1990.5,North Pacific Ocean,1323,0.011461763655176108,Fish,1,1,0,1,1,1,0,0,1,1,Plunging,0,1,0
Larus smithsonianus,Larus_smithsonianus,Charadriiformes,1,"Jardine et al., 2021",2014.5,North Atlantic Ocean,1085,-0.04390336461291685,Fish,1,1,0,1,1,1,0,1,1,0,Surface.Seizing,21,44,0.4772727272727273
Larus smithsonianus,Larus_smithsonianus,Charadriiformes,1,"Schutten et al., 2024",2020.5,North Atlantic Ocean,1085,-0.04390336461291685,Fish,1,1,0,1,1,1,0,1,1,0,Surface.Seizing,33,46,0.717391304347826
Leucocarbo atriceps,Leucocarbo_atriceps,Suliformes,1,Ainley et al. 1990a,1986.5,Southern Ocean,2491,0.2831696200296827,Fish,0,1,1,1,1,0,0,0,0,1,Diving,0,75,0
Leucocarbo atriceps,Leucocarbo_atriceps,Suliformes,NA,Ryan 1987,1982,Indian Ocean,2491,0.2831696200296827,Fish,0,1,1,1,1,0,0,0,0,1,Diving,0,12,0
Leucocarbo atriceps,Leucocarbo_atriceps,Suliformes,NA,"Slip et al., 1990",1988.5,South Pacific Ocean,2491,0.2831696200296827,Fish,0,1,1,1,1,0,0,0,0,1,Diving,5,64,0.078125
Leucocarbo bougainvilliorum,Leucocarbo_bougainvilliorum,Suliformes,NA,"Diaz-Santibañez et al., 2023",2018,South Pacific Ocean,NA,NA,Fish,0,1,0,0,0,0,0,0,0,0,Diving,51,961,0.053069719042663895
Leucocarbo bougainvilliorum,Leucocarbo_bougainvilliorum,Suliformes,NA,"Diaz-Santibañez et al., 2023",2018.5,South Pacific Ocean,NA,NA,Fish,0,1,0,0,0,0,0,0,0,0,Diving,111,1191,0.09319899244332494
Leucocarbo bougainvilliorum,Leucocarbo_bougainvilliorum,Suliformes,NA,"Diaz-Santibañez et al., 2023",2019,South Pacific Ocean,NA,NA,Fish,0,1,0,0,0,0,0,0,0,0,Diving,0,134,0
Leucophaeus atricilla,Leucophaeus_atricilla,Charadriiformes,NA,"Clark, 2021",2020,North Atlantic Ocean,308,-0.22465422454698505,Other.Inverts,1,1,0,1,1,1,0,1,1,1,Surface.Seizing,13,13,1
Macronectes giganteus,Macronectes_giganteus,Procellariiformes,0,Copello & Quintana 2003,2002,South Pacific Ocean,3697.5,0.5638336000946161,Carrion.NonFishVertebrates,1,1,1,1,0,1,0,0,1,1,Scavenging,48,73,0.6575342465753424
Macronectes giganteus,Macronectes_giganteus,Procellariiformes,1,Ainley et al. 1990a,1978,Southern Ocean,3697.5,0.5638336000946161,Carrion.NonFishVertebrates,1,1,1,1,0,1,0,0,1,1,Scavenging,0,2,0
Macronectes giganteus,Macronectes_giganteus,Procellariiformes,1,Ainley et al. 1990a,1985.5,South Pacific Ocean,3697.5,0.5638336000946161,Carrion.NonFishVertebrates,1,1,1,1,0,1,0,0,1,1,Scavenging,0,4,0
Macronectes giganteus,Macronectes_giganteus,Procellariiformes,1,Ainley et al. 1990a,1986,Southern Ocean,3697.5,0.5638336000946161,Carrion.NonFishVertebrates,1,1,1,1,0,1,0,0,1,1,Scavenging,0,2,0
Macronectes giganteus,Macronectes_giganteus,Procellariiformes,1,Ainley et al. 1990a,1986.5,Southern Ocean,3697.5,0.5638336000946161,Carrion.NonFishVertebrates,1,1,1,1,0,1,0,0,1,1,Scavenging,0,5,0
Macronectes giganteus,Macronectes_giganteus,Procellariiformes,1,Auman et al. 2004,2000.5,Indian Ocean,3697.5,0.5638336000946161,Carrion.NonFishVertebrates,1,1,1,1,0,1,0,0,1,1,Scavenging,0,1,0
Macronectes giganteus,Macronectes_giganteus,Procellariiformes,1,Nel et al. 1999,1997,North Atlantic Ocean,3697.5,0.5638336000946161,Carrion.NonFishVertebrates,1,1,1,1,0,1,0,0,1,1,Scavenging,2,2,1
Macronectes giganteus,Macronectes_giganteus,Procellariiformes,1,Petry et al. 2002,1997.5,South Pacific Ocean,3697.5,0.5638336000946161,Carrion.NonFishVertebrates,1,1,1,1,0,1,0,0,1,1,Scavenging,4,10,0.4
Macronectes giganteus,Macronectes_giganteus,Procellariiformes,1,Roman et al. 2016,2013,South Pacific Ocean,3697.5,0.5638336000946161,Carrion.NonFishVertebrates,1,1,1,1,0,1,0,0,1,1,Scavenging,3,4,0.75
Macronectes giganteus,Macronectes_giganteus,Procellariiformes,1,Roman et al. 2019,2010,South Pacific Ocean,3697.5,0.5638336000946161,Carrion.NonFishVertebrates,1,1,1,1,0,1,0,0,1,1,Scavenging,1,1,1
Macronectes giganteus,Macronectes_giganteus,Procellariiformes,1,Roman et al. 2019,2013,South Pacific Ocean,3697.5,0.5638336000946161,Carrion.NonFishVertebrates,1,1,1,1,0,1,0,0,1,1,Scavenging,2,3,0.6666666666666666
Macronectes giganteus,Macronectes_giganteus,Procellariiformes,1,Roman et al. 2019,2016,Indian Ocean,3697.5,0.5638336000946161,Carrion.NonFishVertebrates,1,1,1,1,0,1,0,0,1,1,Scavenging,0,1,0
Macronectes giganteus,Macronectes_giganteus,Procellariiformes,1,Roman et al. 2019,2016,South Pacific Ocean,3697.5,0.5638336000946161,Carrion.NonFishVertebrates,1,1,1,1,0,1,0,0,1,1,Scavenging,1,1,1
Macronectes giganteus,Macronectes_giganteus,Procellariiformes,1,Tourinho et al. 2010,2007,South Pacific Ocean,3697.5,0.5638336000946161,Carrion.NonFishVertebrates,1,1,1,1,0,1,0,0,1,1,Scavenging,2,2,1
Macronectes giganteus,Macronectes_giganteus,Procellariiformes,NA,Barbieri 2009,2001,South Pacific Ocean,3697.5,0.5638336000946161,Carrion.NonFishVertebrates,1,1,1,1,0,1,0,0,1,1,Scavenging,9,14,0.6428571428571429
Macronectes giganteus,Macronectes_giganteus,Procellariiformes,NA,"Gallo et al., 2024",2019,South Atlantic Ocean,3697.5,0.5638336000946161,Carrion.NonFishVertebrates,1,1,1,1,0,1,0,0,1,1,Scavenging,20,36,0.5555555555555556
Macronectes giganteus,Macronectes_giganteus,Procellariiformes,NA,Roman et al. 2019,2014,Indian Ocean,3697.5,0.5638336000946161,Carrion.NonFishVertebrates,1,1,1,1,0,1,0,0,1,1,Scavenging,0,1,0
Macronectes giganteus,Macronectes_giganteus,Procellariiformes,NA,"Roman et al., 2019a",2015,Southern Ocean,3697.5,0.5638336000946161,Carrion.NonFishVertebrates,1,1,1,1,0,1,0,0,1,1,Scavenging,5,8,0.625
Macronectes giganteus,Macronectes_giganteus,Procellariiformes,NA,Ryan 1987,1982,Indian Ocean,3697.5,0.5638336000946161,Carrion.NonFishVertebrates,1,1,1,1,0,1,0,0,1,1,Scavenging,9,123,0.07317073170731707
Macronectes giganteus,Macronectes_giganteus,Procellariiformes,NA,"Slip et al., 1990",1977,South Pacific Ocean,3697.5,0.5638336000946161,Carrion.NonFishVertebrates,1,1,1,1,0,1,0,0,1,1,Scavenging,0,2,0
Macronectes giganteus,Macronectes_giganteus,Procellariiformes,NA,"Slip et al., 1990",1988,South Pacific Ocean,3697.5,0.5638336000946161,Carrion.NonFishVertebrates,1,1,1,1,0,1,0,0,1,1,Scavenging,2,5,0.4
Macronectes giganteus,Macronectes_giganteus,Procellariiformes,NA,"do Nascimiento, 2022",2018,South Atlantic Ocean,3697.5,0.5638336000946161,Carrion.NonFishVertebrates,1,1,1,1,0,1,0,0,1,1,Scavenging,2,5,0.4
Macronectes halli,Macronectes_halli,Procellariiformes,1,Robertson et al. 2004,1998,South Pacific Ocean,4249,0.692127164127613,Carrion.NonFishVertebrates,1,0,1,1,0,0,0,0,0,1,Scavenging,1,4,0.25
Macronectes halli,Macronectes_halli,Procellariiformes,1,Roman et al. 2016,2013,South Pacific Ocean,4249,0.692127164127613,Carrion.NonFishVertebrates,1,0,1,1,0,0,0,0,0,1,Scavenging,1,1,1
Macronectes halli,Macronectes_halli,Procellariiformes,1,Roman et al. 2019,2015,South Pacific Ocean,4249,0.692127164127613,Carrion.NonFishVertebrates,1,0,1,1,0,0,0,0,0,1,Scavenging,1,2,0.5
Macronectes halli,Macronectes_halli,Procellariiformes,1,"Valls et al., 2015",2014,South Atlantic Ocean,4249,0.692127164127613,Carrion.NonFishVertebrates,1,0,1,1,0,0,0,0,0,1,Scavenging,1,1,1
Macronectes halli,Macronectes_halli,Procellariiformes,NA,"Muñoz et al., 2023",2011,South Atlantic Ocean,4249,0.692127164127613,Carrion.NonFishVertebrates,1,0,1,1,0,0,0,0,0,1,Scavenging,4,4,1
Macronectes halli,Macronectes_halli,Procellariiformes,NA,Roman et al. 2019,2016,South Pacific Ocean,4249,0.692127164127613,Carrion.NonFishVertebrates,1,0,1,1,0,0,0,0,0,1,Scavenging,0,1,0
Macronectes halli,Macronectes_halli,Procellariiformes,NA,"Roman et al., 2019a",2015,Southern Ocean,4249,0.692127164127613,Carrion.NonFishVertebrates,1,0,1,1,0,0,0,0,0,1,Scavenging,2,4,0.5
Macronectes halli,Macronectes_halli,Procellariiformes,NA,Ryan 1987,1982,Indian Ocean,4249,0.692127164127613,Carrion.NonFishVertebrates,1,0,1,1,0,0,0,0,0,1,Scavenging,3,42,0.07142857142857142
Macronectes halli,Macronectes_halli,Procellariiformes,NA,"Valls et al., 2015",2011,South Atlantic Ocean,4249,0.692127164127613,Carrion.NonFishVertebrates,1,0,1,1,0,0,0,0,0,1,Scavenging,1,1,1
Megadyptes antipodes,Megadyptes_antipodes,Sphenisciformes,NA,Hocken 2005,2001.5,South Pacific Ocean,5330,0.9435965072276487,Fish,0,1,1,1,0,0,0,0,0,1,Diving,0,124,0
Melanitta deglandi,Melanitta_deglandi,Anseriformes,1,Holland et al. 2016,NA,North Atlantic Ocean,1757,0.11242170343816915,Other.Inverts,0,1,0,1,1,0,0,0,0,0,Bottom.Feeding,1,16,0.0625
Melanitta deglandi,Melanitta_deglandi,Anseriformes,NA,Day et al. 1984,1977.5,North Pacific Ocean,1757,0.11242170343816915,Other.Inverts,0,1,0,1,1,0,0,0,0,0,Bottom.Feeding,0,5,0
Melanitta deglandi,Melanitta_deglandi,Anseriformes,NA,"Schutten et al., 2024",2021,North Atlantic Ocean,1757,0.11242170343816915,Other.Inverts,0,1,0,1,1,0,0,0,0,0,Bottom.Feeding,0,1,0
Melanitta fusca,Melanitta_fusca,Anseriformes,NA,"Morkūnas et al., 2021",2017,North Atlantic Ocean,1578,0.07078154394241856,Crustaceans,0,1,0,1,1,0,0,0,0,0,Bottom.Feeding,0,246,0
Melanitta fusca,Melanitta_fusca,Anseriformes,NA,"van Franeker et al., 2024",2019,North Atlantic Ocean,1578,0.07078154394241856,Crustaceans,0,1,0,1,1,0,0,0,0,0,Bottom.Feeding,0,1,0
Melanitta nigra,Melanitta_nigra,Anseriformes,NA,"Basto et al., 2019",2012,North Atlantic Ocean,1077,-0.04576437732781073,Other.Inverts,0,0,0,1,1,0,0,0,0,0,Bottom.Feeding,0,2,0
Melanitta nigra,Melanitta_nigra,Anseriformes,NA,"Morkūnas et al., 2021",2017,North Atlantic Ocean,1077,-0.04576437732781073,Other.Inverts,0,0,0,1,1,0,0,0,0,0,Bottom.Feeding,0,27,0
Melanitta nigra,Melanitta_nigra,Anseriformes,NA,"van Franeker et al., 2024",2019,North Atlantic Ocean,1077,-0.04576437732781073,Other.Inverts,0,0,0,1,1,0,0,0,0,0,Bottom.Feeding,0,14,0
Melanitta perspicillata,Melanitta_perspicillata,Anseriformes,1,Avery-Gomm et al. 2013,2010,North Pacific Ocean,1097.5,-0.04099553224589516,Other.Inverts,0,1,0,1,1,0,0,0,0,0,Bottom.Feeding,0,2,0
Melanitta perspicillata,Melanitta_perspicillata,Anseriformes,1,Provencher et al. 2014,2006,North Atlantic Ocean,1097.5,-0.04099553224589516,Other.Inverts,0,1,0,1,1,0,0,0,0,0,Bottom.Feeding,0,38,0
Melanitta perspicillata,Melanitta_perspicillata,Anseriformes,NA,Day et al. 1984,1977.5,North Pacific Ocean,1097.5,-0.04099553224589516,Other.Inverts,0,1,0,1,1,0,0,0,0,0,Bottom.Feeding,0,11,0
Melanitta perspicillata,Melanitta_perspicillata,Anseriformes,NA,"Schutten et al., 2024",2021,North Atlantic Ocean,1097.5,-0.04099553224589516,Other.Inverts,0,1,0,1,1,0,0,0,0,0,Bottom.Feeding,0,1,0
Mergus merganser,Mergus_merganser,Anseriformes,NA,"Schutten et al., 2024",2021,North Atlantic Ocean,NA,NA,Fish,0,1,0,1,1,1,0,0,1,0,Diving,0,2,0
Mergus serrator,Mergus_serrator,Anseriformes,1,"Haave et al., 2021",2019,North Atlantic Ocean,NA,NA,Fish,0,1,0,1,1,0,0,0,0,0,Diving,2,2,1
Mergus serrator,Mergus_serrator,Anseriformes,NA,"Nam et al., 2021",2012.5,North Pacific Ocean,NA,NA,Fish,0,1,0,1,1,0,0,0,0,0,Diving,2,6,0.3333333333333333
Mergus serrator,Mergus_serrator,Anseriformes,NA,"Schutten et al., 2024",2021,North Atlantic Ocean,NA,NA,Fish,0,1,0,1,1,0,0,0,0,0,Diving,0,2,0
Microcarbo coronatus,Microcarbo_coronatus,Suliformes,NA,Ryan 1987,1982,Indian Ocean,763,-0.11880912638739556,Fish,0,1,1,1,1,0,0,0,0,0,Diving,0,24,0
Morus bassanus,Morus_bassanus,Suliformes,1,Codina-Garcia et al. 2013,2006.5,North Atlantic Ocean,2999.5,0.40146024072012504,Fish,0,1,0,0,0,1,0,0,1,1,Plunging,1,8,0.125
Morus bassanus,Morus_bassanus,Suliformes,1,"Garcês et al., 2024",2016,North Atlantic Ocean,2999.5,0.40146024072012504,Fish,0,1,0,0,0,1,0,0,1,1,Plunging,1,1,1
Morus bassanus,Morus_bassanus,Suliformes,1,Nicastro et al. 2018,2015,North Atlantic Ocean,2999.5,0.40146024072012504,Fish,0,1,0,0,0,1,0,0,1,1,Plunging,0,7,0
Morus bassanus,Morus_bassanus,Suliformes,1,Nicastro et al. 2018,2016,North Atlantic Ocean,2999.5,0.40146024072012504,Fish,0,1,0,0,0,1,0,0,1,1,Plunging,0,1,0
Morus bassanus,Morus_bassanus,Suliformes,1,Pierce et al. 2004,2004,North Atlantic Ocean,2999.5,0.40146024072012504,Fish,0,1,0,0,0,1,0,0,1,1,Plunging,1,1,1
Morus bassanus,Morus_bassanus,Suliformes,NA,"Basto et al., 2019",2012,North Atlantic Ocean,2999.5,0.40146024072012504,Fish,0,1,0,0,0,1,0,0,1,1,Plunging,1,21,0.047619047619047616
Morus bassanus,Morus_bassanus,Suliformes,NA,Day et al. 1984/Bourne 1976,NA,North Atlantic Ocean,2999.5,0.40146024072012504,Fish,0,1,0,0,0,1,0,0,1,1,Plunging,0,0,0
Morus bassanus,Morus_bassanus,Suliformes,NA,"Franco et al., 2019",2017,North Atlantic Ocean,2999.5,0.40146024072012504,Fish,0,1,0,0,0,1,0,0,1,1,Plunging,8,44,0.18181818181818182
Morus bassanus,Morus_bassanus,Suliformes,NA,Nicastro et al. 2018,2015,North Atlantic Ocean,2999.5,0.40146024072012504,Fish,0,1,0,0,0,1,0,0,1,1,Plunging,0,8,0
Morus capensis,Morus_capensis,Suliformes,NA,"Cartraud et al., 2019",2009,Indian Ocean,2643.5,0.31864517490734734,Fish,0,1,0,0,0,1,0,0,1,1,Plunging,1,2,0.5
Morus capensis,Morus_capensis,Suliformes,NA,Ryan 1987,1982,Indian Ocean,2643.5,0.31864517490734734,Fish,0,1,0,0,0,1,0,0,1,1,Plunging,0,5,0
Morus serrator,Morus_serrator,Suliformes,1,"Gilbert et al., 2016",2011.5,South Pacific Ocean,2350,0.2503692709296781,Fish,0,1,1,0,0,1,0,0,1,1,Plunging,0,6,0
Morus serrator,Morus_serrator,Suliformes,1,Roman et al. 2016,2013,South Pacific Ocean,2350,0.2503692709296781,Fish,0,1,1,0,0,1,0,0,1,1,Plunging,0,14,0
Nannopterum auritum,Nannopterum_auritum,Suliformes,0,"Brookson et al., 2019",2014,North Atlantic Ocean,1674,0.09311369652114514,Fish,0,1,0,1,1,0,0,0,0,0,Diving,26,30,0.8666666666666667
Nannopterum auritum,Nannopterum_auritum,Suliformes,1,Avery-Gomm et al. 2013,2009,North Pacific Ocean,1674,0.09311369652114514,Fish,0,1,0,1,1,0,0,0,0,0,Diving,0,1,0
Nannopterum auritum,Nannopterum_auritum,Suliformes,1,Avery-Gomm et al. 2013,2010,North Pacific Ocean,1674,0.09311369652114514,Fish,0,1,0,1,1,0,0,0,0,0,Diving,0,1,0
Nannopterum auritum,Nannopterum_auritum,Suliformes,NA,"Clark, 2021",2020,North Atlantic Ocean,1674,0.09311369652114514,Fish,0,1,0,1,1,0,0,0,0,0,Diving,9,10,0.9
Nannopterum auritum,Nannopterum_auritum,Suliformes,NA,Day et al. 1984/Day 1980,1973,North Pacific Ocean,1674,0.09311369652114514,Fish,0,1,0,1,1,0,0,0,0,0,Diving,0,4,0
Nannopterum auritum,Nannopterum_auritum,Suliformes,NA,"Prieto, 2024",NA,North Atlantic Ocean,1674,0.09311369652114514,Fish,0,1,0,1,1,0,0,0,0,0,Diving,9,9,1
Nannopterum auritum,Nannopterum_auritum,Suliformes,NA,"Schutten et al., 2024",2021,North Atlantic Ocean,1674,0.09311369652114514,Fish,0,1,0,1,1,0,0,0,0,0,Diving,1,19,0.05263157894736842
Nannopterum brasilianum,Nannopterum_brasilianum,Suliformes,NA,"Klopertanz et al., 2022",2021,South Atlantic Ocean,1210,-0.014825040942699961,Fish,1,1,0,1,1,0,0,0,0,0,Diving,0,1,0
Nannopterum brasilianum,Nannopterum_brasilianum,Suliformes,NA,"Porras-Parra et al., 2024",2019,South Pacific Ocean,1210,-0.014825040942699961,Fish,1,1,0,1,1,0,0,0,0,0,Diving,57,800,0.07125
Nannopterum brasilianum,Nannopterum_brasilianum,Suliformes,NA,"Porras-Parra et al., 2024",2020.5,South Pacific Ocean,1210,-0.014825040942699961,Fish,1,1,0,1,1,0,0,0,0,0,Diving,16,647,0.02472952086553323
Nannopterum brasilianum,Nannopterum_brasilianum,Suliformes,NA,"Vanstreels et al., 2021",2020,South Atlantic Ocean,1210,-0.014825040942699961,Fish,1,1,0,1,1,0,0,0,0,0,Diving,0,2,0
Nesofregetta fuliginosa,Nesofregetta_fuliginosa,Procellariiformes,1,Ainley et al. 1990b,1986,Southern Ocean,70,-0.280019352815078,Crustaceans,0,1,1,1,1,0,0,0,0,1,Surface.Seizing,0,8,0
Nesofregetta fuliginosa,Nesofregetta_fuliginosa,Procellariiformes,1,Spear et al. 1995,1987.5,South Pacific Ocean,70,-0.280019352815078,Crustaceans,0,1,1,1,1,0,0,0,0,1,Surface.Seizing,0,14,0
Oceanites gracilis,Oceanites_gracilis,Procellariiformes,1,Ainley et al. 1990b,1986,Southern Ocean,16.7,-0.2924183500280585,Fish,0,1,0,1,0,1,0,0,1,1,Surface.Seizing,0,2,0
Oceanites oceanicus,Oceanites_oceanicus,Procellariiformes,0,van Franeker and Bell 1988,1985.5,Indian Ocean,32,-0.28885916321082394,Crustaceans,1,1,1,1,1,1,0,0,1,1,Surface.Seizing,13,16,0.8125
Oceanites oceanicus,Oceanites_oceanicus,Procellariiformes,1,Ainley et al. 1990a,1978,Southern Ocean,32,-0.28885916321082394,Crustaceans,1,1,1,1,1,1,0,0,1,1,Surface.Seizing,10,27,0.37037037037037035
Oceanites oceanicus,Oceanites_oceanicus,Procellariiformes,1,Ainley et al. 1990a,1985.5,South Pacific Ocean,32,-0.28885916321082394,Crustaceans,1,1,1,1,1,1,0,0,1,1,Surface.Seizing,2,49,0.04081632653061224
Oceanites oceanicus,Oceanites_oceanicus,Procellariiformes,1,Ainley et al. 1990a,1986,Southern Ocean,32,-0.28885916321082394,Crustaceans,1,1,1,1,1,1,0,0,1,1,Surface.Seizing,20,57,0.3508771929824561
Oceanites oceanicus,Oceanites_oceanicus,Procellariiformes,1,Ainley et al. 1990a,1988,South Pacific Ocean,32,-0.28885916321082394,Crustaceans,1,1,1,1,1,1,0,0,1,1,Surface.Seizing,2,49,0.04081632653061224
Oceanites oceanicus,Oceanites_oceanicus,Procellariiformes,1,Ainley et al. 1990b,1986,Southern Ocean,32,-0.28885916321082394,Crustaceans,1,1,1,1,1,1,0,0,1,1,Surface.Seizing,0,8,0
Oceanites oceanicus,Oceanites_oceanicus,Procellariiformes,1,Croxall et al. 1988,1988,Indian Ocean,32,-0.28885916321082394,Crustaceans,1,1,1,1,1,1,0,0,1,1,Surface.Seizing,5,51,0.09803921568627451
Oceanites oceanicus,Oceanites_oceanicus,Procellariiformes,1,van Franeker and Bell 1988,1985.5,Indian Ocean,32,-0.28885916321082394,Crustaceans,1,1,1,1,1,1,0,0,1,1,Surface.Seizing,2,4,0.5
Oceanites oceanicus,Oceanites_oceanicus,Procellariiformes,NA,"Gallo et al., 2024",2019,South Atlantic Ocean,32,-0.28885916321082394,Crustaceans,1,1,1,1,1,1,0,0,1,1,Surface.Seizing,0,2,0
Oceanites oceanicus,Oceanites_oceanicus,Procellariiformes,NA,Ryan 1987,1982,Indian Ocean,32,-0.28885916321082394,Crustaceans,1,1,1,1,1,1,0,0,1,1,Surface.Seizing,3,4,0.75
Oceanites oceanicus,Oceanites_oceanicus,Procellariiformes,NA,"do Nascimiento et al., 2023",2015,South Atlantic Ocean,32,-0.28885916321082394,Crustaceans,1,1,1,1,1,1,0,0,1,1,Surface.Seizing,0,7,0
Oceanites oceanicus,Oceanites_oceanicus,Procellariiformes,NA,"do Nascimiento, 2022",2018,South Atlantic Ocean,32,-0.28885916321082394,Crustaceans,1,1,1,1,1,1,0,0,1,1,Surface.Seizing,0,2,0
Onychoprion aleuticus,Onychoprion_aleuticus,Charadriiformes,NA,Day et al. 1984/Day 1980,1973,North Pacific Ocean,120,-0.26838802334699124,Fish,0,1,0,0,0,0,0,0,0,1,Surface.Seizing,0,8,0
Onychoprion anaethetus,Onychoprion_anaethetus,Charadriiformes,NA,"Berr et al., 2020",2016.5,South Pacific Ocean,127,-0.2667596372214591,Fish,0,1,1,1,1,1,0,0,1,1,Plunging,0,1,0
Onychoprion fuscatus,Onychoprion_fuscatus,Charadriiformes,0,Sileo et al. 1990a,1986,North Pacific Ocean,175,-0.25559356093209584,Cephalopods,0,1,1,1,1,1,0,0,1,1,Surface.Seizing,0,36,0
Onychoprion fuscatus,Onychoprion_fuscatus,Charadriiformes,0,Sileo et al. 1990a,1987,North Pacific Ocean,175,-0.25559356093209584,Cephalopods,0,1,1,1,1,1,0,0,1,1,Surface.Seizing,1,35,0.02857142857142857
Onychoprion fuscatus,Onychoprion_fuscatus,Charadriiformes,0,"Van de Crommenacker et al., 2022",2019,Indian Ocean,175,-0.25559356093209584,Cephalopods,0,1,1,1,1,1,0,0,1,1,Surface.Seizing,0,55,0
Onychoprion fuscatus,Onychoprion_fuscatus,Charadriiformes,1,Ainley et al. 1990b,1986,Southern Ocean,175,-0.25559356093209584,Cephalopods,0,1,1,1,1,1,0,0,1,1,Surface.Seizing,0,35,0
Onychoprion fuscatus,Onychoprion_fuscatus,Charadriiformes,1,Rapp et al. 2017,2009.5,North Pacific Ocean,175,-0.25559356093209584,Cephalopods,0,1,1,1,1,1,0,0,1,1,Surface.Seizing,0,4,0
Onychoprion fuscatus,Onychoprion_fuscatus,Charadriiformes,1,Roman et al. 2016,2013,South Pacific Ocean,175,-0.25559356093209584,Cephalopods,0,1,1,1,1,1,0,0,1,1,Surface.Seizing,0,27,0
Onychoprion fuscatus,Onychoprion_fuscatus,Charadriiformes,1,Sileo et al. 1990a,1986,North Pacific Ocean,175,-0.25559356093209584,Cephalopods,0,1,1,1,1,1,0,0,1,1,Surface.Seizing,2,26,0.07692307692307693
Onychoprion fuscatus,Onychoprion_fuscatus,Charadriiformes,1,Spear et al. 1995,1987.5,South Pacific Ocean,175,-0.25559356093209584,Cephalopods,0,1,1,1,1,1,0,0,1,1,Surface.Seizing,1,64,0.015625
Onychoprion fuscatus,Onychoprion_fuscatus,Charadriiformes,1,Tavares et al. 2017,2012,South Pacific Ocean,175,-0.25559356093209584,Cephalopods,0,1,1,1,1,1,0,0,1,1,Surface.Seizing,0,1,0
