HBWv8.1_Binomial,tips,is_freeflying,Source,Date_median,MarineRegion,body_mass_2sd,Carrion.NonFishVertebrates,Fish,Cephalopods,Crustaceans,Other.Inverts,AS.Refuse,pelagic_specialist_CR,Feeding.Method.Simple,DMS.responsive_Dell.Ariccia,n_plastic,n_total,n_na_plastic
Fratercula arctica,Fratercula_arctica,0,Parslow and Jefferies 1972,1970,North Atlantic Ocean,-0.07174631447803612,0,1,1,1,1,0,1,Diving,NA,3,5,0
Fratercula arctica,Fratercula_arctica,1,Acampora et al. 2016,2015,North Atlantic Ocean,-0.07174631447803612,0,1,1,1,1,0,1,Diving,NA,1,3,0
Fratercula arctica,Fratercula_arctica,1,Below 1960,1960,North Atlantic Ocean,-0.07174631447803612,0,1,1,1,1,0,1,Diving,NA,1,1,0
Fratercula arctica,Fratercula_arctica,1,Harris and Wanless 1994,1980.5,North Atlantic Ocean,-0.07174631447803612,0,1,1,1,1,0,1,Diving,NA,41,315,0
Fratercula arctica,Fratercula_arctica,1,Lydersen et al. 1989,1984,Arctic Ocean,-0.07174631447803612,0,1,1,1,1,0,1,Diving,NA,0,14,0
Fratercula arctica,Fratercula_arctica,1,Parslow and Jefferies 1972,1970,North Atlantic Ocean,-0.07174631447803612,0,1,1,1,1,0,1,Diving,NA,1,1,0
Fratercula arctica,Fratercula_arctica,1,Provencher et al. 2014,1999,North Atlantic Ocean,-0.07174631447803612,0,1,1,1,1,0,1,Diving,NA,0,2,0
Fratercula arctica,Fratercula_arctica,1,Provencher et al. 2014,2004,North Atlantic Ocean,-0.07174631447803612,0,1,1,1,1,0,1,Diving,NA,1,16,0
Fratercula arctica,Fratercula_arctica,NA,Provencher et al. 2014,1987.5,Arctic Ocean,-0.07174631447803612,0,1,1,1,1,0,1,Diving,NA,0,36,0
Fratercula cirrhata,Fratercula_cirrhata,1,Avery-Gomm et al. 2013,2009,North Pacific Ocean,-0.10766440560031393,0,1,1,1,0,0,1,Diving,NA,0,1,0
Fratercula cirrhata,Fratercula_cirrhata,1,Blight and Burger 1997,1987,North Pacific Ocean,-0.10766440560031393,0,1,1,1,0,0,1,Diving,NA,0,0,0
Fratercula cirrhata,Fratercula_cirrhata,1,Robards 1993,1990.5,North Pacific Ocean,-0.10766440560031393,0,1,1,1,0,0,1,Diving,NA,7,8,0
Fratercula cirrhata,Fratercula_cirrhata,1,Robards et al. 1995,1989,North Pacific Ocean,-0.10766440560031393,0,1,1,1,0,0,1,Diving,NA,120,489,0
Fratercula cirrhata,Fratercula_cirrhata,NA,Day et al. 1984/Day 1980,1973,North Pacific Ocean,-0.10766440560031393,0,1,1,1,0,0,1,Diving,NA,52,348,0
Fratercula corniculata,Fratercula_corniculata,1,Blight and Burger 1997,1987,North Pacific Ocean,-0.16554592406425486,0,1,1,1,1,0,1,Diving,NA,0,0,0
Fratercula corniculata,Fratercula_corniculata,1,Robards 1993,1990.5,North Pacific Ocean,-0.16554592406425486,0,1,1,1,1,0,1,Diving,NA,16,28,0
Fratercula corniculata,Fratercula_corniculata,1,Robards et al. 1995,1989,North Pacific Ocean,-0.16554592406425486,0,1,1,1,1,0,1,Diving,NA,44,120,0
Fratercula corniculata,Fratercula_corniculata,NA,Day et al. 1984/Day 1980,1973,North Pacific Ocean,-0.16554592406425486,0,1,1,1,1,0,1,Diving,NA,55,148,0
Fregata ariel,Fregata_ariel,1,Roman et al. 2016,2013,South Pacific Ocean,-0.10014102164902601,1,1,1,0,0,0,1,Surface.Seizing,NA,0,1,0
Fregata magnificens,Fregata_magnificens,1,Lavers pers. obs.,2014,North Atlantic Ocean,0.0681036855842111,1,1,1,0,1,0,1,Aerial.Pursuit,NA,1,1,0
Fregata magnificens,Fregata_magnificens,1,Tavares et al. 2017,2012,South Pacific Ocean,0.0681036855842111,1,1,1,0,1,0,1,Aerial.Pursuit,NA,0,7,0
Fregata magnificens,Fregata_magnificens,1,Tavares et al. 2017,2013,South Pacific Ocean,0.0681036855842111,1,1,1,0,1,0,1,Aerial.Pursuit,NA,0,3,0
Fregata minor,Fregata_minor,0,Sileo et al. 1990a,1987,North Pacific Ocean,0.010768219181250739,1,1,1,0,0,0,1,Surface.Seizing,NA,8,45,0
Fregata minor,Fregata_minor,1,Ainley et al. 1990b,1986,Southern Ocean,0.010768219181250739,1,1,1,0,0,0,1,Surface.Seizing,NA,0,3,0
Fregata minor,Fregata_minor,NA,Day et al. 1984/Harrison et al. 1983,1979.5,North Pacific Ocean,0.010768219181250739,1,1,1,0,0,0,1,Surface.Seizing,NA,0,284,0
Fregetta grallaria,Fregetta_grallaria,1,Ainley et al. 1990b,1986,Southern Ocean,-0.2831291345287386,0,1,1,1,1,0,1,Surface.Seizing,NA,0,8,0
Fregetta grallaria,Fregetta_grallaria,1,Spear et al. 1995,1987.5,South Pacific Ocean,-0.2831291345287386,0,1,1,1,1,0,1,Surface.Seizing,NA,1,18,0
Fregetta grallaria,Fregetta_grallaria,NA,Furness 1985a,1983,South Pacific Ocean,-0.2831291345287386,0,1,1,1,1,0,1,Surface.Seizing,NA,5,13,0
Fregetta grallaria,Fregetta_grallaria,NA,Ryan 1987,1982,Indian Ocean,-0.2831291345287386,0,1,1,1,1,0,1,Surface.Seizing,NA,5,13,0
Fregetta grallaria,Fregetta_grallaria,NA,"Ryan, 2008",2004,South Pacific Ocean,-0.2831291345287386,0,1,1,1,1,0,1,Surface.Seizing,NA,0,95,0
Fregetta tropica,Fregetta_tropica,1,Ainley et al. 1990a,1985.5,South Pacific Ocean,-0.2831291345287386,1,1,1,1,1,0,1,Surface.Seizing,1,0,6,0
Fregetta tropica,Fregetta_tropica,1,Roman et al. 2019,2015,South Pacific Ocean,-0.2831291345287386,1,1,1,1,1,0,1,Surface.Seizing,1,0,1,0
Fulmarus glacialis,Fulmarus_glacialis,0,Kuhn and van Franeker 2012,2011,North Atlantic Ocean,-0.14698015399091532,1,1,1,1,1,0,1,Surface.Seizing,0,6,9,0
Fulmarus glacialis,Fulmarus_glacialis,1,Acampora et al. 2016,2015,North Atlantic Ocean,-0.14698015399091532,1,1,1,1,1,0,1,Surface.Seizing,0,13,14,0
Fulmarus glacialis,Fulmarus_glacialis,1,Avery-Gomm et al. 2012,2009.5,North Pacific Ocean,-0.14698015399091532,1,1,1,1,1,0,1,Surface.Seizing,0,124,134,0
Fulmarus glacialis,Fulmarus_glacialis,1,Avery-Gomm et al. 2018,2014,North Atlantic Ocean,-0.14698015399091532,1,1,1,1,1,0,1,Surface.Seizing,0,25,39,0
Fulmarus glacialis,Fulmarus_glacialis,1,Avery-Gomm et al. 2018,2015,North Atlantic Ocean,-0.14698015399091532,1,1,1,1,1,0,1,Surface.Seizing,0,30,31,0
Fulmarus glacialis,Fulmarus_glacialis,1,Baltz and Morejohn 1976,1974.5,North Pacific Ocean,-0.14698015399091532,1,1,1,1,1,0,1,Surface.Seizing,0,3,3,0
Fulmarus glacialis,Fulmarus_glacialis,1,Blight and Burger 1997,1987,North Pacific Ocean,-0.14698015399091532,1,1,1,1,1,0,1,Surface.Seizing,0,3,3,0
Fulmarus glacialis,Fulmarus_glacialis,1,Bond et al. 2014,2006.5,North Atlantic Ocean,-0.14698015399091532,1,1,1,1,1,0,1,Surface.Seizing,0,164,176,0
Fulmarus glacialis,Fulmarus_glacialis,1,Day 1980,1973,North Pacific Ocean,-0.14698015399091532,1,1,1,1,1,0,1,Surface.Seizing,0,22,38,0
Fulmarus glacialis,Fulmarus_glacialis,1,Day et al. 1984,1978.5,Arctic Ocean,-0.14698015399091532,1,1,1,1,1,0,1,Surface.Seizing,0,86,214,0
Fulmarus glacialis,Fulmarus_glacialis,1,Donnelly-Greenan et al. 2014,2003,North Pacific Ocean,-0.14698015399091532,1,1,1,1,1,0,1,Surface.Seizing,0,134,178,0
Fulmarus glacialis,Fulmarus_glacialis,1,Donnelly-Greenan et al. 2014,2007,North Pacific Ocean,-0.14698015399091532,1,1,1,1,1,0,1,Surface.Seizing,0,181,185,0
Fulmarus glacialis,Fulmarus_glacialis,1,Furness 1985b,1983,North Atlantic Ocean,-0.14698015399091532,1,1,1,1,1,0,1,Surface.Seizing,0,16,21,0
Fulmarus glacialis,Fulmarus_glacialis,1,Kuhn and van Franeker 2012,2011,Arctic Ocean,-0.14698015399091532,1,1,1,1,1,0,1,Surface.Seizing,0,86,107,0
Fulmarus glacialis,Fulmarus_glacialis,1,Lydersen et al. 1989,1984,Arctic Ocean,-0.14698015399091532,1,1,1,1,1,0,1,Surface.Seizing,0,3,20,0
Fulmarus glacialis,Fulmarus_glacialis,1,Mallory 2008,2004,Arctic Ocean,-0.14698015399091532,1,1,1,1,1,0,1,Surface.Seizing,0,32,102,0
Fulmarus glacialis,Fulmarus_glacialis,1,Mallory et al. 2006,2002,Arctic Ocean,-0.14698015399091532,1,1,1,1,1,0,1,Surface.Seizing,0,15,42,0
Fulmarus glacialis,Fulmarus_glacialis,1,Moser and Lee 1992,1982,North Atlantic Ocean,-0.14698015399091532,1,1,1,1,1,0,1,Surface.Seizing,0,38,44,0
Fulmarus glacialis,Fulmarus_glacialis,1,Nevins et al. 2005,2003.5,North Pacific Ocean,-0.14698015399091532,1,1,1,1,1,0,1,Surface.Seizing,0,135,190,0
Fulmarus glacialis,Fulmarus_glacialis,1,Poon et al. 2017,2008,Arctic Ocean,-0.14698015399091532,1,1,1,1,1,0,1,Surface.Seizing,0,8,10,0
Fulmarus glacialis,Fulmarus_glacialis,1,Poon et al. 2017,2013,Arctic Ocean,-0.14698015399091532,1,1,1,1,1,0,1,Surface.Seizing,0,8,9,0
Fulmarus glacialis,Fulmarus_glacialis,1,Provencher et al. 2009,2008,Arctic Ocean,-0.14698015399091532,1,1,1,1,1,0,1,Surface.Seizing,0,21,25,0
Fulmarus glacialis,Fulmarus_glacialis,1,Robards 1993,1990.5,North Pacific Ocean,-0.14698015399091532,1,1,1,1,1,0,1,Surface.Seizing,0,36,42,0
Fulmarus glacialis,Fulmarus_glacialis,1,Terepocki et al. 2017,2010,North Pacific Ocean,-0.14698015399091532,1,1,1,1,1,0,1,Surface.Seizing,0,128,143,0
Fulmarus glacialis,Fulmarus_glacialis,1,Trevail et al. 2015,2013,Arctic Ocean,-0.14698015399091532,1,1,1,1,1,0,1,Surface.Seizing,0,35,40,0
Fulmarus glacialis,Fulmarus_glacialis,1,van Franeker and The SNS Fulmar Study Group 2013,2009,North Atlantic Ocean,-0.14698015399091532,1,1,1,1,1,0,1,Surface.Seizing,0,636,699,0
Fulmarus glacialis,Fulmarus_glacialis,1,van Franeker et al. 2011,2005,North Atlantic Ocean,-0.14698015399091532,1,1,1,1,1,0,1,Surface.Seizing,0,1223,1295,0
Fulmarus glacialis,Fulmarus_glacialis,NA,Provencher et al. 2014,1997,North Atlantic Ocean,-0.14698015399091532,1,1,1,1,1,0,1,Surface.Seizing,0,18,35,0
Fulmarus glacialis,Fulmarus_glacialis,NA,van Franeker 1983,1981.5,North Atlantic Ocean,-0.14698015399091532,1,1,1,1,1,0,1,Surface.Seizing,0,70,88,0
Fulmarus glacialis,Fulmarus_glacialis,NA,van Franeker and Camphuysen 1984,1983,Arctic Ocean,-0.14698015399091532,1,1,1,1,1,0,1,Surface.Seizing,0,22,29,0
Fulmarus glacialoides,Fulmarus_glacialoides,1,Ainley et al. 1990a,1978,Southern Ocean,-0.10281060950270882,1,1,1,1,1,0,1,Surface.Seizing,NA,0,13,0
Fulmarus glacialoides,Fulmarus_glacialoides,1,Ainley et al. 1990a,1985.5,South Pacific Ocean,-0.10281060950270882,1,1,1,1,1,0,1,Surface.Seizing,NA,1,49,0
Fulmarus glacialoides,Fulmarus_glacialoides,1,Ainley et al. 1990a,1986,Southern Ocean,-0.10281060950270882,1,1,1,1,1,0,1,Surface.Seizing,NA,1,18,0
Fulmarus glacialoides,Fulmarus_glacialoides,1,Ainley et al. 1990a,1986.5,Southern Ocean,-0.10281060950270882,1,1,1,1,1,0,1,Surface.Seizing,NA,0,4,0
Fulmarus glacialoides,Fulmarus_glacialoides,1,Ainley et al. 1990a,1988,South Pacific Ocean,-0.10281060950270882,1,1,1,1,1,0,1,Surface.Seizing,NA,1,49,0
Fulmarus glacialoides,Fulmarus_glacialoides,1,Ainley et al. 1990a,1988,Southern Ocean,-0.10281060950270882,1,1,1,1,1,0,1,Surface.Seizing,NA,1,18,0
Fulmarus glacialoides,Fulmarus_glacialoides,1,Barbieri 2009,2001,South Pacific Ocean,-0.10281060950270882,1,1,1,1,1,0,1,Surface.Seizing,NA,1,3,0
Fulmarus glacialoides,Fulmarus_glacialoides,1,Colabuono et al. 2009,2005,South Pacific Ocean,-0.10281060950270882,1,1,1,1,1,0,1,Surface.Seizing,NA,7,9,0
Fulmarus glacialoides,Fulmarus_glacialoides,1,Petry et al. 2002,1997.5,South Pacific Ocean,-0.10281060950270882,1,1,1,1,1,0,1,Surface.Seizing,NA,25,49,0
Fulmarus glacialoides,Fulmarus_glacialoides,1,Roman et al. 2019,2015,Indian Ocean,-0.10281060950270882,1,1,1,1,1,0,1,Surface.Seizing,NA,0,1,0
Fulmarus glacialoides,Fulmarus_glacialoides,1,Roman et al. 2019,2015,South Pacific Ocean,-0.10281060950270882,1,1,1,1,1,0,1,Surface.Seizing,NA,1,1,0
Fulmarus glacialoides,Fulmarus_glacialoides,1,Roman et al. 2019,2016,South Pacific Ocean,-0.10281060950270882,1,1,1,1,1,0,1,Surface.Seizing,NA,1,1,0
Fulmarus glacialoides,Fulmarus_glacialoides,1,Tourinho et al. 2010,2007,South Pacific Ocean,-0.10281060950270882,1,1,1,1,1,0,1,Surface.Seizing,NA,0,1,0
Fulmarus glacialoides,Fulmarus_glacialoides,1,van Franeker and Bell 1988,1985.5,Indian Ocean,-0.10281060950270882,1,1,1,1,1,0,1,Surface.Seizing,NA,2,27,0
Garrodia nereis,Garrodia_nereis,NA,Day et al. 1984,1973,South Pacific Ocean,-0.28647825383608616,0,0,1,1,1,0,1,Surface.Seizing,NA,0,0,0
Garrodia nereis,Garrodia_nereis,NA,Furness 1985a,1983,South Pacific Ocean,-0.28647825383608616,0,0,1,1,1,0,1,Surface.Seizing,NA,3,11,0
Garrodia nereis,Garrodia_nereis,NA,Ryan 1987,1982,Indian Ocean,-0.28647825383608616,0,0,1,1,1,0,1,Surface.Seizing,NA,4,12,0
Gavia immer,Gavia_immer,1,Avery-Gomm et al. 2013,2010,North Pacific Ocean,0.9128462239211603,1,1,0,1,1,0,0,Diving,NA,0,2,0
Gavia pacifica,Gavia_pacifica,1,Avery-Gomm et al. 2013,2010,North Pacific Ocean,0.10917893506019433,1,1,0,1,1,0,0,Diving,NA,0,2,0
Gavia stellata,Gavia_stellata,1,Avery-Gomm et al. 2013,2008,North Pacific Ocean,0.06488804566954771,1,1,0,1,1,0,0,Diving,NA,0,2,0
Gulosus aristotelis,Gulosus_aristotelis,1,Acampora et al. 2016,2015,North Atlantic Ocean,0.13454001967018103,0,1,0,0,0,0,1,Diving,NA,1,10,0
Gygis alba,Gygis_alba,0,Sileo et al. 1990a,1987,North Pacific Ocean,-0.26881043604080357,0,1,1,1,1,0,1,Surface.Seizing,NA,0,35,0
Gygis alba,Gygis_alba,1,Ainley et al. 1990b,1986,Southern Ocean,-0.26881043604080357,0,1,1,1,1,0,1,Surface.Seizing,NA,0,2,0
Gygis alba,Gygis_alba,1,Roman et al. 2016,2013,South Pacific Ocean,-0.26881043604080357,0,1,1,1,1,0,1,Surface.Seizing,NA,0,1,0
Gygis alba,Gygis_alba,1,Spear et al. 1995,1987.5,South Pacific Ocean,-0.26881043604080357,0,1,1,1,1,0,1,Surface.Seizing,NA,1,8,0
Gygis alba,Gygis_alba,NA,Day et al. 1984/Harrison et al. 1983,1980.5,North Pacific Ocean,-0.26881043604080357,0,1,1,1,1,0,1,Surface.Seizing,NA,0,241,0
Halobaena caerulea,Halobaena_caerulea,1,Ainley et al. 1990a,1985.5,South Pacific Ocean,-0.2467256637967003,0,1,1,1,1,0,1,Surface.Seizing,1,20,45,0
Halobaena caerulea,Halobaena_caerulea,1,Ainley et al. 1990a,1986,Southern Ocean,-0.2467256637967003,0,1,1,1,1,0,1,Surface.Seizing,1,15,17,0
Halobaena caerulea,Halobaena_caerulea,1,Reed 1981,1981,South Pacific Ocean,-0.2467256637967003,0,1,1,1,1,0,1,Surface.Seizing,1,27,27,0
Halobaena caerulea,Halobaena_caerulea,NA,Brown et al. 1986,1984,Indian Ocean,-0.2467256637967003,0,1,1,1,1,0,1,Surface.Seizing,1,0,0,0
Halobaena caerulea,Halobaena_caerulea,NA,Roman et al. 2019,2016,South Pacific Ocean,-0.2467256637967003,0,1,1,1,1,0,1,Surface.Seizing,1,1,1,0
Halobaena caerulea,Halobaena_caerulea,NA,Ryan 1987,1982,Indian Ocean,-0.2467256637967003,0,1,1,1,1,0,1,Surface.Seizing,1,68,74,0
Histrionicus histrionicus,Histrionicus_histrionicus,1,Avery-Gomm et al. 2013,2010,North Pacific Ocean,-0.15899329933248796,0,0,0,1,1,0,0,Diving,NA,0,1,0
Histrionicus histrionicus,Histrionicus_histrionicus,NA,Day et al. 1984,1977.5,North Pacific Ocean,-0.15899329933248796,0,0,0,1,1,0,0,Diving,NA,0,6,0
Hydrobates castro,Hydrobates_castro,1,Ainley et al. 1990b,1986,Southern Ocean,-0.2847551562214364,0,1,1,1,0,1,1,Surface.Seizing,NA,0,7,0
Hydrobates castro,Hydrobates_castro,1,Spear et al. 1995,1987.5,South Pacific Ocean,-0.2847551562214364,0,1,1,1,0,1,1,Surface.Seizing,NA,0,7,0
Hydrobates furcatus,Hydrobates_furcatus,1,Blight and Burger 1997,1987,North Pacific Ocean,-0.282546678997026,1,1,0,1,0,0,1,Surface.Seizing,NA,0,0,0
Hydrobates furcatus,Hydrobates_furcatus,1,Robards 1993,1990.5,North Pacific Ocean,-0.282546678997026,1,1,0,1,0,0,1,Surface.Seizing,NA,12,12,0
Hydrobates furcatus,Hydrobates_furcatus,1,Robards et al. 1995,1989,North Pacific Ocean,-0.282546678997026,1,1,0,1,0,0,1,Surface.Seizing,NA,18,21,0
Hydrobates furcatus,Hydrobates_furcatus,NA,Day et al. 1984/Day 1980,1973,North Pacific Ocean,-0.282546678997026,1,1,0,1,0,0,1,Surface.Seizing,NA,8,8,0
Hydrobates leucorhous,Hydrobates_leucorhous,0,Day 1980,1973,North Pacific Ocean,-0.28730339917267905,0,1,1,1,1,0,1,Surface.Seizing,1,1,10,0
Hydrobates leucorhous,Hydrobates_leucorhous,1,Ainley et al. 1990b,1986,Southern Ocean,-0.28730339917267905,0,1,1,1,1,0,1,Surface.Seizing,1,17,151,0
Hydrobates leucorhous,Hydrobates_leucorhous,1,Blight and Burger 1997,1987,North Pacific Ocean,-0.28730339917267905,0,1,1,1,1,0,1,Surface.Seizing,1,1,1,0
Hydrobates leucorhous,Hydrobates_leucorhous,1,Bond and Lavers 2013,2012,North Atlantic Ocean,-0.28730339917267905,0,1,1,1,1,0,1,Surface.Seizing,1,30,63,0
Hydrobates leucorhous,Hydrobates_leucorhous,1,Day 1980,1973,North Pacific Ocean,-0.28730339917267905,0,1,1,1,1,0,1,Surface.Seizing,1,1,4,0
Hydrobates leucorhous,Hydrobates_leucorhous,1,Furness 1985b,1983,North Atlantic Ocean,-0.28730339917267905,0,1,1,1,1,0,1,Surface.Seizing,1,10,17,0
Hydrobates leucorhous,Hydrobates_leucorhous,1,Hedd et al. 2009,1988,North Atlantic Ocean,-0.28730339917267905,0,1,1,1,1,0,1,Surface.Seizing,1,719,749,0
Hydrobates leucorhous,Hydrobates_leucorhous,1,Robards 1993,1990.5,North Pacific Ocean,-0.28730339917267905,0,1,1,1,1,0,1,Surface.Seizing,1,2,3,0
Hydrobates leucorhous,Hydrobates_leucorhous,1,Robards et al. 1995,1989,North Pacific Ocean,-0.28730339917267905,0,1,1,1,1,0,1,Surface.Seizing,1,31,64,0
Hydrobates leucorhous,Hydrobates_leucorhous,1,Rothstein 1973,1962,North Atlantic Ocean,-0.28730339917267905,0,1,1,1,1,0,1,Surface.Seizing,1,1,7,0
Hydrobates leucorhous,Hydrobates_leucorhous,1,Rothstein 1973,1964,North Atlantic Ocean,-0.28730339917267905,0,1,1,1,1,0,1,Surface.Seizing,1,5,15,0
Hydrobates leucorhous,Hydrobates_leucorhous,1,Spear et al. 1995,1987.5,South Pacific Ocean,-0.28730339917267905,0,1,1,1,1,0,1,Surface.Seizing,1,70,354,0
Hydrobates leucorhous,Hydrobates_leucorhous,1,Watanuki 1985,1982,North Pacific Ocean,-0.28730339917267905,0,1,1,1,1,0,1,Surface.Seizing,1,20,307,0
Hydrobates leucorhous,Hydrobates_leucorhous,NA,Day et al. 1984/Day 1980,1973,North Pacific Ocean,-0.28730339917267905,0,1,1,1,1,0,1,Surface.Seizing,1,1,4,0
Hydrobates leucorhous,Hydrobates_leucorhous,NA,Day et al. 1984/Rothstein 1973,1962,North Pacific Ocean,-0.28730339917267905,0,1,1,1,1,0,1,Surface.Seizing,1,1,7,0
Hydrobates leucorhous,Hydrobates_leucorhous,NA,Day et al. 1984/Rothstein 1973,1964,North Pacific Ocean,-0.28730339917267905,0,1,1,1,1,0,1,Surface.Seizing,1,6,15,0
Hydrobates leucorhous,Hydrobates_leucorhous,NA,Provencher et al. 2014,1987.5,North Atlantic Ocean,-0.28730339917267905,0,1,1,1,1,0,1,Surface.Seizing,1,37,749,0
Hydrobates leucorhous,Hydrobates_leucorhous,NA,Provencher et al. 2014,2004,North Atlantic Ocean,-0.28730339917267905,0,1,1,1,1,0,1,Surface.Seizing,1,13,224,0
Hydrobates markhami,Hydrobates_markhami,1,Ainley et al. 1990b,1986,Southern Ocean,-0.28286217574337036,0,1,1,1,1,0,1,Surface.Seizing,NA,1,12,0
Hydrobates markhami,Hydrobates_markhami,1,Garcia-Godos et al. 2002,1998,South Pacific Ocean,-0.28286217574337036,0,1,1,1,1,0,1,Surface.Seizing,NA,3,95,0
Hydrobates melania,Hydrobates_melania,1,Ainley et al. 1990b,1986,Southern Ocean,-0.28082358138237623,0,1,1,1,0,0,1,Surface.Seizing,NA,0,2,0
Hydrobates pelagicus,Hydrobates_pelagicus,1,Furness 1985b,1983,North Atlantic Ocean,-0.28963322129952945,0,1,1,1,1,0,1,Surface.Seizing,NA,0,21,0
Hydrobates pelagicus,Hydrobates_pelagicus,NA,Ryan 1987,1982,Indian Ocean,-0.28963322129952945,0,1,1,1,1,0,1,Surface.Seizing,NA,0,1,0
Hydrobates tethys,Hydrobates_tethys,1,Ainley et al. 1990b,1986,Southern Ocean,-0.29026421479221814,0,1,1,1,1,0,1,Surface.Seizing,NA,2,176,0
Hydrobates tethys,Hydrobates_tethys,1,Spear et al. 1995,1987.5,South Pacific Ocean,-0.29026421479221814,0,1,1,1,1,0,1,Surface.Seizing,NA,1,296,0
Hydrobates tristrami,Hydrobates_tristrami,0,Sileo et al. 1990a,1987,North Pacific Ocean,-0.2734215423335284,0,1,1,1,1,0,1,Surface.Seizing,NA,6,17,0
Hydrobates tristrami,Hydrobates_tristrami,0,Youngren et al. 2018,2009.5,North Pacific Ocean,-0.2734215423335284,0,1,1,1,1,0,1,Surface.Seizing,NA,57,57,0
Hydrobates tristrami,Hydrobates_tristrami,1,Robards 1993,1990.5,North Pacific Ocean,-0.2734215423335284,0,1,1,1,1,0,1,Surface.Seizing,NA,4,4,0
Hydrobates tristrami,Hydrobates_tristrami,1,Sileo et al. 1990a,1987,North Pacific Ocean,-0.2734215423335284,0,1,1,1,1,0,1,Surface.Seizing,NA,6,18,0
Hydrobates tristrami,Hydrobates_tristrami,NA,Harrison et al. 1983,1979.5,North Pacific Ocean,-0.2734215423335284,0,1,1,1,1,0,1,Surface.Seizing,NA,1,10,0
Larus argentatus,Larus_argentatus,1,Acampora et al. 2016,2015,North Atlantic Ocean,-0.026363320965428347,1,1,0,1,1,1,0,Surface.Seizing,NA,4,13,0
Larus argentatus,Larus_argentatus,1,Seif et al. 2017,2014.5,North Atlantic Ocean,-0.026363320965428347,1,1,0,1,1,1,0,Surface.Seizing,NA,19,31,0
Larus audouinii,Larus_audouinii,1,Codina-Garcia et al. 2013,2006.5,North Atlantic Ocean,-0.1319333860883395,1,1,0,1,1,1,1,Surface.Seizing,NA,2,15,0
Larus canus,Larus_canus,1,Robards et al. 1995,1989,North Pacific Ocean,-0.19782366811332883,1,1,0,1,1,1,1,Surface.Seizing,NA,1,4,0
Larus canus,Larus_canus,NA,Baltz and Morejohn 1976,1974.5,North Pacific Ocean,-0.19782366811332883,1,1,0,1,1,1,1,Surface.Seizing,NA,1,4,0
Larus canus,Larus_canus,NA,Day et al. 1984/Day 1980,1973,North Pacific Ocean,-0.19782366811332883,1,1,0,1,1,1,1,Surface.Seizing,NA,0,10,0
Larus crassirostris,Larus_crassirostris,1,Hong et al. 2013,2011,North Pacific Ocean,-0.17331199782042303,0,1,0,1,1,1,1,Surface.Seizing,NA,19,19,0
Larus dominicanus,Larus_dominicanus,1,Ainley et al. 1990a,1986.5,Southern Ocean,-0.06349486111210743,1,1,1,1,1,1,1,Scavenging,NA,0,15,0
Larus dominicanus,Larus_dominicanus,1,Tavares et al. 2017,2011,South Pacific Ocean,-0.06349486111210743,1,1,1,1,1,1,1,Scavenging,NA,0,2,0
Larus dominicanus,Larus_dominicanus,1,Tavares et al. 2017,2012,South Pacific Ocean,-0.06349486111210743,1,1,1,1,1,1,1,Scavenging,NA,0,9,0
Larus dominicanus,Larus_dominicanus,1,Tavares et al. 2017,2013,South Pacific Ocean,-0.06349486111210743,1,1,1,1,1,1,1,Scavenging,NA,0,8,0
Larus dominicanus,Larus_dominicanus,NA,Lenzi et al. 2016,2012,South Pacific Ocean,-0.06349486111210743,1,1,1,1,1,1,1,Scavenging,NA,0,0,0
Larus dominicanus,Larus_dominicanus,NA,Ryan 1987,1982,Indian Ocean,-0.06349486111210743,1,1,1,1,1,1,1,Scavenging,NA,6,52,0
Larus fuscus,Larus_fuscus,1,Acampora et al. 2016,2015,North Atlantic Ocean,-0.12222579389312926,1,1,0,1,1,1,0,Surface.Seizing,NA,2,2,0
Larus fuscus,Larus_fuscus,1,Nicastro et al. 2018,2014,North Atlantic Ocean,-0.12222579389312926,1,1,0,1,1,1,0,Surface.Seizing,NA,0,1,0
Larus fuscus,Larus_fuscus,1,Nicastro et al. 2018,2015,North Atlantic Ocean,-0.12222579389312926,1,1,0,1,1,1,0,Surface.Seizing,NA,3,17,0
Larus fuscus,Larus_fuscus,1,Nicastro et al. 2018,2016,North Atlantic Ocean,-0.12222579389312926,1,1,0,1,1,1,0,Surface.Seizing,NA,6,27,0
Larus fuscus,Larus_fuscus,NA,Nicastro et al. 2018,2015,North Atlantic Ocean,-0.12222579389312926,1,1,0,1,1,1,0,Surface.Seizing,NA,0,3,0
Larus fuscus,Larus_fuscus,NA,Nicastro et al. 2018,2016,North Atlantic Ocean,-0.12222579389312926,1,1,0,1,1,1,0,Surface.Seizing,NA,5,14,0
Larus glaucescens,Larus_glaucescens,1,Robards et al. 1995,1989,North Pacific Ocean,-0.03776974179480035,1,1,0,0,1,1,1,Plunging,NA,0,21,0
Larus glaucescens,Larus_glaucescens,NA,Baltz and Morejohn 1976,1974.5,North Pacific Ocean,-0.03776974179480035,1,1,0,0,1,1,1,Plunging,NA,1,8,0
Larus glaucescens,Larus_glaucescens,NA,Day et al. 1984/Day 1980,1973,North Pacific Ocean,-0.03776974179480035,1,1,0,0,1,1,1,Plunging,NA,0,63,0
Larus glaucescens,Larus_glaucescens,NA,Lindborg et al. 2012,2008.5,North Pacific Ocean,-0.03776974179480035,1,1,0,0,1,1,1,Plunging,NA,72,589,0
